Municipality,Province,Province ID,Municipality ID
TAMPILISAN,ZAMBOANGA DEL NORTE,49,1110
AURORA,ZAMBOANGA DEL SUR,50,1111
SAN MIGUEL,ZAMBOANGA DEL SUR,50,1112
BAYOG,ZAMBOANGA DEL SUR,50,1113
DIMATALING,ZAMBOANGA DEL SUR,50,1114
DINAS,ZAMBOANGA DEL SUR,50,1115
DUMALINAO,ZAMBOANGA DEL SUR,50,1116
DUMINGAG,ZAMBOANGA DEL SUR,50,1117
GUIPOS,ZAMBOANGA DEL SUR,50,1118
JOSEFINA,ZAMBOANGA DEL SUR,50,1119
KUMALARANG,ZAMBOANGA DEL SUR,50,1120
LABANGAN,ZAMBOANGA DEL SUR,50,1121
LAKEWOOD,ZAMBOANGA DEL SUR,50,1122
LAPUYAN,ZAMBOANGA DEL SUR,50,1123
MAHAYAG,ZAMBOANGA DEL SUR,50,1124
MARGOSATUBIG,ZAMBOANGA DEL SUR,50,1125
MIDSALIP,ZAMBOANGA DEL SUR,50,1126
MOLAVE,ZAMBOANGA DEL SUR,50,1127
PITOGO,ZAMBOANGA DEL SUR,50,1128
RAMON MAGSAYSAY (LIARGO),ZAMBOANGA DEL SUR,50,1129
SAN PABLO,ZAMBOANGA DEL SUR,50,1130
SOMINOT (DON MARIANO MARCOS),ZAMBOANGA DEL SUR,50,1131
TABINA,ZAMBOANGA DEL SUR,50,1132
TAMBULIG,ZAMBOANGA DEL SUR,50,1133
TIGBAO,ZAMBOANGA DEL SUR,50,1134
TUKURAN,ZAMBOANGA DEL SUR,50,1135
VINCENZO A. SAGUN,ZAMBOANGA DEL SUR,50,1136
ALICIA,ZAMBOANGA SIBUGAY,51,1137
BUUG,ZAMBOANGA SIBUGAY,51,1138
DIPLAHAN,ZAMBOANGA SIBUGAY,51,1139
IMELDA,ZAMBOANGA SIBUGAY,51,1140
IPIL,ZAMBOANGA SIBUGAY,51,1141
KABASALAN,ZAMBOANGA SIBUGAY,51,1142
MABUHAY,ZAMBOANGA SIBUGAY,51,1143
MALANGAS,ZAMBOANGA SIBUGAY,51,1144
NAGA,ZAMBOANGA SIBUGAY,51,1145
OLUTANGA,ZAMBOANGA SIBUGAY,51,1146
PAYAO,ZAMBOANGA SIBUGAY,51,1147
ROSELLER LIM,ZAMBOANGA SIBUGAY,51,1148
SIAY,ZAMBOANGA SIBUGAY,51,1149
TALUSAN,ZAMBOANGA SIBUGAY,51,1150
TITAY,ZAMBOANGA SIBUGAY,51,1151
TUNGAWAN,ZAMBOANGA SIBUGAY,51,1152
DAPITAN CITY,ZAMBOANGA DEL NORTE,49,1153
DIPOLOG CITY (Capital),ZAMBOANGA DEL NORTE,49,1154
CITY OF ISABELA (Capital),CITY OF ISABELA,52,1155
PAGADIAN CITY (Capital),ZAMBOANGA DEL SUR,50,1156
ZAMBOANGA CITY,ZAMBOANGA DEL SUR,50,1157
CITY MALAYBALAY (Capital),BUKIDNON,53,1158
BAUNGON,BUKIDNON,53,1159
TALAKAG,BUKIDNON,53,1160
MANOLO FORTICH,BUKIDNON,53,1161
QUEZON,BUKIDNON,53,1162
DON CARLOS,BUKIDNON,53,1163
MARAMAG,BUKIDNON,53,1164
PANGANTUCAN,BUKIDNON,53,1165
SAN FERNANDO,BUKIDNON,53,1166
CABANGLASAN,BUKIDNON,53,1167
DAMULOG,BUKIDNON,53,1168
DANGCAGAN,BUKIDNON,53,1169
IMPASUG-ONG,BUKIDNON,53,1170
KADINGILAN,BUKIDNON,53,1171
KALILANGAN,BUKIDNON,53,1172
KIBAWE,BUKIDNON,53,1173
KITAOTAO,BUKIDNON,53,1174
ANTAPAN,BUKIDNON,53,1175
LIBONA,BUKIDNON,53,1176
MALITBOG,BUKIDNON,53,1177
SUMILAO,BUKIDNON,53,1178
CATARMAN,CAMIGUIN,54,1179
GUINSILIBAN,CAMIGUIN,54,1180
SAGAY,CAMIGUIN,54,1181
MAMBAJAO (Capital),CAMIGUIN,54,1182
MAHINOG,CAMIGUIN,54,1183
BACOLOD,LANAO DEL NORTE,55,1184
BALOI,LANAO DEL NORTE,55,1185
LALA,LANAO DEL NORTE,55,1186
BAROY,LANAO DEL NORTE,55,1187
KAPATAGAN,LANAO DEL NORTE,55,1188
KAUSWAGAN,LANAO DEL NORTE,55,1189
KOLAMBUGAN,LANAO DEL NORTE,55,1190
LINAMON,LANAO DEL NORTE,55,1191
SAPAD,LANAO DEL NORTE,55,1192
TUBOD (Capital),LANAO DEL NORTE,55,1193
SULTAN NAGA DIMAPORO (KAROMATAN),LANAO DEL NORTE,55,1194
MAIGO,LANAO DEL NORTE,55,1195
MAGSAYSAY,LANAO DEL NORTE,55,1196
MATUNGAO,LANAO DEL NORTE,55,1197
PANTAO RAGAT,LANAO DEL NORTE,55,1198
PANTAR,LANAO DEL NORTE,55,1199
SALVADOR,LANAO DEL NORTE,55,1200
NUNUNGAN,LANAO DEL NORTE,55,1201
TAGOLOAN,LANAO DEL NORTE,55,1202
TANGCAL,LANAO DEL NORTE,55,1203
MUNAI,LANAO DEL NORTE,55,1204
POONA PIAGAPO,LANAO DEL NORTE,55,1205
ALORAN,MISAMIS OCCIDENTAL,56,1206
PLARIDEL,MISAMIS OCCIDENTAL,56,1207
BALIANGAO,MISAMIS OCCIDENTAL,56,1208
BONIFACIO,MISAMIS OCCIDENTAL,56,1209
TUDELA,MISAMIS OCCIDENTAL,56,1210
CALAMBA,MISAMIS OCCIDENTAL,56,1211
CLARIN,MISAMIS OCCIDENTAL,56,1212
CONCEPCION,MISAMIS OCCIDENTAL,56,1213
DON VICTORIANO CHIONGBIAN,MISAMIS OCCIDENTAL,56,1214
JIMENEZ,MISAMIS OCCIDENTAL,56,1215
LOPEZ JAENA,MISAMIS OCCIDENTAL,56,1216
PANAON,MISAMIS OCCIDENTAL,56,1217
SAPANG DALAGA,MISAMIS OCCIDENTAL,56,1218
SINACABAN,MISAMIS OCCIDENTAL,56,1219
ALUBIJID,MISAMIS ORIENTAL,57,1220
MAGSAYSAY (LINUGOS),MISAMIS ORIENTAL,57,1221
TAGOLOAN,MISAMIS ORIENTAL,57,1222
BALINGASAG,MISAMIS ORIENTAL,57,1223
CLAVERIA,MISAMIS ORIENTAL,57,1224
INITAO,MISAMIS ORIENTAL,57,1225
JASAAN,MISAMIS ORIENTAL,57,1226
KINOGUITAN,MISAMIS ORIENTAL,57,1227
BALINGOAN,MISAMIS ORIENTAL,57,1228
LAGONGLONG,MISAMIS ORIENTAL,57,1229
GITAGUM,MISAMIS ORIENTAL,57,1230
LIBERTAD,MISAMIS ORIENTAL,57,1231
MANTICAO,MISAMIS ORIENTAL,57,1232
MEDINA,MISAMIS ORIENTAL,57,1233
OPOL,MISAMIS ORIENTAL,57,1234
CAGAYAN DE ORO CITY (Capital),MISAMIS ORIENTAL,57,1235
SALAY,MISAMIS ORIENTAL,57,1236
TALISAYAN,MISAMIS ORIENTAL,57,1237
VILLANUEVA,MISAMIS ORIENTAL,57,1238
LAGUINDINGAN,MISAMIS ORIENTAL,57,1239
LUGAIT,MISAMIS ORIENTAL,57,1240
NAAWAN,MISAMIS ORIENTAL,57,1241
SUGBONGCOGON,MISAMIS ORIENTAL,57,1242
BINUANGAN,MISAMIS ORIENTAL,57,1243
GINGOOG CITY,MISAMIS ORIENTAL,57,1244
ILIGAN CITY,LANAO DEL NORTE,55,1245
OZAMIS CITY,MISAMIS OCCIDENTAL,56,1246
OROQUIETA CITY (Capital),MISAMIS OCCIDENTAL,56,1247
TANGUB CITY,MISAMIS OCCIDENTAL,56,1248
CITY OF VALENCIA,BUKIDNON,53,1249
CITY OF EL SALVADOR,MISAMIS ORIENTAL,57,1250
COMPOSTELA,COMPOSTELA VALLEY,58,1251
MONTEVISTA,COMPOSTELA VALLEY,58,1252
LAAK (SAN VICENTE),COMPOSTELA VALLEY,58,1253
MABINI (DOÑA ALICIA),COMPOSTELA VALLEY,58,1254
MACO,COMPOSTELA VALLEY,58,1255
MARAGUSAN (SAN MARIANO),COMPOSTELA VALLEY,58,1256
MAWAB,COMPOSTELA VALLEY,58,1257
MONKAYO,COMPOSTELA VALLEY,58,1258
NABUNTURAN (Capital),COMPOSTELA VALLEY,58,1259
NEW BATAAN,COMPOSTELA VALLEY,58,1260
PANTUKAN,COMPOSTELA VALLEY,58,1261
ASUNCION (SAUG),DAVAO DEL NORTE,59,1262
CITY OF TAGUM (Capital),DAVAO DEL NORTE,59,1263
KAPALONG,DAVAO DEL NORTE,59,1264
NEW CORELLA,DAVAO DEL NORTE,59,1265
SANTO TOMAS,DAVAO DEL NORTE,59,1266
BRAULIO E. DUJALI,DAVAO DEL NORTE,59,1267
CARMEN,DAVAO DEL NORTE,59,1268
TALAINGOD,DAVAO DEL NORTE,59,1269
SAN ISIDRO,DAVAO DEL NORTE,59,1270
BANSALAN,DAVAO DEL SUR,60,1271
MAGSAYSAY,DAVAO DEL SUR,60,1272
PADADA,DAVAO DEL SUR,60,1273
HAGONOY,DAVAO DEL SUR,60,1274
KIBLAWAN,DAVAO DEL SUR,60,1275
MALALAG,DAVAO DEL SUR,60,1276
MATANAO,DAVAO DEL SUR,60,1277
SANTA CRUZ,DAVAO DEL SUR,60,1278
SULOP,DAVAO DEL SUR,60,1279
BAGANGA,DAVAO ORIENTAL,61,1280
BANAYBANAY,DAVAO ORIENTAL,61,1281
BOSTON,DAVAO ORIENTAL,61,1282
CARAGA,DAVAO ORIENTAL,61,1283
CATEEL,DAVAO ORIENTAL,61,1284
GOVERNOR GENEROSO,DAVAO ORIENTAL,61,1285
LUPON,DAVAO ORIENTAL,61,1286
MANAY,DAVAO ORIENTAL,61,1287
SAN ISIDRO,DAVAO ORIENTAL,61,1288
TARRAGONA,DAVAO ORIENTAL,61,1289
DAVAO CITY,DAVAO DEL SUR,60,1290
CITY OF DIGOS (Capital),DAVAO DEL SUR,60,1291
CITY OF PANABO,DAVAO DEL NORTE,59,1292
ISLAND GARDEN CITY OF SAMAL,DAVAO DEL NORTE,59,1293
CITY OF MATI (Capital),DAVAO ORIENTAL,61,1294
DON MARCELINO,DAVAO OCCIDENTAL,62,1295
JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,62,1296
MALITA,DAVAO OCCIDENTAL,62,1297
SARANGANI,DAVAO OCCIDENTAL,62,1298
SANTA MARIA,DAVAO OCCIDENTAL,62,1299
ALAMADA,NORTH COTABATO,78,1300
ARAKAN,NORTH COTABATO,78,1301
KABACAN,NORTH COTABATO,78,1302
LIBUNGAN,NORTH COTABATO,78,1303
MAKILALA,NORTH COTABATO,78,1304
MIDSAYAP,NORTH COTABATO,78,1305
M'LANG,NORTH COTABATO,78,1306
PIKIT,NORTH COTABATO,78,1307
PRESIDENT ROXAS,NORTH COTABATO,78,1308
ANTIPAS,NORTH COTABATO,78,1309
PIGKAWAYAN,NORTH COTABATO,78,1310
BANISILAN,NORTH COTABATO,78,1311
TULUNAN,NORTH COTABATO,78,1312
MATALAM,NORTH COTABATO,78,1313
ALEOSAN,NORTH COTABATO,78,1314
CARMEN,NORTH COTABATO,78,1315
MAGPET,NORTH COTABATO,78,1316
ALABEL (Capital),SARANGANI,64,1317
MAASIM,SARANGANI,64,1318
GLAN,SARANGANI,64,1319
KIAMBA,SARANGANI,64,1320
MAITUM,SARANGANI,64,1321
MALAPATAN,SARANGANI,64,1322
MALUNGON,SARANGANI,64,1323
BANGA,SOUTH COTABATO,65,1324
TUPI,SOUTH COTABATO,65,1325
NORALA,SOUTH COTABATO,65,1326
T'BOLI,SOUTH COTABATO,65,1327
SURALLAH,SOUTH COTABATO,65,1328
POLOMOLOK,SOUTH COTABATO,65,1329
LAKE SEBU,SOUTH COTABATO,65,1330
SANTO NIÑO,SOUTH COTABATO,65,1331
TAMPAKAN,SOUTH COTABATO,65,1332
TANTANGAN,SOUTH COTABATO,65,1333
BAGUMBAYAN,SULTAN KUDARAT,66,1334
LEBAK,SULTAN KUDARAT,66,1335
ISULAN (Capital),SULTAN KUDARAT,66,1336
COLUMBIO,SULTAN KUDARAT,66,1337
ESPERANZA,SULTAN KUDARAT,66,1338
KALAMANSIG,SULTAN KUDARAT,66,1339
SEN. NINOY AQUINO,SULTAN KUDARAT,66,1340
LAMBAYONG (MARIANO MARCOS),SULTAN KUDARAT,66,1341
LUTAYAN,SULTAN KUDARAT,66,1342
PALIMBANG,SULTAN KUDARAT,66,1343
PRESIDENT QUIRINO,SULTAN KUDARAT,66,1344
GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,65,1345
CITY OF KIDAPAWAN (Capital),NORTH COTABATO,78,1346
CITY OF KORONADAL (Capital),SOUTH COTABATO,65,1347
CITY OF TACURONG,SULTAN KUDARAT,66,1348
CARMEN,AGUSAN DEL NORTE,67,1349
JABONGA,AGUSAN DEL NORTE,67,1350
KITCHARAO,AGUSAN DEL NORTE,67,1351
LAS NIEVES,AGUSAN DEL NORTE,67,1352
MAGALLANES,AGUSAN DEL NORTE,67,1353
NASIPIT,AGUSAN DEL NORTE,67,1354
BUENAVISTA,AGUSAN DEL NORTE,67,1355
REMEDIOS T. ROMUALDEZ,AGUSAN DEL NORTE,67,1356
SANTIAGO,AGUSAN DEL NORTE,67,1357
TUBAY,AGUSAN DEL NORTE,67,1358
BUNAWAN,AGUSAN DEL SUR,68,1359
TRENTO,AGUSAN DEL SUR,68,1360
SAN FRANCISCO,AGUSAN DEL SUR,68,1361
ESPERANZA,AGUSAN DEL SUR,68,1362
LORETO,AGUSAN DEL SUR,68,1363
LA PAZ,AGUSAN DEL SUR,68,1364
PROSPERIDAD (Capital),AGUSAN DEL SUR,68,1365
ROSARIO,AGUSAN DEL SUR,68,1366
SIBAGAT,AGUSAN DEL SUR,68,1367
VERUELA,AGUSAN DEL SUR,68,1368
SANTA JOSEFA,AGUSAN DEL SUR,68,1369
SAN LUIS,AGUSAN DEL SUR,68,1370
TALACOGON,AGUSAN DEL SUR,68,1371
BUTUAN CITY (Capital),AGUSAN DEL NORTE,67,1372
DAPA,SURIGAO DEL NORTE,69,1373
SOCORRO,SURIGAO DEL NORTE,69,1374
GENERAL LUNA,SURIGAO DEL NORTE,69,1375
DEL CARMEN,SURIGAO DEL NORTE,69,1376
PILAR,SURIGAO DEL NORTE,69,1377
SAN ISIDRO,SURIGAO DEL NORTE,69,1378
SANTA MONICA (SAPAO),SURIGAO DEL NORTE,69,1379
BURGOS,SURIGAO DEL NORTE,69,1380
SAN BENITO,SURIGAO DEL NORTE,69,1381
SURIGAO CITY (Capital),SURIGAO DEL NORTE,69,1382
ALEGRIA,SURIGAO DEL NORTE,69,1383
SAN FRANCISCO (ANAO-AON),SURIGAO DEL NORTE,69,1384
BACUAG,SURIGAO DEL NORTE,69,1385
CLAVER,SURIGAO DEL NORTE,69,1386
GIGAQUIT,SURIGAO DEL NORTE,69,1387
MAINIT,SURIGAO DEL NORTE,69,1388
MALIMONO,SURIGAO DEL NORTE,69,1389
PLACER,SURIGAO DEL NORTE,69,1390
SISON,SURIGAO DEL NORTE,69,1391
TAGANA-AN,SURIGAO DEL NORTE,69,1392
TUBOD,SURIGAO DEL NORTE,69,1393
BAROBO,SURIGAO DEL SUR,70,1394
CAGWAIT,SURIGAO DEL SUR,70,1395
MADRID,SURIGAO DEL SUR,70,1396
SAN AGUSTIN,SURIGAO DEL SUR,70,1397
TAGO,SURIGAO DEL SUR,70,1398
