region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region III,Bataan,Orani,306270,Gov. Efren B. Pascual Sr. Orani Integrated Central School,"Mulawin, Orani, Bataan",BATAAN,ORANI,1st District,MULAWIN,Public,DepED Managed,School with no Annexes,Purely SHS,17,54,110,97,56,74,0,0,0,0,100,60,0,0,0,0,24,57,93,86,45,79,15,8,0,0,169,63,0,0,0,0,0,629,578,1207
Region III,Bulacan,Angat,401818,"ACLC College of Poblacion, Baliuag","329 B. Aquino Ave., Poblacion Baliuag, Bulacan",BULACAN,BALIUAG,2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,23,0,0,0,0,17,21,0,0,56,44,0,0,0,0,14,35,0,0,0,0,28,36,0,0,43,37,0,0,0,0,0,163,196,359
Region III,Bulacan,Angat,401823,ACLC College of Sta. Maria,"CM Bldg, J.P. Rizal St. Poblacion Sta. Maria, Bulacan",BULACAN,SANTA MARIA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,9,0,0,0,0,4,6,0,0,20,5,0,0,0,0,8,30,0,0,0,0,6,17,0,0,19,15,0,0,0,0,0,59,82,141
Region III,Bulacan,Angat,401824,ATEC Technological College Inc.,"JIH Bldg., Sta. Rita, Guiguinto, Bulacan",BULACAN,GUIGUINTO,2nd District,SANTA RITA,Private,Sectarian ,School with no Annexes,Purely SHS,18,24,6,27,21,26,0,0,0,0,82,51,0,0,0,0,8,22,12,13,27,23,0,0,0,0,59,25,0,0,0,0,0,233,211,444
Region III,Bulacan,Angat,401859,STI College - Sta. Maria,"AAA Bldg., Poblacion, Sta. Maria Bulacan",BULACAN,SANTA MARIA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,13,23,11,27,68,81,0,0,0,0,63,40,0,0,0,0,8,9,5,13,23,40,0,0,0,0,37,30,0,0,0,0,0,228,263,491
Region III,Bulacan,Angat,404425,"JPI TECHNOLOGIES TRAINING AND SERVICES, INC.","JM Building, M. De Leon St. Poblacion, Sta. Maria Bulacan",BULACAN,SANTA MARIA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,15,50,19,36,25,26,6,17,0,0,41,23,0,0,0,0,18,67,19,72,35,57,34,84,0,0,34,43,0,0,0,0,0,246,475,721
Region III,Bulacan,Angat,407168,"Integrated College of Business and Technology of Sn Miguel, Bulacab","SMB Branch, Salangan, San Miguel, Bulacan",BULACAN,SAN MIGUEL,3rd District,SALANGAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,1,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,20,7,27
Region III,Bulacan,Balagtas,401844,"Immaculate Conception International Education Systems, Inc.","3rd & 4th Flr. 3As & E Bldg. Borol 1st, Balagtas, Bulacan",BULACAN,BALAGTAS (BIGAA),2nd District,PANGINAY,Private,Sectarian ,School with no Annexes,Purely SHS,34,58,91,101,132,94,12,14,0,0,183,122,0,0,0,0,22,62,53,69,97,79,13,16,0,0,111,103,0,0,0,0,0,748,718,1466
Region III,Bulacan,Balagtas,404420,Golden Minds Colleges of Balagtas Bulacan Inc.,"3rd and 4th Floors D&A Building Mac Arthur Highway San Juan, Balagtas, Bulacan",BULACAN,BALAGTAS (BIGAA),2nd District,PANGINAY,Private,Sectarian ,School with no Annexes,Purely SHS,15,48,64,87,37,31,19,30,0,0,127,158,0,0,0,0,24,59,48,71,44,64,32,53,0,0,87,125,0,0,0,0,0,497,726,1223
Region III,Bulacan,Balagtas,410876,"Dominic Institute of Science and Technology, Inc.","Borol, Balagtas, Bulacan",BULACAN,BALAGTAS (BIGAA),4th District,BOROL 1ST,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,12,16,17,2,5,1,3,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,65,98
Region III,Bulacan,Baliuag North,401855,STI College - Baliuag,"2/F A&C Bldg., Gil Carlos St., Poblacion, Baliuag, Bulacan",BULACAN,BALIUAG,2nd District,BAGONG NAYON,Private,Non-Sectarian ,School with no Annexes,Purely SHS,14,25,17,15,74,81,4,3,0,0,61,58,0,0,0,0,5,25,4,3,17,40,4,3,0,0,32,27,0,0,0,0,0,232,280,512
Region III,Bulacan,Baliuag North,404368,Asian Institute of Science and Technology - Baliwag,"Victoria Bldg., Poblacion, Baliwag, Bulacan",BULACAN,BALIUAG,2nd District,BAGONG NAYON,Private,Sectarian ,School with no Annexes,Purely SHS,9,24,50,51,0,0,31,23,0,0,49,47,0,0,0,0,15,25,37,46,0,0,40,55,0,0,52,36,0,0,0,0,0,283,307,590
Region III,Bulacan,Baliuag North,404446,"OLM Institute of Science and Technology, Inc.","777 Rizal St., San Jose, Baliwag, Bulacan",BULACAN,BALIUAG,2nd District,BAGONG NAYON,Private,Sectarian ,School with no Annexes,Purely SHS,8,15,34,34,0,0,9,10,0,0,29,40,0,0,0,0,10,19,8,14,0,0,17,17,0,0,15,18,0,0,0,0,0,130,167,297
Region III,Bulacan,Baliuag North,410456,NU BULACAN INCORPORATED,"Dona Remedios Trinidad Hiway, Pagoda, Baliuag, Bulacan",BULACAN,BALIUAG,2nd District,PAGALA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,28,39,9,57,166,154,0,0,0,0,0,0,0,0,0,0,26,53,17,38,166,155,0,0,0,0,0,0,0,0,0,0,0,412,496,908
Region III,Bulacan,Baliuag North,600243,Baliwag Polytechnic College,"2nd Floor, Baliwag BMG Building, Barrera St., Poblacion, Baliwag, Bulacan",BULACAN,BALIUAG,2nd District,POBLACION,SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,38,79,51,86,82,74,79,65,0,0,139,62,0,0,0,0,62,119,79,119,87,116,87,60,0,0,106,77,0,0,0,0,0,810,857,1667
Region III,Bulacan,Baliuag South,345213,Baliuag Senior High School,Alido Phase 2,BULACAN,BALIUAG,2nd District,VIRGEN DELAS FLORES,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,25,13,0,0,0,0,0,0,15,10,0,0,0,0,20,13,45,26,5,1,0,0,0,0,22,7,0,0,0,0,0,132,70,202
Region III,Bulacan,Bocaue,410244,"Colegio de San Martin, Inc.","Poblacion, Bocaue, Bulacan",BULACAN,BOCAUE,2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,111,60,0,0,0,0,0,0,0,0,3,13,6,10,0,0,70,54,0,0,16,31,0,0,0,0,0,206,168,374
Region III,Bulacan,Bulacan,409492,"COLLEGE OF ST. IGNATIUS BULACAN, INC.","SAN FRANCISCO, BULAKAN, BULACAN",BULACAN,BULACAN,1st District,SAN FRANCISCO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,0,6,2,0,0,2,0,0,0,8,0,0,0,0,0,2,4,12,7,4,12,0,0,0,0,13,5,0,0,0,0,0,50,30,80
Region III,Bulacan,Bustos,409978,JAPAN - PHILIPPINES INSTITUTE OF TECHNOLOGY - PLARIDEL CAMPUS INC.,"Tabang, Plaridel",BULACAN,PLARIDEL,2nd District,TABANG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,24,10,28,17,21,0,0,0,0,19,15,0,0,0,0,2,25,14,24,9,20,8,7,0,0,18,12,0,0,0,0,0,101,176,277
Region III,Bulacan,Hagonoy East,404464,"Victory Global Technological College, Inc.","1119 Purok 3, San Agustin, Hagonoy, Bulacan",BULACAN,HAGONOY,1st District,SANTO NINO (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,38,39,77
Region III,Bulacan,Marilao,404378,Asia-Pacific College of Arts and Management (ASPAC College) Inc.,"2nd flr WBC Bldg., McArthur Highway, Marilao, Bulacan",BULACAN,MARILAO,4th District,ABANGAN NORTE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,16,12,13,0,0,5,7,0,0,25,18,0,0,0,0,1,10,12,15,0,0,3,7,0,0,11,16,0,0,0,0,0,72,102,174
Region III,Bulacan,Marilao,409160,St. Amatiel Technoligical Institute-Marilao,"Gate 4 Sta. Rosa I, Marilao, Bulacan",BULACAN,MARILAO,4th District,SANTA ROSA I,Private,Non-Sectarian ,School with no Annexes,Purely SHS,22,35,0,0,0,0,0,0,0,0,24,35,0,0,0,0,11,62,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,74,151,225
Region III,Bulacan,Marilao,410314,"South East-Asia Institute of Trade & Technology, Inc.","Mc. Arthur Hiway, Ibayo, Marilao, Bulacan",BULACAN,MARILAO,4th District,IBAYO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,27,71,94,94,74,71,37,17,0,0,66,60,0,0,0,0,30,109,49,78,58,63,15,33,0,0,69,62,0,0,0,0,0,519,658,1177
Region III,Bulacan,Marilao,410459,"Immaculate Conception Polytechnic College Divine Mercy Campus, Inc.","#55 Miguel Villarica Road Prenza I, Marilao, Bulacan",BULACAN,MARILAO,4th District,PRENZA I,Private,Non-Sectarian ,School with no Annexes,Purely SHS,12,24,33,38,32,37,0,0,0,0,47,55,0,0,0,0,14,25,13,14,20,29,10,10,0,0,18,24,0,0,0,0,0,199,256,455
Region III,Bulacan,Marilao,410853,Colegio de Sto. Niño Meycauayan Corp,"Prenza 1, Marilao, Bulacan",BULACAN,MARILAO,4th District,PRENZA I,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,5,7,10,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,40
Region III,Bulacan,Norzagaray,345180,SHS within Luis Gravador Elementary School,Sitio Gulod,BULACAN,NORZAGARAY,3rd District,TIGBE,Public,DepED Managed,School with no Annexes,Purely SHS,2,1,10,3,0,0,2,3,0,0,6,4,0,0,0,0,1,2,9,8,0,0,8,6,0,0,6,3,0,0,0,0,0,44,30,74
Region III,Bulacan,Norzagaray,410875,"Dominic Institute of Science and Technology, Inc.","Poblacion, Norzagaray, Bulacan",BULACAN,NORZAGARAY,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,27,29,59,22,35,15,21,0,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,190,316
Region III,Bulacan,Obando,345214,Obando Senior High School,"Paliwas, Obando Bulacan",BULACAN,OBANDO,4th District,PALIWAS,Public,DepED Managed,School with no Annexes,Purely SHS,3,11,0,0,2,8,24,19,0,0,18,15,0,0,0,0,4,12,0,0,4,2,27,27,0,0,22,11,0,0,0,0,0,104,105,209
Region III,Bulacan,Plaridel,404450,"Richwell Colleges, Incorporated","Gen. Alejo Santos Rd., San Jose, Plaridel Bulacan",BULACAN,PLARIDEL,2nd District,PARULAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,28,46,44,40,65,59,0,0,0,0,118,68,0,0,0,0,47,101,78,115,141,128,0,0,0,0,199,125,0,0,0,0,0,720,682,1402
Region III,Bulacan,Pulilan,408944,Emmanuel System College of Bulacan Inc.,"Sisilad St., Sto. Cristo, Pulilan, Bulacan",BULACAN,PULILAN,1st District,SANTO CRISTO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,15,25,38,46,0,0,22,13,0,0,51,53,0,0,0,0,13,34,21,22,0,0,15,15,0,0,26,39,0,0,0,0,0,201,247,448
Region III,Bulacan,San Miguel North,410925,"Aims Training and Assesment Center, Inc.","Camias, San Miguel, Bulacan",BULACAN,SAN MIGUEL,3rd District,CAMIAS,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
Region III,Bulacan,San Miguel South,410879,"Dominic Institute of Science and Technology, Inc.","Salangan, San Miguel, Bulacan",BULACAN,SAN MIGUEL,3rd District,SALANGAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,12,13,17,7,24,18,34,0,0,30,33,0,0,0,0,6,4,8,4,1,1,1,5,0,0,5,2,0,0,0,0,0,94,136,230
Region III,Bulacan,San Rafael,408692,Baliwag Maritime Academy,"Km. 54 Cagayan Valley Road Sampaloc, San Rafael, Bulacan",BULACAN,SAN RAFAEL,3rd District,SAMPALOC,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,33,0,33
Region III,Bulacan,Sta. Maria,404421,Immaculate Conception Polytechnic,"# 47 Marian Road, Poblacion, Sta. Maria, Bulacan",BULACAN,SANTA MARIA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,131,279,290,260,399,369,48,39,0,0,401,292,0,0,0,0,97,278,198,179,321,303,69,65,0,0,279,197,0,0,0,0,0,2233,2261,4494
Region III,Bulacan,Sta. Maria,404468,"Golden Minds Colleges of Sta. Maria, Bulacan, Inc.","728 Paso St., Bagbaguin, Sta. Maria, Bulacan",BULACAN,SANTA MARIA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,15,61,86,95,45,47,21,21,0,0,142,150,0,0,0,0,15,56,54,69,28,38,16,22,0,0,82,107,0,0,0,0,0,504,666,1170
Region III,Bulacan,Sta. Maria,409123,KOMENSKI COLLEGE CORPORATION,"2nd Floor of Unit 7 and 3rd Floor, Angelica Blg. Gov. F. Halili Ave. Bagbaguin, Sta. Maria, Bulacan",BULACAN,SANTA MARIA,4th District,BAGBAGUIN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,1,2,1,0,0,0,0,0,0,12,14,0,0,0,0,2,3,0,2,0,0,2,1,0,0,15,10,0,0,0,0,0,34,32,66
Region III,Bulacan,Sta. Maria,409977,Saint Jude Thaddeus College,"Bagbaguin, Bulacan",BULACAN,SANTA MARIA,4th District,BAGBAGUIN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,6,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,11,1,0,0,0,0,0,0,0,0,0,27,7,34
Region III,Bulacan,Sta. Maria,410783,"Dominic Institute of Science and Technology Inc., Sta Maria Campus","Pulong Buhangin, Sta. Maria, Bulacan",BULACAN,SANTA MARIA,4th District,PULONG BUHANGIN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,29,20,53,6,18,6,10,0,0,48,46,0,0,0,0,7,40,17,20,8,10,13,34,0,0,25,57,0,0,0,0,0,153,317,470
Region III,Bulacan,Sta. Maria,410852,"Holy Family Academy of Sta. Maria, Bulacan Inc.","Catmon, Sta. Maria, Bulacan",BULACAN,SANTA MARIA,4th District,CATMON,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,2,12,11,17,4,3,4,0,0,5,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,40,26,66
Region III,Nueva Ecija,Aliaga,404627,"Hope of Manitoba Essential Academy, Inc.","Tabangay St Poblacion East, Rizal, Nueva Ecija",NUEVA ECIJA,RIZAL,2nd District,POBLACION SUR,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,1,8,7,0,0,0,0,0,0,4,2,0,0,0,0,2,11,8,8,0,0,0,0,0,0,13,1,0,0,0,0,0,36,30,66
Region III,Nueva Ecija,Aliaga,407426,Olarte's School of Science and Technology,"31 Encarnacion St., Brgy. Antonino, Jaen, Nueva Ecija",NUEVA ECIJA,JAEN,4th District,DON MARIANO MARCOS (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,4,0,0,0,1,0,0,0,0,0,17,11,28
Region III,Nueva Ecija,Bongabon,305833,Bongabon Senior High School,"Brgy. Sinipit, Bongabon, Nueva Ecija",NUEVA ECIJA,BONGABON,3rd District,SINIPIT (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,12,63,163,181,62,113,67,87,0,0,179,87,0,0,0,0,41,78,156,136,67,104,111,86,0,0,111,48,0,0,0,0,0,969,983,1952
Region III,Nueva Ecija,Cabiao,305872,Cabiao Senior High School,"Brgy Palasinan, Cabiao, Nueva Ecija",NUEVA ECIJA,CABIAO,4th District,PALASINAN,Public,DepED Managed,School with no Annexes,Purely SHS,24,45,122,182,36,46,45,42,0,0,195,74,16,16,0,0,16,64,174,183,72,81,59,77,0,0,203,75,0,0,0,0,0,962,885,1847
Region III,Nueva Ecija,Cabiao,404625,"First Asian International Systems College, Inc.","San Juan North, Cabiao, Nueva Ecija",NUEVA ECIJA,CABIAO,4th District,SAN JUAN NORTH (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,6,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,6,0,0,1,4,0,0,0,0,0,28,42,70
Region III,Nueva Ecija,Guimba East,404622,College for Research and Technology of Cabanatuan-Guimba Campus,"Parairo Street, Saranay District, Guimba Nueva Ecija",NUEVA ECIJA,GUIMBA,1st District,SARANAY DISTRICT (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,6,17,18,0,0,0,0,0,0,13,8,0,0,0,0,2,4,12,22,0,0,0,0,0,0,19,18,0,0,0,0,0,68,76,144
Region III,Nueva Ecija,Guimba East,404623,"Colleges of Advance Technology and Management of the Philippines, Inc.","Provincial Rd., cor. Faigal St., Saranay District, Guimba, Nueva Ecija",NUEVA ECIJA,GUIMBA,1st District,SARANAY DISTRICT (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,3,18,13,0,0,1,3,0,0,19,12,0,0,0,0,0,12,15,18,0,0,4,4,0,0,6,4,0,0,0,0,0,67,69,136
Region III,Nueva Ecija,Guimba West,408245,"FIRST MAGCOR SCHOOL OF TECHNOLOGY, INC.","Bacayao Highway, Guimba, Nueva Ecija",NUEVA ECIJA,GUIMBA,1st District,BACAYAO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,58,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,24,0,0,0,0,0,131,47,178
Region III,Nueva Ecija,Jaen,410687,INKMARK TECHNOLOGICAL SCHOOL CORP.,"Purok 7, Mediatrix St., Sapang, Jaen, Nueva Ecija",NUEVA ECIJA,JAEN,4th District,SAPANG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,5,7,4,0,0,8,5,0,0,3,3,0,0,0,0,6,21,0,0,0,0,21,20,0,0,7,4,0,0,0,0,0,54,62,116
Region III,Nueva Ecija,Jaen,410869,Jaen Technological and Vocational School Inc.,"Putlod, Jaen, Nueva Ecija, 3109",NUEVA ECIJA,JAEN,4th District,PUTLOD,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
Region III,Nueva Ecija,Palayan City,410308,"The Rizal Memorial Colleges, Inc.","RMC, Palayan City Branch, Palayan City Business Hub, Palayan City, Nueva Ecija",NUEVA ECIJA,PALAYAN CITY (Capital),3rd District,MALATE (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,11,37,35,12,21,10,8,0,0,0,0,0,0,0,0,4,14,31,28,17,18,8,19,0,0,0,0,0,0,0,0,0,121,154,275
Region III,Nueva Ecija,Rizal,404600,Asia Pacific College of Business and Arts,"Manzano St., Pob. Norte, Rizal, Nueva Ecija",NUEVA ECIJA,RIZAL,2nd District,POBLACION EAST,Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,4,16,27,9,9,19,17,0,0,58,32,0,0,0,0,4,46,36,25,29,37,25,34,0,0,117,78,0,0,0,0,0,315,309,624
Region III,Nueva Ecija,San Antonio,410867,Techno Skills for Asia Pacific Inc.,"Lot 2-G Purok 2, Lawang Kupang, San Antonio, Nueva Ecija, 3108",NUEVA ECIJA,SAN ANTONIO,4th District,LAWANG KUPANG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,3,2,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
Region III,Nueva Ecija,San Isidro,410688,IVG Educational Institute Inc.,"1182 Medina Brgy., Malapit, San isidro, Nueva Ecija",NUEVA ECIJA,SAN ISIDRO,4th District,MALAPIT,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,1,2,0,0,2,2,0,0,13,7,0,0,0,0,2,0,9,14,0,0,0,5,0,0,12,12,0,0,0,0,0,39,42,81
Region III,Nueva Ecija,Sta. Rosa,305871,NEHS Senior High School,"Brgy Quezon District, Nueva Ecija",NUEVA ECIJA,SANTA ROSA,3rd District,COJUANGCO (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,56,101,221,175,71,97,0,0,0,0,85,47,0,0,0,0,59,103,258,178,75,101,0,0,0,0,113,81,0,0,0,0,0,938,883,1821
Region III,Nueva Ecija,Talavera North,305834,Talavera Senior High School,"Highway 1, Villa Rufina Subd.",NUEVA ECIJA,TALAVERA,1st District,PAG-ASA (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,28,76,198,173,58,71,78,84,0,0,123,48,0,0,0,0,28,108,180,159,46,60,104,76,0,0,98,35,0,0,0,0,0,941,890,1831
Region III,Nueva Ecija,Talavera North,410868,Talavera Skills Institute Inc.,"Gatmaitan St., Poblacion Sur, Talavera Nueva Ecija, 3114",NUEVA ECIJA,TALAVERA,1st District,POBLACION SUR,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,6,10,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,31
Region III,Pampanga,Apalit,345530,"SHS in Apalit, Pampanga",Villena Subd. San Vicente,PAMPANGA,APALIT,4th District,SAN JUAN (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,6,24,0,0,0,0,0,0,0,0,116,55,0,0,0,0,18,34,0,0,0,0,0,0,0,0,124,76,0,0,0,0,0,264,189,453
Region III,Pampanga,Apalit,345531,"SHS in Magalang, Pampanga",-,PAMPANGA,MAGALANG,1st District,SAN PEDRO II,Public,DepED Managed,School with no Annexes,Purely SHS,17,36,17,25,0,0,0,0,0,0,89,43,0,0,0,0,25,36,36,51,0,0,0,0,0,0,112,45,0,0,0,0,0,296,236,532
Region III,Pampanga,Apalit,401936,Eastwoods International Institute of Science and Technology-Guagua,"2nd and 3rd Floor Afftic Bldg., Plaza Burgos, District II, Guagua, Pampanga",PAMPANGA,GUAGUA,2nd District,PLAZA BURGOS (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,38,37,75
Region III,Pampanga,Apalit,401937,Magalang Institute Corporation,"Poblacion, Magalang, Pampanga",PAMPANGA,MAGALANG,1st District,SAN NICOLAS 2ND,Private,Sectarian ,School with no Annexes,Purely SHS,46,37,11,12,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,80,164
Region III,Pampanga,Apalit,401943,Santa Rita College of Pampanga,"Carlos Mariano St., San Jose, Santa Rita, Pampanga",PAMPANGA,SANTA RITA,2nd District,SAN JOSE (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,13,18,9,10,22,34,14,7,0,0,13,2,0,0,0,0,7,21,10,10,32,36,36,11,0,0,11,5,0,0,0,0,0,167,154,321
Region III,Pampanga,Apalit,401944,Somascan Fathers Seminary,"Sto. Niño, Lubao, Pampanga",PAMPANGA,LUBAO,2nd District,SANTO NIÑO (PRADO ARUBA),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
Region III,Pampanga,Apalit,404664,"Asian Caregiving and Technology Education Centers, Inc. - Apalit","Quintos Bldg., MacArthur Hi-way, San Vicente, Apalit, Pampanga",PAMPANGA,APALIT,4th District,SAN VICENTE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,6,17,21,37,0,0,12,9,0,0,36,49,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,12,0,0,0,0,0,79,136,215
