region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region XII,General Santos City,General Santos City West District,409814,"NEW BRIGHTON SCHOOL OF THE PHILIPPINES, INC.","010 Quezon Avenue, Brgy. Dadiangas West, General Santos City",SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,DADIANGAS WEST,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,2,6,1,8,21,0,0,0,0,0,0,0,0,0,0,4,4,5,6,26,35,0,0,0,0,0,0,0,0,0,0,0,50,69,119
Region XII,General Santos City,General Santos City South District,403891,"Gensan College of Technology, Inc.","23 GCT Bldg., Camia St., Brgy. East, General Santos City",SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,DADIANGAS EAST (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,12,7,19
Region XII,General Santos City,General Santos City South District,409556,"MMG School of Paramedics and Allied Sciences, Inc.",RDRDC Building Santiago Blvd.,SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,DADIANGAS SOUTH,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4
Region XII,General Santos City,Cahilsot,410340,"PACIFIC SOUTHBAY COLLEGE, INC.","A. MABINI ST., PUROK CARMENVILLE, BRGY. CALUMPANG, GENERAL SANTOS CITY",SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,CALUMPANG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,33,73,144,153,0,0,0,0,0,0,0,0,0,0,0,0,21,56,114,123,0,0,0,0,0,0,0,0,0,0,0,0,0,312,405,717
Region XII,General Santos City,Katangawan,409557,"Envirogreen Village Educational Foundation, Inc.",Purok 7,SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,KATANGAWAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,2,7,2,0,0,0,0,0,0,4,9,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,16,16,32
Region XII,General Santos City,Apopong,409555,MINDANAO POLYTECHNIC COLLEGE,MAKAR JUNCTION,SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,APOPONG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,4,9,3,5,1,0,0,5,5,0,0,0,0,0,0,2,1,6,6,2,4,0,0,13,1,1,0,0,0,0,0,0,44,25,69
Region XII,General Santos City,Labangal,407653,King Solomon Institute Academy Inc.,"Lower Makr, Brgy. Labangal, General Santos City",SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,LABANGAL,Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,9,16,47,0,0,1,6,0,0,97,28,0,0,0,0,4,34,15,50,0,0,3,20,0,0,63,9,0,0,0,0,0,206,203,409
Region XII,Kidapawan City,Kidapawan City District I,404010,North Valley College Foundation Inc.,"National Highway, Lanao",NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,LANAO,Private,Sectarian ,School with no Annexes,Purely SHS,0,7,14,15,18,36,0,0,0,0,4,0,0,0,0,0,0,6,6,10,19,23,0,0,0,0,7,6,0,0,0,0,0,68,103,171
Region XII,Kidapawan City,Kidapawan City District I,405862,Central Mindanao Colleges,Osmeña Drive,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,23,24,43,26,44,0,0,0,0,12,7,0,0,0,0,12,20,41,35,35,43,0,0,0,0,8,4,0,0,0,0,0,165,219,384
Region XII,Koronadal City,Koronadal East District I,403901,ACLC College of Marbel,3F Del Rosario Bldg. Gen. Santos Drive cor. Zulueta St. Koronadal City South Cotabato,SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE I (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
Region XII,Koronadal City,Koronadal East District I,403916,"Goldenstate College of Koronadal City, Inc.","Alunan Avenue, Mother Francisca Bldg., Zone 3, Koronadal City, South Cotabato",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE III (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,8,19,29,0,0,3,2,0,0,20,12,0,0,0,0,7,10,34,51,0,0,3,8,0,0,7,7,0,0,0,0,0,94,127,221
Region XII,Koronadal City,Koronadal East District I,403941,Regency Polytechnic College-Maritime High School,"Gensan Drive, Brgy. Morales, Koronadal City, South Cotabato",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,MORALES,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,11,5,16
Region XII,Koronadal City,Koronadal East District I,403946,STI College - Koronadal,"Sta. Lucia St., Odi Confessor, City of Koronadal",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE III (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,6,8,18,10,11,31,0,0,0,0,0,0,0,0,0,0,4,9,7,8,6,12,0,0,0,0,8,3,0,0,0,0,0,60,81,141
Region XII,Koronadal City,Koronadal East District I,405948,"Ramon Magsaysay Memorial Colleges-Marbel, Inc.","Unit 7, LV Bldg. Alunan Avenue, Zone III, Koronadal City, South Cotabato",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE III (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,10,23,31,8,31,0,0,0,0,0,0,0,0,0,0,5,23,25,46,14,35,0,0,0,0,0,0,0,0,0,0,0,77,176,253
Region XII,Koronadal City,Koronadal East District I,406318,Sta. Cruz Technical and Vocational School Inc.,"Sta. Cruz., Koronadal City",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,SANTA CRUZ,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,2,12,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,38,6,0,0,0,0,0,70,47,117
Region XII,Koronadal City,Koronadal East District I,406631,"Marbel Institute of Technical College, Inc.","Alunan Ave., Zone IV, Koronadal City, South Cotabato",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE IV (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,5,8,0,0,0,0,0,0,2,7,0,0,0,0,0,0,15,20,0,0,0,0,0,0,8,8,0,0,0,0,0,30,43,73
Region XII,Koronadal City,Koronadal East District I,407991,"Southern Philippine Technical College of Koronadal, Inc.","Satellite Market Chinatown Brgy. General Paulino Santos, City of Koronadal",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE III (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,9,17,0,0,0,0,0,0,18,3,0,0,0,0,0,0,2,23,0,0,0,0,0,0,11,5,0,0,0,0,0,40,48,88
Region XII,Koronadal City,Koronadal East District II,410885,"SOUTH ASIATECH COLLEGE, INC.","081 PUROK MAHARLIKA, NIA RD., BRGY. GPS, KORONADAL CITY",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,GENERAL PAULINO SANTOS (BO. 1),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,34
Region XII,Tacurong City,Tacurong East,403952,STI College Tacurong,"National Highway, Brgy. Buenaflor, Tacurong City",SULTAN KUDARAT,CITY OF TACURONG,1st District,BUENAFLOR,Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,10,0,0,11,7,0,0,0,0,0,0,0,0,0,0,1,12,3,10,5,10,0,0,0,0,0,0,0,0,0,0,0,27,49,76
CARAGA,Agusan del Norte,Carmen,340204,"SHS in Carmen, Agusan Del Norte",Poblacion,AGUSAN DEL NORTE,CARMEN,2nd District,POBLACION (CARMEN),Public,DepED Managed,School with no Annexes,Purely SHS,4,14,29,44,16,16,10,14,0,0,34,36,0,0,0,0,2,18,68,59,19,27,10,11,0,0,24,18,0,0,0,0,0,216,257,473
CARAGA,Agusan del Sur,Bunawan I,405819,"Asian Skills Academy Foundation, Inc.","Purok 5-B, Poblacion, Trento, Agusan del Sur",AGUSAN DEL SUR,TRENTO,Lone District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,5,19,18,64,0,0,7,13,0,0,188,78,0,0,0,0,5,13,17,78,0,0,5,19,0,0,186,68,0,0,0,0,0,431,352,783
CARAGA,Agusan del Sur,Bunawan I,405821,"Computer Research Network, Inc.-Main Campus","Poblacion, Trento, Agusan del Sur",AGUSAN DEL SUR,TRENTO,Lone District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,118,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,58,0,0,0,0,0,220,109,329
CARAGA,Agusan del Sur,Bunawan I,405823,"Informatic Computer Institute of Agusan del Sur, Inc","Center Island, San Francisco, Agusan del Sur",AGUSAN DEL SUR,SAN FRANCISCO,2nd District,BARANGAY 3 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,29,79,0,0,247,269,0,0,0,0,0,0,0,0,0,0,125,207,0,0,417,489,0,0,0,0,0,818,1044,1862
CARAGA,Agusan del Sur,San Francisco I,409843,ERG Technical Training Center Inc.,"Purok 4A, Barangay 5, San Francisco, Agusan del Sur",AGUSAN DEL SUR,SAN FRANCISCO,2nd District,BARANGAY 5 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,18,0,0,0,0,0,0,0,0,25,24,0,0,0,0,6,16,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,47,64,111
CARAGA,Agusan del Sur,San Francisco I,410589,Brooklane College of San Francisco Inc.,"Orange St., Brgy. 4, San Francisco, Agusan del Sur",AGUSAN DEL SUR,SAN FRANCISCO,2nd District,BARANGAY 4 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,4,2,8,0,0,34,31,0,0,5,6,0,0,0,0,1,2,1,4,0,0,5,13,0,0,0,1,0,0,0,0,0,49,69,118
CARAGA,Agusan del Sur,Sibagat I,407577,"Father Saturnino Urios College of Sibagat, Inc.","Poblacion, Sibagat, Agusan del Sur",AGUSAN DEL SUR,SIBAGAT,Lone District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,16,7,34,38,14,33,10,7,0,0,22,7,0,0,0,0,1,7,37,51,22,30,3,4,0,0,9,1,0,0,0,0,0,168,185,353
CARAGA,Butuan City,Central Butuan District I,404075,Asian College Foundation,"Km. 3, J.C. Aquino Avenue, Butuan City, Agusan Del Norte",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,BAYANIHAN POB. (BGY. 27),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,4,4,0,0,7,2,0,0,1,2,0,0,0,0,0,0,5,3,0,0,8,7,0,0,2,1,0,0,0,0,0,27,19,46
CARAGA,Butuan City,Central Butuan District I,407428,Center for Healthcare Professions Butuan,"T & J BLDG., R ROSALES COR R CALO ST., BRGY. LEON KILAT, BUTUAN CITY",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,TANDANG SORA POB. (BGY. 12),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,5,25,30
CARAGA,Butuan City,Central Butuan District I,407578,Father Saturnino Urios University - BP Pueblos Senior High,"San Francisco Street, Butuan City, Agusan del Norte",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,TANDANG SORA POB. (BGY. 12),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,31,37,105,160,0,0,0,0,0,0,0,0,0,0,0,152,240,392
CARAGA,Butuan City,Central Butuan District I,408198,Saint Joseph Institute of Technology - Annex Campus,"T. Calo St., Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,DAGOHOY POB. (BGY. 7),Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,15,23,16,44,61,11,6,0,0,0,0,0,0,0,0,9,20,33,16,34,56,8,2,0,0,0,0,0,0,0,0,0,169,192,361
CARAGA,Butuan City,Central Butuan District I,409716,"Merchant Marine Academy of Caraga, Inc.","North Montilla Boulevard, Brgy. Ong Yiu,",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,ONG YIU POB. (BGY. 16),Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,20,54,53,18,22,19,13,28,5,0,0,0,0,0,0,8,16,48,27,24,21,16,11,19,4,0,0,0,0,0,0,0,244,192,436
CARAGA,Butuan City,East Butuan District I,340337,Butuan City Senior High School Stand Alone,"P9 Brgy. Taguibo, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,TAGUIBO,Public,DepED Managed,School with no Annexes,Purely SHS,7,18,51,57,20,33,0,0,0,0,96,43,0,0,0,0,3,13,37,49,16,28,0,0,0,0,60,21,0,0,0,0,0,290,262,552
CARAGA,Siargao,Dapa East,404100,Bucas Grande Foundation College,"Claudio St., Brgy. Taruc, Socorro, Surigao del Norte",SURIGAO DEL NORTE,SOCORRO,1st District,ALBINO TARUC,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,0,0,0,0,0,2,9,0,0,23,8,0,0,0,0,0,5,0,0,0,0,7,15,0,0,16,8,0,0,0,0,0,49,45,94
CARAGA,Siargao,Dapa West,404094,"Siargao Island Institute of Technology, Inc.","Brgy. 12, Dapa, Siargao Island, Surigao del Norte",SURIGAO DEL NORTE,DAPA,1st District,BARANGAY 12 (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,7,25,54,61,25,33,25,29,0,0,0,0,0,0,0,0,12,63,83,87,41,44,37,46,0,0,0,0,0,0,0,0,0,284,388,672
CARAGA,Surigao City,Surigao City District I,404086,STI College - Surigao,"04220 Narciso St., Surigao City",SURIGAO DEL NORTE,SURIGAO CITY (Capital),2nd District,WASHINGTON (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,44,70,9,11,0,0,0,0,0,0,0,0,0,0,0,0,39,37,5,8,0,0,14,8,0,0,0,0,0,111,134,245
CARAGA,Surigao del Norte,Alegria,340416,Alegria Stand Alone Senior High School,"Brgy. Don Julio Ouano, Alegria, Surigao del Norte",SURIGAO DEL NORTE,ALEGRIA,2nd District,JULIO OUANO (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,16,56,28,64,33,47,41,42,0,0,113,54,0,0,0,0,8,19,32,48,23,46,33,35,0,0,106,40,0,0,0,0,0,433,451,884
CARAGA,Bislig City,Bislig City I,340306,Stand Alone Senior High School,Comawas,SURIGAO DEL SUR,CITY OF BISLIG,2nd District,COMAWAS,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,0,0,0,0,0,57,60,117
CARAGA,Bislig City,Bislig City I,405829,"Gaspar Rodriguez Educational and Training Center, Inc.","P2 John Bosco District, Mangagoy, Bislig City, Surigao del Sur",SURIGAO DEL SUR,CITY OF BISLIG,2nd District,MANGAGOY,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,25,15,40
CARAGA,Dinagat Island,Loreto,340528,Loreto  National High School,SAN JUAN,DINAGAT ISLANDS,LORETO,Lone District,CARMEN (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,23,24,0,0,0,0,68,55,0,0,0,0,0,0,0,0,12,24,0,0,0,0,70,53,0,0,0,0,0,173,156,329
CARAGA,Bayugan City,Bayugan East,340297,STAND ALONE SHS,"National Highway, Fili, Bayugan City, ADS",AGUSAN DEL SUR,CITY OF BAYUGAN,Lone District,FILI,Public,DepED Managed,School with no Annexes,Purely SHS,10,42,0,0,0,0,29,50,0,0,203,109,0,0,0,0,28,45,0,0,0,0,53,86,0,0,220,77,0,0,0,0,0,543,409,952
CARAGA,Bayugan City,Bayugan East,405824,"Informatic Technological College of Bayugan City, Inc.","Libres Street, Bayugan City, Agusan del Sur",AGUSAN DEL SUR,CITY OF BAYUGAN,Lone District,TAGLATAWAN,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,192,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,368,0,0,0,0,0,537,546,1083
CARAGA,Cabadbaran City,North Cabadbaran,340341,La Union SHS (Stand Alone),Brgy. La Union,AGUSAN DEL NORTE,CITY OF CABADBARAN,2nd District,LA UNION,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,3,5,0,0,4,13,0,0,36,14,0,0,0,0,0,0,10,18,0,0,4,10,0,0,51,24,0,0,0,0,0,108,84,192
BARMM,Maguindanao II,Parang South,409612,Shariff Kabunsuan College,San Antonio Street,MAGUINDANAO,PARANG,2nd District,LANDASAN (SARMIENTO),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BARMM,Cotabato City,Cotabato City District I,403878,AMA Computer College-Cotabato City,"#074 Mandanas building Sinsuat Avenue, Cotabato City",CITY OF COTABATO,COTABATO CITY,2nd District,POBLACION V,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,6,14,13,24,2,10,0,0,7,2,0,0,0,0,0,1,11,28,4,13,0,0,0,0,5,4,0,0,0,0,0,48,96,144
BARMM,Cotabato City,Cotabato City District I,403879,STI College - Cotabato,"A. Dorotheo St., Cotabato City 9600",CITY OF COTABATO,COTABATO CITY,2nd District,POBLACION VI,Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,14,62,55,68,88,0,0,0,0,26,20,0,0,0,0,6,18,47,42,39,56,0,0,0,0,14,10,0,0,0,0,0,272,303,575
BARMM,Cotabato City,Cotabato City District VI,341593,Cotabato City Bangsamoro Stand Alone Senior High School,Tamontaka Mother,CITY OF COTABATO,COTABATO CITY,1st District,TAMONTAKA,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,234,182,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,203,460
BARMM,Basilan,Maluso East,410254,"Mindanao Autonomous College Foundation, Inc (Maluso Branch - SHS STAND ALONE)",Town Site,BASILAN,MALUSO,Lone District,TOWNSITE (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,16,18,34
BARMM,Lanao del Sur - I,Wao I,410469,Aim High Colleges Incorporated,"Pilintangan, Wao, Lanao del Sur",LANAO DEL SUR,WAO,1st District,PILINTANGAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,1,21,31,0,0,6,26,0,0,1,0,0,0,0,0,1,6,39,88,0,0,27,44,0,0,1,7,0,0,0,0,0,96,203,299
BARMM,Sulu,Indanan,400857,Notre Dame of Jolo College,Gandasuli Street,SULU,JOLO (Capital),1st District,WALLED CITY (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,10,16,0,0,93,122,107,94,0,0,73,142,0,0,0,0,15,24,0,0,72,110,110,87,0,0,56,154,0,0,0,0,0,536,749,1285
BARMM,Sulu,Indanan,600073,Mindanao State University,"Capitol Site., Jolo, Sulu",SULU,JOLO (Capital),1st District,WALLED CITY (POB.),SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,0,0,0,0,168,306,260,290,0,0,0,0,0,0,0,0,0,0,0,0,98,227,215,253,0,0,0,0,0,0,0,0,0,741,1076,1817
BARMM,Sulu,Indanan,600076,Sulu State College,capitol site,SULU,PATIKUL,1st District,BANGKAL,SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,47,26,0,0,48,110,0,0,0,0,0,0,0,0,0,0,58,25,0,0,68,109,0,0,0,0,0,0,0,0,0,0,0,221,270,491
BARMM,Tawi-Tawi,Mapun,600329,Mindanao State University - Mapun Extension,"Mahalu, Mapun , Tawi-Tawi",TAWI-TAWI,MAPUN (CAGAYAN DE TAWI-TAWI),Lone District,MAHALO,SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,0,0,20,42,23,39,0,0,0,0,0,0,0,0,0,0,0,0,20,26,19,32,0,0,0,0,0,0,0,0,0,0,0,82,139,221
BARMM,Tawi-Tawi,West Sibutu/Sitangkai,600327,Mindanao State University - Sibutu Extension,-,TAWI-TAWI,SIBUTU,Lone District,TONGEHAT,SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,0,0,0,0,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,0,0,0,0,0,0,0,0,0,0,0,60,90,150
BARMM,Tawi-Tawi,Bongao Central,600238,Mindanao State University - Ungus Matata Extension,"Barangay Tangngah, Ungus Matata, Tandubas",TAWI-TAWI,BONGAO,Lone District,UNGUS-UNGUS,SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,0,0,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,28,78,106
BARMM,Marawi City,Central District,600122,Mindanao State University-Marawi,Marawi City,LANAO DEL SUR,MARAWI CITY,1st District,LOMIDONG,SUCsLUCs,SUC Managed,School with no Annexes,Purely SHS,33,52,14,54,29,38,0,0,0,0,44,53,10,10,0,0,19,55,13,35,53,99,0,0,0,0,19,52,8,12,0,0,0,242,460,702
BARMM,Marawi City,North District,408852,"Al Bangsamoro Shari'ah and Professional Education College, Inc. (SHS Stand Alone)",Brgy Marawi Poblacion,LANAO DEL SUR,MARAWI CITY,1st District,BANGGOLO POBLACION,Private,Non-Sectarian ,Mother school,Purely SHS,9,17,81,113,0,0,29,18,0,0,0,0,0,0,0,0,10,7,43,68,0,0,23,41,0,0,0,0,0,0,0,0,0,195,264,459
BARMM,Lamitan City,Lamitan East,407069,"The Mariam School of Nursing, Inc.","Lamitan City, Basilan",BASILAN,CITY OF LAMITAN,Lone District,MALAKAS,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,26,9,35
BARMM,Lamitan City,Lamitan East,409796,"Universal College of Southeast Asia and the Pacific, Inc.",P. Cuevas Street,BASILAN,CITY OF LAMITAN,Lone District,MATATAG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,1,5,11,30,0,0,14,9,0,0,0,0,0,0,0,0,0,4,22,26,0,0,7,4,0,0,0,0,0,55,78,133
BARMM,Lamitan City,Lamitan Central,410204,Lamitan Technical Institute,J. Pamaran St,BASILAN,CITY OF LAMITAN,Lone District,MALIGAYA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,15,24
BARMM,Lamitan City,Lamitan Central,410576,MADRASATUZ-ZEHRA SCHOOL OF RELIGIOUS AND MODERN SCIENCE,Quezon Boulevard,BASILAN,CITY OF LAMITAN,Lone District,MALAKAS,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,4,13,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,1,0,0,0,0,0,11,26,37
CAR,Abra,Bangued East,400860,Data Center College of the Philippines,"Brgy. Ubbog, Lipcan, Bangued, Abra",ABRA,BANGUED (Capital),Lone District,LIPCAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,9,12,13,2,8,0,0,0,0,4,11,0,0,0,0,5,10,24,24,6,7,0,0,0,0,10,12,0,0,0,0,0,63,94,157
CAR,Apayao,Northern Conner,600114,Apayao State College,Malama,APAYAO,CONNER,Lone District,MALAMA,SUCsLUCs,SUC Managed,Mother school,Purely SHS,1,12,0,0,35,62,0,0,0,0,0,0,0,0,0,0,3,8,0,0,23,54,0,0,0,0,0,0,0,0,0,0,0,62,136,198
CAR,Benguet,La Trinidad,400912,BVS Colleges,"Km. 5, Pico, La Trinidad, Benguet ",BENGUET,LA TRINIDAD (Capital),2nd District,PICO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,10,8,0,0,0,0,0,0,40,2,0,0,0,0,1,2,6,3,0,0,0,0,0,0,29,2,0,0,0,0,0,86,17,103
CAR,Benguet,La Trinidad,400925,Philippine Nazarene College,"Pico Road, Brgy. Pico, La Trinidad, Benguet",BENGUET,LA TRINIDAD (Capital),Lone District,PICO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,7,15,0,0,0,2,0,0,7,2,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,17,23,40
CAR,Ifugao,Hingyon,340118,Namulditan Senior High School,"Ammuguwong, Namulditan",IFUGAO,HINGYON,Lone District,NAMULDITAN,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,16,15,0,0,0,0,0,0,19,15,0,0,0,0,0,0,13,20,0,0,0,0,0,0,15,12,0,0,0,0,0,63,62,125
CAR,Kalinga,Lubuagan,340131,"SHS in Lubuagan, Kalinga","Pudpod, Poblacion",KALINGA,LUBUAGAN,Lone District,POBLACION,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,9,22,0,0,15,16,0,0,0,0,0,0,0,0,0,0,19,27,0,0,9,14,0,0,0,0,0,52,79,131
CAR,Mt. Province,Bontoc,481005,"XiJen College of Mountain Province, Inc.",National Road,MOUNTAIN PROVINCE,BONTOC (Capital),Lone District,POBLACION (BONTOC),Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,15,37,19,0,0,0,0,0,0,8,2,0,0,0,0,3,10,41,55,0,0,8,5,0,0,10,8,0,0,0,0,0,112,114,226
CAR,Mt. Province,Natonin,340155,Natonin Stand Alone  Senior High School,"Lapasen Street, Poblacion",MOUNTAIN PROVINCE,NATONIN,Lone District,POBLACION,Public,DepED Managed,School with no Annexes,Purely SHS,2,13,50,33,17,24,14,7,0,0,0,0,0,0,0,0,4,16,69,38,15,20,0,0,0,0,0,0,0,0,0,0,0,171,151,322
