region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region I,Urdaneta City,Urdaneta City District II,300401,Cayambanan National High School,"Cayambanan, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,CAYAMBANAN,Public,DepED Managed,School with no Annexes,JHS with SHS,38,48,45,45,50,55,43,41,0,0,0,0,0,0,0,0,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,0,0,0,0,0,0,0,0,246,241,487
Region I,Urdaneta City,Urdaneta City District II,300402,Don Antonio Bongolan Memorial High School,"San Jose, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,SAN JOSE,Public,DepED Managed,School with no Annexes,JHS with SHS,21,43,37,34,24,23,27,31,0,0,0,5,0,0,0,0,37,15,0,0,0,0,0,0,0,0,2,6,0,0,0,0,30,26,0,0,0,0,0,0,0,0,0,204,157,361
Region I,Urdaneta City,Urdaneta City District II,300404,Labit National High School,"Labit Proper, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,LABIT PROPER,Public,DepED Managed,School with no Annexes,JHS with SHS,33,42,38,31,26,44,39,34,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,189,174,363
Region I,Urdaneta City,Urdaneta City District II,300405,Lananpin National High School,"Pinmaludpod, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,PINMALUDPOD,Public,DepED Managed,School with no Annexes,JHS with SHS,107,131,95,99,90,100,87,99,0,0,0,21,20,19,13,12,0,0,0,0,78,25,0,0,0,0,12,20,20,23,5,8,1,0,0,0,67,22,0,0,0,0,0,648,526,1174
Region I,Urdaneta City,Urdaneta City District II,300406,Nancalobasaan National High School,"Nancalobasaan, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,NANCALOBASAAN,Public,DepED Managed,School with no Annexes,JHS with SHS,15,37,26,30,22,30,37,29,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,150,140,290
Region I,Urdaneta City,Urdaneta City District II,300410,Urdaneta City National High School,"High School Drive, San Vicente West, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,SAN VICENTE,Public,DepED Managed,School with no Annexes,JHS with SHS,405,336,404,371,406,382,437,425,0,0,48,93,181,189,136,129,0,0,0,0,175,124,0,0,0,0,62,125,197,156,106,140,0,0,0,0,181,108,0,0,12,7,0,2614,2721,5335
Region I,Candon City,District I,300044,Candon National High School,"National Highway, Bagani Campo",ILOCOS SUR,CITY OF CANDON,2nd District,BAGANI CAMPOSANTO,Public,DepED Managed,School with no Annexes,JHS with SHS,279,290,294,315,232,306,344,338,0,0,43,87,232,219,61,132,0,0,0,0,50,10,0,0,0,0,44,109,229,195,44,101,0,0,0,0,48,6,0,0,0,0,0,1929,2079,4008
Region I,Candon City,District I,300047,Candon City High School,-,ILOCOS SUR,CITY OF CANDON,2nd District,DARAPIDAP,Public,DepED Managed,School with no Annexes,JHS with SHS,25,31,28,26,14,22,31,18,0,0,5,7,0,0,0,0,24,26,0,0,15,16,0,0,0,0,0,0,0,0,0,0,43,34,0,0,0,0,0,0,0,0,0,197,168,365
Region I,Candon City,District I,300051,Dr. Ricardo Gacula Memorial National High School,Don Rufino street,ILOCOS SUR,CITY OF CANDON,2nd District,TAMURONG PRIMERO,Public,DepED Managed,School with no Annexes,JHS with SHS,44,47,47,62,40,36,54,34,0,0,0,0,0,0,0,0,50,56,0,0,14,4,0,0,0,0,0,0,0,0,0,0,29,31,0,0,21,12,0,0,0,0,0,314,267,581
Region I,Candon City,District II,300083,Sto. Tomas National High School,"Sto. Tomas, Candon City, Ilocos Sur",ILOCOS SUR,CITY OF CANDON,2nd District,SANTO TOMAS,Public,DepED Managed,School with no Annexes,JHS with SHS,51,57,69,66,56,72,66,64,0,0,0,0,25,22,0,0,8,15,0,0,10,14,0,0,0,0,0,0,24,23,0,0,24,13,0,0,11,5,0,0,0,0,0,345,350,695
Region I,Candon City,District II,322601,Candon City Information Technology NHS,-,ILOCOS SUR,CITY OF CANDON,2nd District,PATPATA PRIMERO,Public,DepED Managed,School with no Annexes,JHS with SHS,33,57,60,51,37,56,52,46,0,0,0,0,0,0,0,0,50,37,0,0,9,5,0,0,0,0,0,0,0,0,0,0,33,31,0,0,7,6,0,0,0,0,0,300,270,570
Region I,Alaminos City,District I,300155,Alaminos City National High School,San Jose Drive,PANGASINAN,CITY OF ALAMINOS,1st District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,368,486,425,419,426,457,437,500,0,0,41,140,162,178,112,170,33,15,0,0,273,177,0,0,0,0,50,147,140,144,116,156,51,59,0,0,331,173,0,0,0,0,0,3007,3179,6186
Region I,Alaminos City,District I,300157,Alos National High School,Evangelista St.,PANGASINAN,CITY OF ALAMINOS,1st District,ALOS,Public,DepED Managed,School with no Annexes,JHS with SHS,75,79,71,83,64,64,81,100,0,0,2,22,0,0,0,0,17,24,0,0,53,21,0,0,0,0,17,21,0,0,0,0,16,26,0,0,36,20,0,0,0,0,0,449,443,892
Region I,Alaminos City,District I,300190,Cayucay National High School,Centro,PANGASINAN,CITY OF ALAMINOS,1st District,CAYUCAY,Public,DepED Managed,School with no Annexes,JHS with SHS,38,32,39,40,29,33,34,37,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,0,0,0,0,0,0,0,0,0,208,169,377
Region I,Alaminos City,District I,300208,Inerangan National High School,Calicdan Street,PANGASINAN,CITY OF ALAMINOS,1st District,INERANGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,27,32,42,38,30,34,36,28,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,0,0,0,0,0,0,0,0,0,190,173,363
Region I,Alaminos City,District I,300240,Polo National High School,Kamanggaan,PANGASINAN,CITY OF ALAMINOS,1st District,POLO,Public,DepED Managed,School with no Annexes,JHS with SHS,25,23,29,29,30,32,26,17,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,140,137,277
Region I,Alaminos City,District I,300253,San Vicente National High School,Burigis,PANGASINAN,CITY OF ALAMINOS,1st District,SAN VICENTE,Public,DepED Managed,School with no Annexes,JHS with SHS,58,74,72,65,48,68,53,60,0,0,0,0,0,0,0,0,11,17,0,0,48,25,0,0,0,0,0,0,0,0,0,0,19,17,0,0,38,26,0,0,0,0,0,385,314,699
Region I,Alaminos City,District I,300260,Telbang National High School,Don Panyong Street,PANGASINAN,CITY OF ALAMINOS,1st District,TELBANG,Public,DepED Managed,School with no Annexes,JHS with SHS,92,76,59,87,70,70,108,98,0,0,0,0,58,32,6,20,6,13,0,0,16,23,0,0,0,0,0,0,42,41,0,0,34,20,0,0,33,29,0,0,0,0,0,509,524,1033
Region I,Alaminos City,District I,322701,Ildefonso Quimson Community High School,-,PANGASINAN,CITY OF ALAMINOS,1st District,TAWINTAWIN,Public,DepED Managed,School with no Annexes,JHS with SHS,20,31,23,20,15,26,30,26,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,0,0,0,0,0,0,0,0,0,140,134,274
Region I,Vigan City,District I,300089,Vigan National High School West,PARATONG,ILOCOS SUR,CITY OF VIGAN (Capital),1st District,PARATONG,Public,DepED Managed,School with no Annexes,JHS with SHS,27,34,29,41,18,29,29,35,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,175,145,320
Region I,Vigan City,District I,400062,"Immaculate Conception Minor Seminary, Inc.",Ayusan Sur,ILOCOS SUR,CITY OF VIGAN (Capital),1st District,AYUSAN SUR,Private,Non-Sectarian ,School with no Annexes,JHS with SHS,5,8,14,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,0,48
Region I,Vigan City,District II,300052,Ilocos Sur National High School,GOMEZ ST.,ILOCOS SUR,CITY OF VIGAN (Capital),1st District,BARANGAY VII,Public,DepED Managed,School with no Annexes,JHS with SHS,495,543,634,677,516,593,710,719,0,0,41,105,334,298,125,246,49,48,0,0,354,241,0,0,0,0,27,101,345,308,129,199,59,56,0,0,294,196,0,0,0,0,0,4106,4336,8442
Region I,Vigan City,District III,300088,Vigan National High School East,Nagsangalan,ILOCOS SUR,CITY OF VIGAN (Capital),1st District,NAGSANGALAN,Public,DepED Managed,School with no Annexes,JHS with SHS,51,63,87,79,47,53,64,55,0,0,0,0,0,0,0,0,68,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,0,0,0,0,0,0,0,0,0,380,306,686
Region I,San Fernando City,San Fernando I,300099,Bangbangolan NHS,-F. Ortega National High Way,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,BANGBANGOLAN,Public,DepED Managed,School with no Annexes,JHS with SHS,15,19,20,24,9,19,14,25,0,0,0,0,9,5,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,111,88,199
Region I,San Fernando City,San Fernando I,300116,Dr. Quintin Balcita Sr. NHS,none,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,MAMELTAC,Public,DepED Managed,School with no Annexes,JHS with SHS,24,35,34,45,18,26,31,31,0,0,0,0,8,9,0,0,0,0,0,0,22,13,0,0,0,0,0,0,4,9,0,0,0,0,0,0,27,22,0,0,0,0,0,199,159,358
Region I,San Fernando City,San Fernando I,300118,La Union NHS,-Gov. Ortega St.,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,CATBANGEN,Public,DepED Managed,Mother school,JHS with SHS,305,332,387,454,275,349,404,424,0,0,29,62,200,243,86,129,0,0,0,0,245,120,0,0,0,0,33,86,249,238,70,117,0,0,0,0,199,148,0,0,0,0,0,2589,2595,5184
Region I,San Fernando City,San Fernando I,300126,Pao National High School,none,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,PAO NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,5,8,10,6,7,13,8,11,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,45,49,94
Region I,San Fernando City,San Fernando I,321001,La Union NHS - Sacyud Annex,none,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,SACYUD,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,17,13,8,9,8,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,68,54,122
Region I,San Fernando City,San Fernando I,400105,Diocesan Seminary of the Heart of Jesus,"Purok 5, California St.",LA UNION,CITY OF SAN FERNANDO (Capital),1st District,SAN VICENTE,Private,Sectarian ,School with no Annexes,JHS with SHS,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,0,19
Region I,San Fernando City,San Fernando I,411046,"NORTHERN PHILS. COLLEGE OF MARITIME, SCIENCE AND TECHNOLOGY","NATIONAL HIGHWAY , LINGSAT, SFC, LA UNION",LA UNION,CITY OF SAN FERNANDO (Capital),1st District,LINGSAT,Private,Non-Sectarian ,Mother school,JHS with SHS,2,3,1,7,2,2,1,0,0,0,0,0,0,0,7,4,0,0,23,3,5,1,0,0,0,0,0,0,0,0,10,14,0,0,25,0,9,6,0,0,0,0,0,92,33,125
Region I,Batac City,Batac I,300005,Batac National High School,Bungon Brgy. Road,ILOCOS NORTE,CITY OF BATAC,2nd District,BUNGON,Public,DepED Managed,School with no Annexes,JHS with SHS,46,66,64,60,39,54,46,63,0,0,0,0,0,0,0,0,0,0,0,0,64,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,43,0,0,0,0,0,357,303,660
Region I,Batac City,Batac I,300012,Crispina Marcos Valdez NHS,# 28 San Mateo,ILOCOS NORTE,CITY OF BATAC,2nd District,SAN MATEO,Public,DepED Managed,School with no Annexes,JHS with SHS,17,27,29,21,10,26,17,31,0,0,0,0,16,7,0,0,0,0,0,0,6,4,0,0,0,0,0,0,9,7,0,0,0,0,0,0,12,11,0,0,0,0,0,137,113,250
Region I,Batac City,Batac I,320803,City of Batac National high school Payao,Batac-Pinili Rd.,ILOCOS NORTE,CITY OF BATAC,2nd District,PAYAO,Public,DepED Managed,School with no Annexes,JHS with SHS,26,41,39,44,22,24,27,28,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,25,0,0,0,0,0,216,141,357
Region I,Batac City,Batac I,400007,"Batac Institute, Inc.","Castillo St., Valdez Pob.",ILOCOS NORTE,CITY OF BATAC,2nd District,VALDEZ POB. (CAOAYAN),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,1,5,8,9,6,5,9,13,0,0,0,0,0,0,0,0,6,4,0,0,10,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,7,0,0,0,0,0,49,53,102
Region II,Batanes,Basco,300411,"Batanes Nat""l Science High School",Kavangan Drive,BATANES,BASCO (Capital),Lone District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,JHS with SHS,40,80,86,98,52,82,82,72,0,0,8,14,0,0,33,30,69,53,0,0,0,0,0,0,0,0,7,11,0,0,34,41,73,46,0,0,0,0,0,0,0,0,0,528,483,1011
Region II,Batanes,Basco,300413,Batanes Gen. Comp. HS,Abad St.,BATANES,UYUGAN,Lone District,KAYUGANAN (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,3,6,4,4,5,3,3,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,22,22,44
Region II,Batanes,Itbayat,300414,Itbayat National Agricultural HS,"Pudalan, San Rafael",BATANES,ITBAYAT,Lone District,SAN RAFAEL (IDIANG),Public,DepED Managed,School with no Annexes,JHS with SHS,18,24,30,25,8,19,18,22,0,0,0,0,0,0,0,0,6,2,0,0,24,11,0,0,0,0,0,0,0,0,0,0,2,12,0,0,17,14,0,0,0,0,0,146,106,252
Region II,Batanes,Ivana-Uyugan,300415,Ivana NHS,Saint Joseph,BATANES,IVANA,Lone District,RADIWAN,Public,DepED Managed,School with no Annexes,JHS with SHS,7,8,19,12,9,17,17,12,1,1,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,2,61,67,128
Region II,Batanes,Mahatao,300416,Mahatao NHS,"National Rd.,Panatayan, Mahatao, Batanes",BATANES,MAHATAO,Lone District,PANATAYAN,Public,DepED Managed,School with no Annexes,JHS with SHS,7,16,12,6,9,10,17,11,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,62,73,135
Region II,Batanes,Sabtang,300417,Sabtang National School of Fisheries,National Road,BATANES,SABTANG,Lone District,SINAKAN (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,7,18,15,14,17,16,16,13,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,1,0,0,0,0,0,73,75,148
Region II,Cagayan,Abulug,300418,Abulug National Rural and Vocational High School,Sitio Langay,CAGAYAN,ABULUG,2nd District,BANGUIAN,Public,DepED Managed,School with no Annexes,JHS with SHS,27,54,43,44,33,42,36,41,0,0,0,0,12,9,0,0,0,0,0,0,33,28,0,0,0,0,0,0,22,9,0,0,0,0,0,0,36,31,0,0,0,0,0,271,229,500
Region II,Cagayan,Abulug,300419,Abulug SOF,Gonzaga St.,CAGAYAN,ABULUG,2nd District,CENTRO (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,35,43,51,60,36,35,49,50,0,0,0,0,0,0,7,21,12,16,0,0,10,7,0,0,0,0,0,0,0,0,12,23,24,13,0,0,16,10,0,0,0,0,0,270,260,530
Region II,Cagayan,Abulug,300473,Libertad National High School,"-Purok Lailo, Libertad, Abulug, Cagayan",CAGAYAN,ABULUG,2nd District,LIBERTAD,Public,DepED Managed,School with no Annexes,JHS with SHS,124,147,139,143,133,147,144,151,0,0,4,29,76,72,29,50,0,0,0,0,43,42,0,0,0,0,10,30,89,63,30,47,0,0,0,0,27,37,0,0,0,0,0,861,945,1806
Region II,Cagayan,Abulug,400331,Divine Word High School of Dana-Ili,-none,CAGAYAN,ABULUG,2nd District,DANA-ILI,Private,Sectarian ,School with no Annexes,JHS with SHS,24,23,22,31,31,31,31,22,0,0,1,4,23,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,144,151,295
Region II,Cagayan,Abulug,400332,Lyceum of Abulug Inc.,San Isidro Street,CAGAYAN,ABULUG,2nd District,CENTRO (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,13,7,12,11,6,14,7,14,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,103
Region II,Cagayan,Alcala East,300421,Alcala Rural School,Agani,CAGAYAN,ALCALA,1st District,MASIN,Public,DepED Managed,Mother school,JHS with SHS,53,46,51,62,53,50,53,55,0,0,0,0,34,15,0,0,0,0,0,0,6,8,0,0,0,0,0,0,35,23,0,0,0,0,0,0,18,5,0,0,0,0,0,305,262,567
Region II,Cagayan,Alcala East,300422,BAYBAYOG NATIONAL HIGH SCHOOL,Zone 3,CAGAYAN,ALCALA,1st District,BAYBAYOG,Public,DepED Managed,School with no Annexes,JHS with SHS,92,142,154,121,82,124,143,147,0,0,3,22,74,46,32,42,0,0,0,0,25,38,0,0,0,0,2,20,67,55,36,46,0,0,0,0,38,33,0,0,0,0,0,786,798,1584
Region II,Cagayan,Alcala East,400335,St. Philomene of Alcala Inc.,National Highway,CAGAYAN,ALCALA,1st District,CENTRO SUR (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,73,58,50,70,81,70,67,69,0,0,16,15,44,37,26,24,0,0,0,0,0,0,0,0,0,0,8,21,43,18,29,22,0,0,0,0,0,0,0,0,0,0,0,417,424,841
Region II,Cagayan,Allacapan North,300424,Allacapan Vocational High School,Ravilas,CAGAYAN,ALLACAPAN,2nd District,CENTRO WEST (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,147,168,164,173,149,152,155,201,0,0,7,25,53,57,29,44,0,0,0,0,113,57,0,0,0,0,6,21,43,67,34,55,0,0,0,0,90,55,0,0,0,0,0,1027,1038,2065
Region II,Cagayan,Allacapan North,300477,Matucay National High School,Maharlika Highway,CAGAYAN,ALLACAPAN,2nd District,MATUCAY,Public,DepED Managed,School with no Annexes,JHS with SHS,77,81,88,94,70,78,92,71,0,0,2,11,38,32,16,19,0,0,0,0,23,3,0,0,0,0,11,16,42,20,10,14,0,0,0,0,14,16,0,0,0,0,0,496,442,938
Region II,Cagayan,Allacapan North,400336,Allacapan Institute Incorporated,#23 Quezon St.,CAGAYAN,ALLACAPAN,2nd District,CENTRO WEST (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,27,17,20,38,33,27,15,39,0,0,0,0,8,4,0,0,30,25,0,0,0,0,0,0,0,0,0,0,13,9,0,0,15,17,0,0,0,0,0,0,0,0,0,168,169,337
Region II,Cagayan,Amulung East,300425,AMULUNG NATIONAL HIGH SCHOOL,"ANQUIRAY, AMULUNG, CAGAYAN",CAGAYAN,AMULUNG,3rd District,ANQUIRAY,Public,DepED Managed,Mother school,JHS with SHS,108,132,118,116,126,126,133,138,0,0,9,31,55,63,19,33,0,0,0,0,44,16,0,0,0,0,4,21,73,55,19,28,0,0,0,0,37,4,0,0,0,0,0,734,774,1508
Region II,Cagayan,Amulung East,306008,Amulung NHS - Baculud Ext.,National Highway,CAGAYAN,AMULUNG,3rd District,BACULUD,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,29,29,36,32,27,34,39,35,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,173,187,360
Region II,Cagayan,Amulung East,306017,Dadda National High School,Villa Cita,CAGAYAN,AMULUNG,3rd District,DADDA,Public,DepED Managed,Mother school,JHS with SHS,43,41,33,34,26,31,27,29,0,0,0,0,27,14,0,0,0,0,0,0,11,9,0,0,0,0,0,0,10,9,0,0,0,0,0,0,25,26,0,0,0,0,0,224,171,395
Region II,Cagayan,Amulung West,300452,Cordova National High Sschool,no street address,CAGAYAN,AMULUNG,3rd District,CORDOVA,Public,DepED Managed,Mother school,JHS with SHS,80,66,96,92,37,69,77,78,0,0,16,40,0,0,5,11,0,0,0,0,55,29,0,0,0,0,1,21,0,0,9,28,0,0,0,0,74,32,0,0,0,0,0,494,422,916
Region II,Cagayan,Amulung West,300453,Bayabat NHS,"Zone 04, Barangay Road",CAGAYAN,AMULUNG,3rd District,BAYABAT,Public,DepED Managed,Mother school,JHS with SHS,21,32,34,46,35,30,33,40,0,0,0,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,199,201,400
Region II,Cagayan,Amulung West,306009,Bayabat NHS - La Suerte Ext.,"La Suerte Amulung, Cagayan",CAGAYAN,AMULUNG,3rd District,LA SUERTE,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,34,18,32,20,34,34,31,28,0,0,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,146,177,323
Region II,Cagayan,Amulung West,306010,PACAC GRANDE NAT'L. HIGH SCHOOL,Pacac grande,CAGAYAN,AMULUNG,3rd District,PACAC-GRANDE,Public,DepED Managed,School with no Annexes,JHS with SHS,71,59,69,77,50,64,70,68,0,0,0,0,20,50,0,0,0,0,0,0,50,7,0,0,0,0,0,0,25,49,0,0,0,0,0,0,53,13,0,0,0,0,0,424,371,795
Region II,Cagayan,Amulung West,415064,Lyceum de Amulung,National Highway,CAGAYAN,AMULUNG,3rd District,CORDOVA,Private,Sectarian ,School with no Annexes,JHS with SHS,5,20,14,17,9,13,6,18,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,90,70,160
Region II,Cagayan,Aparri East,300428,Aparri School of Arts and Trades,Rizat St.,CAGAYAN,APARRI,1st District,MAURA,Public,DepED Managed,School with no Annexes,JHS with SHS,195,199,194,254,152,215,200,229,0,0,10,30,120,85,33,56,0,0,0,0,127,71,0,0,0,0,7,38,186,133,12,50,0,0,0,0,90,51,0,0,0,0,0,1427,1310,2737
Region II,Cagayan,Aparri East,300471,Aparri East National High School,Rizal Street,CAGAYAN,APARRI,1st District,MAURA,Public,DepED Managed,School with no Annexes,JHS with SHS,178,170,150,176,171,170,182,168,0,0,3,21,116,92,19,41,0,0,0,0,60,40,0,0,0,0,7,32,106,126,18,24,0,0,0,0,44,48,0,0,0,0,0,1047,1115,2162
Region II,Cagayan,Aparri East,400344,"Cagayan Valley Institute, Inc.","J.P. De Carreon St.Centro 01 Aparri,Cagayan",CAGAYAN,APARRI,1st District,CENTRO   1 (POB.),Private,Sectarian ,School with no Annexes,JHS with SHS,20,20,16,17,26,13,6,9,0,0,2,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,103,78,181
Region II,Cagayan,Aparri West,300437,Bukig National Agricultural and Technical School,"Bukig, Aparri, Cagayan",CAGAYAN,APARRI,1st District,BUKIG,Public,DepED Managed,School with no Annexes,JHS with SHS,89,93,97,92,82,89,92,115,0,0,0,0,50,42,18,19,0,0,0,0,45,41,0,0,0,0,0,0,53,55,15,24,0,0,0,0,36,16,0,0,0,0,0,588,575,1163
Region II,Cagayan,Aparri West,300470,Aparri West National High School,"Bulala Norte, Aparri, Cagayan",CAGAYAN,APARRI,1st District,BULALA NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,27,29,34,37,24,28,20,38,0,0,0,0,9,8,0,0,0,0,0,0,26,12,0,0,0,0,0,0,6,7,0,0,0,0,0,0,17,19,0,0,0,0,0,185,156,341
Region II,Cagayan,Baggao North,300429,Baggao National Agricultural School,Zone 6,CAGAYAN,BAGGAO,1st District,TALLANG,Public,DepED Managed,Mother school,JHS with SHS,70,91,95,79,52,79,73,108,0,0,0,0,11,31,23,28,0,0,0,0,85,41,0,0,0,0,0,0,29,44,18,21,0,0,0,0,65,36,0,0,0,0,0,566,513,1079
Region II,Cagayan,Baggao North,306002,Baggao NAS - Sta. Margarita Annex,Zone 1,CAGAYAN,BAGGAO,1st District,SANTA MARGARITA,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,71,81,81,88,80,87,80,77,0,0,0,0,42,32,19,25,0,0,0,0,37,35,0,0,0,0,0,0,53,46,13,19,0,0,0,0,21,20,0,0,0,0,0,506,501,1007
Region II,Cagayan,Baggao North,306020,AGAMAN NATIONAL HIGH SCHOOL,-None,CAGAYAN,BAGGAO,1st District,AGAMAN (PROPER),Public,DepED Managed,School with no Annexes,JHS with SHS,45,51,45,54,53,53,54,67,0,0,0,0,42,24,0,0,0,0,0,0,4,10,0,0,0,0,0,0,36,24,0,0,0,0,0,0,11,17,0,0,0,0,0,288,302,590
Region II,Cagayan,Baggao West,300431,Baggao NHS,Zone 5,CAGAYAN,BAGGAO,1st District,POBLACION (CENTRO),Public,DepED Managed,Mother school,JHS with SHS,139,174,167,196,118,150,178,178,0,0,5,27,123,81,41,48,0,0,0,0,20,5,0,0,0,0,11,28,139,109,37,38,0,0,0,0,25,13,0,0,0,0,0,1077,973,2050
Region II,Cagayan,Ballesteros,300434,Ballesteros NHS,Ruelos St.,CAGAYAN,BALLESTEROS,2nd District,SANTA CRUZ,Public,DepED Managed,School with no Annexes,JHS with SHS,254,214,244,269,224,283,280,298,0,0,17,54,77,64,42,52,0,0,0,0,101,114,35,2,0,0,27,51,62,60,41,50,0,0,0,0,103,96,37,9,0,0,0,1523,1637,3160
Region II,Cagayan,Ballesteros,400354,Quezon Colleges of the North,212 Cortez Street,CAGAYAN,BALLESTEROS,2nd District,CENTRO EAST (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,32,30,42,37,12,23,26,24,0,0,9,8,20,11,12,8,0,0,0,0,0,0,0,0,0,0,6,13,20,7,8,8,0,0,0,0,0,0,0,0,0,0,0,216,140,356
