region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region VI,Silay City,Silay City District III,302779,Don Felix T. Lacson Memorial National High School,BRGY. KAPITAN RAMON,NEGROS OCCIDENTAL,SILAY CITY,3rd District,KAPITAN RAMON,Public,DepED Managed,School with no Annexes,JHS with SHS,81,71,60,64,55,64,65,70,0,0,0,0,0,0,0,0,0,0,0,0,73,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,0,0,0,0,0,394,357,751
Region VI,Silay City,Silay City District III,302781,Brgy. Eustaquio Lopez National High School,"Sampaguita Village, Brgy. E. Lopez",NEGROS OCCIDENTAL,SILAY CITY,3rd District,EUSTAQUIO LOPEZ,Public,DepED Managed,School with no Annexes,JHS with SHS,164,191,200,199,122,177,178,197,0,0,0,0,45,54,0,0,0,0,0,0,138,83,0,0,0,0,0,0,69,46,0,0,0,0,0,0,111,84,0,0,0,0,0,1117,941,2058
Region VI,Silay City,Silay City District III,302783,Doña Montserrat Lopez MHS - Patag Ext.,-,NEGROS OCCIDENTAL,SILAY CITY,3rd District,PATAG,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,12,17,25,24,18,28,20,18,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,120,102,222
Region VI,Silay City,Silay City District III,302784,Angeles J. Montinola Farm School,"New Site, Bryg.Bagtic, Silay City",NEGROS OCCIDENTAL,SILAY CITY,3rd District,BAGTIC,Public,DepED Managed,School with no Annexes,JHS with SHS,25,29,29,29,10,15,24,21,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,141,85,226
Region VI,Kabankalan City,Kabankalan I,302789,Kabankalan National High School,Cordero St.,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,BARANGAY 8 (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,206,198,239,247,171,202,244,237,0,0,16,46,136,181,20,28,0,0,0,0,86,39,0,0,0,0,8,39,175,175,13,18,0,0,0,0,55,21,0,0,0,0,0,1399,1401,2800
Region VI,Kabankalan City,Kabankalan I,312101,Tan-awan National High School,Purok 3,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TAN-AWAN,Public,DepED Managed,School with no Annexes,JHS with SHS,71,65,48,75,70,78,80,77,0,0,0,0,10,24,0,0,0,0,0,0,48,47,0,0,0,0,0,0,17,32,0,0,0,0,0,0,51,25,0,0,0,0,0,385,433,818
Region VI,Kabankalan City,Kabankalan II,302792,Camansi National High School,Camansi,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,CAMANSI,Public,DepED Managed,School with no Annexes,JHS with SHS,83,72,80,91,62,77,85,99,0,0,0,0,47,30,0,0,0,0,0,0,24,27,0,0,0,0,0,0,32,34,0,0,0,0,0,0,44,29,0,0,0,0,0,473,443,916
Region VI,Kabankalan City,Kabankalan II,302800,Tampalon National High School,"-Prk. Santan, Tampalon, Kabankalan City, Negros Occidental",NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TAMPALON,Public,DepED Managed,School with no Annexes,JHS with SHS,111,96,100,109,94,118,122,122,0,0,5,22,13,35,0,0,0,0,0,0,83,32,0,0,0,0,7,36,16,26,0,0,0,0,0,0,52,32,0,0,0,0,0,592,639,1231
Region VI,Kabankalan City,Kabankalan III,302786,Binicuil National High School,Purok Dalawidaw,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,BINICUIL,Public,DepED Managed,School with no Annexes,JHS with SHS,93,96,95,73,73,82,70,99,0,0,4,17,8,19,0,0,0,0,0,0,57,42,0,0,0,0,7,8,31,49,0,0,0,0,0,0,75,27,0,0,0,0,0,539,486,1025
Region VI,Kabankalan City,Kabankalan III,302788,Daan Banua National High School,Brgy. Daan Banua,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,DAAN BANUA,Public,DepED Managed,School with no Annexes,JHS with SHS,39,43,43,59,34,26,38,48,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,167,359
Region VI,Kabankalan City,Kabankalan III,302791,Talubangi National High School,"-Purok 1, Brgy.Talubangi, Kab. City",NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TALUBANGI,Public,DepED Managed,School with no Annexes,JHS with SHS,77,90,109,103,75,73,72,98,0,0,0,0,0,0,27,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,0,0,0,0,0,0,0,0,0,0,0,456,435,891
Region VI,Kabankalan City,Kabankalan III,302796,Salong National High School,Purok Sunshine,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,SALONG,Public,DepED Managed,Mother school,JHS with SHS,98,96,103,125,102,97,132,119,0,0,7,14,58,44,0,0,0,0,0,0,31,49,0,0,0,0,7,13,40,33,0,0,0,0,0,0,31,36,0,0,0,0,0,596,639,1235
Region VI,Kabankalan City,Kabankalan III,302802,Magballo National High School,Purok 3,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,MAGBALLO,Public,DepED Managed,School with no Annexes,JHS with SHS,50,68,62,57,50,54,45,56,0,0,0,0,20,41,0,0,0,0,0,0,51,15,0,0,0,0,0,0,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,355,297,652
Region VI,Kabankalan City,Kabankalan III,404226,"Magballo Catholic High School, Inc.",PUROK 1,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,MAGBALLO,Private,Sectarian ,School with no Annexes,JHS with SHS,23,24,25,30,37,24,25,22,0,0,2,10,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,170,176,346
Region VI,Kabankalan City,Kabankalan IV,302785,Bantayan National High School,Purok 6,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,BANTAYAN,Public,DepED Managed,Mother school,JHS with SHS,87,90,98,116,84,105,109,107,0,0,6,18,43,50,0,0,0,0,0,0,79,55,0,0,0,0,7,25,55,48,0,0,0,0,0,0,75,49,0,0,0,0,0,656,650,1306
Region VI,Kabankalan City,Kabankalan IV,302794,Inapoy National High School,"Inapoy, Kabankalan City",NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,INAPOY,Public,DepED Managed,School with no Annexes,JHS with SHS,43,37,37,42,37,34,43,34,0,0,0,0,15,23,0,0,0,0,0,0,21,23,0,0,0,0,0,0,19,29,0,0,0,0,0,0,28,11,0,0,0,0,0,242,234,476
Region VI,Kabankalan City,Kabankalan IV,302795,Locotan National High School,-Purok 2,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,LOCOTAN,Public,DepED Managed,School with no Annexes,JHS with SHS,50,68,65,57,51,53,56,55,0,0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,295,262,557
Region VI,Kabankalan City,Kabankalan IV,302797,Tabugon National High School,Prk. Bugo,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TABUGON,Public,DepED Managed,School with no Annexes,JHS with SHS,102,71,83,104,75,88,91,136,0,0,11,21,18,29,20,23,0,0,0,0,152,102,0,0,0,0,6,35,21,32,16,34,0,0,0,0,121,58,0,0,0,0,0,725,724,1449
Region VI,Kabankalan City,Kabankalan IV,302798,Pinaguinpinan National High School,Purok 6,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,PINAGUINPINAN,Public,DepED Managed,School with no Annexes,JHS with SHS,43,31,39,36,35,40,34,33,0,0,0,0,5,9,0,0,0,0,0,0,28,23,0,0,0,0,0,0,5,6,0,0,0,0,0,0,17,9,0,0,0,0,0,204,189,393
Region VI,Kabankalan City,Kabankalan IV,302799,Tagoc National High School,Star apple,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TAGOC,Public,DepED Managed,School with no Annexes,JHS with SHS,34,26,23,35,22,17,30,23,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,103,224
Region VI,Kabankalan City,Kabankalan IV,302801,Tapi National High School,"Purok  Kabukiran, Brgy. Tapi",NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TAPI,Public,DepED Managed,School with no Annexes,JHS with SHS,98,116,104,115,88,110,124,105,0,0,1,18,19,57,14,27,0,0,0,0,137,56,0,0,0,0,4,24,34,71,11,27,0,0,0,0,130,44,0,0,0,0,0,783,751,1534
Region VI,Kabankalan City,Kabankalan IV,312102,Bantayan National High School - Baras Diutay Ext.,Baras Diutay,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,BANTAYAN,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,26,13,13,33,14,17,17,18,0,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,136,97,233
Region VI,Kabankalan City,Kabankalan IV,404228,Southern Negros Adventist Academy Inc.,"Purok 5, Brgy. Pinaguinpinan",NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,PINAGUINPINAN,Private,Sectarian ,School with no Annexes,JHS with SHS,10,14,6,21,20,17,23,13,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,89,156
Region VI,Kabankalan City,Kabankalan V,302787,Carol-an National High School,Purok 1,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,CAROL-AN,Public,DepED Managed,School with no Annexes,JHS with SHS,37,26,47,47,48,39,58,53,0,0,0,0,0,0,0,0,10,27,0,0,59,40,0,0,0,0,0,0,0,0,0,0,4,46,0,0,75,59,0,0,0,0,0,305,370,675
Region VI,Kabankalan City,Kabankalan V,302790,Tagukon National High School,Tagukon,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,TAGUKON,Public,DepED Managed,School with no Annexes,JHS with SHS,80,55,86,66,71,60,76,75,0,0,0,0,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,339,358,697
Region VI,Kabankalan City,Kabankalan V,302793,Florentino Galang Sr. National High School,Purok Pinetree,NEGROS OCCIDENTAL,CITY OF KABANKALAN,6th District,ORINGAO,Public,DepED Managed,Mother school,JHS with SHS,185,196,209,206,171,219,211,225,0,0,28,42,85,107,11,28,0,0,0,0,249,144,0,0,0,0,17,58,93,130,18,33,0,0,0,0,140,94,0,0,0,0,0,1437,1462,2899
Region VI,Passi City,Passi City District I (West),302804,Mulapula National High School,"Brgy. Mulapula, Passi City",ILOILO,CITY OF PASSI,4th District,MULAPULA,Public,DepED Managed,School with no Annexes,JHS with SHS,33,47,55,35,34,51,47,39,0,0,0,0,17,23,0,0,0,0,0,0,24,22,0,0,0,0,0,0,11,14,0,0,0,0,0,0,34,15,0,0,0,0,0,256,245,501
Region VI,Passi City,Passi City District I (West),302805,Passi National High School,"Dorillo Street, Brgy. Poblacion Ilaya, Passi City",ILOILO,CITY OF PASSI,4th District,POBLACION ILAYA,Public,DepED Managed,School with no Annexes,JHS with SHS,315,417,427,445,330,417,449,453,0,0,25,75,337,361,45,87,0,0,0,0,267,98,0,0,0,0,23,84,348,368,40,94,0,0,0,0,264,102,0,0,0,0,0,2953,2918,5871
Region VI,Passi City,Passi City District II (East),302803,Gemumua-Agahon National High School,"Brgy. Gemomua-Agahon, Passi City",ILOILO,CITY OF PASSI,4th District,GEMUMUA-AGAHON,Public,DepED Managed,School with no Annexes,JHS with SHS,37,25,43,52,27,37,35,43,0,0,0,0,23,19,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,0,0,0,0,0,0,0,0,0,243,205,448
Region VI,Passi City,Passi City District II (East),302806,Efraim M. Santibañez National High School,"Brgy. Santo Tomas, Passi City",ILOILO,CITY OF PASSI,4th District,SANTO TOMAS,Public,DepED Managed,School with no Annexes,JHS with SHS,49,71,75,66,65,52,57,57,0,0,0,0,14,25,0,0,7,19,0,0,38,4,0,0,0,0,0,0,11,34,0,0,14,32,0,0,24,5,0,0,0,0,0,369,350,719
Region VI,Passi City,Passi City District II (East),302807,Salngan National High School,"Brgy. Salngan, Passi City",ILOILO,CITY OF PASSI,4th District,SALNGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,69,64,100,119,53,75,85,95,0,0,0,0,66,55,0,0,0,0,0,0,20,14,0,0,0,0,0,0,52,68,0,0,0,0,0,0,15,18,0,0,0,0,0,505,463,968
Region VI,Escalante City,Escalante I,302625,Escalante National High School,Purok High School,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,ALIMANGO,Public,DepED Managed,School with no Annexes,JHS with SHS,272,230,297,334,235,259,247,309,0,0,4,48,141,140,30,41,0,0,0,0,149,49,0,0,0,0,15,67,196,186,34,47,0,0,0,0,76,24,0,0,5,7,0,1783,1659,3442
Region VI,Escalante City,Escalante I,302626,Old Poblacion National High School,Purok Serguelas,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,OLD POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,93,126,106,105,93,99,104,108,0,0,24,18,16,25,8,13,0,0,0,0,42,0,0,0,0,0,15,38,21,23,0,0,2,24,0,0,83,10,0,0,0,0,0,641,555,1196
Region VI,Escalante City,Escalante I,302627,Tamlang National High School,"-Tamlang, Escalante City",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,TAMLANG,Public,DepED Managed,School with no Annexes,JHS with SHS,41,31,36,28,37,38,39,38,0,0,0,0,19,15,0,0,0,0,0,0,22,10,0,0,0,0,0,0,20,27,0,0,0,0,0,0,14,8,0,0,0,0,0,211,212,423
Region VI,Escalante City,Escalante I,302628,Washington National High School,"Sitio High School, Brgy. Washington, Escalante City, Negros",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,WASHINGTON,Public,DepED Managed,School with no Annexes,JHS with SHS,39,36,33,35,24,28,35,42,0,0,0,0,18,16,0,0,0,0,0,0,12,3,0,0,0,0,0,0,37,25,0,0,0,0,0,0,3,6,0,0,0,0,0,213,179,392
Region VI,Escalante City,Escalante I,311106,Floro T. Bongco Farm School,SITIO CENTRAL LEONOR,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,JONOBJONOB,Public,DepED Managed,School with no Annexes,JHS with SHS,29,34,30,34,29,34,36,20,0,0,0,0,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,201,185,386
Region VI,Escalante City,Escalante I,325601,Cervantes National High School,"Brgy. Cervantes, Escalante City",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,CERVANTES,Public,DepED Managed,School with no Annexes,JHS with SHS,17,18,24,34,19,19,22,29,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,140,131,271
Region VI,Escalante City,Escalante I,325604,Magsaysay National High School,Magsaysay,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,MAGSAYSAY (BINABONGOL),Public,DepED Managed,School with no Annexes,JHS with SHS,25,19,24,27,21,27,18,17,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,150,115,265
Region VI,Escalante City,Escalante II,302595,Buenavista National High School,"Brgy. Buenavista, Escalante City",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,BUENAVISTA,Public,DepED Managed,School with no Annexes,JHS with SHS,70,56,46,82,49,76,65,63,0,0,12,9,19,35,0,0,0,0,0,0,62,23,0,0,0,0,13,16,50,47,0,0,0,0,0,0,52,12,0,0,0,0,0,462,395,857
Region VI,Escalante City,Escalante II,302596,Japitan National High School,"Brgy. Japitan, Escalante City",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,JAPITAN,Public,DepED Managed,School with no Annexes,JHS with SHS,34,29,28,31,36,21,31,25,0,0,0,0,4,7,0,0,0,0,0,0,8,18,0,0,0,0,0,0,20,16,0,0,0,0,0,0,4,5,0,0,0,0,0,158,159,317
Region VI,Escalante City,Escalante II,302615,Dian-ay National High School,"Brgy. Dian-ay, Escalante City",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,DIAN-AY,Public,DepED Managed,School with no Annexes,JHS with SHS,78,67,69,79,63,55,99,66,0,0,0,0,19,49,0,0,0,0,0,0,78,59,0,0,0,0,0,0,27,41,0,0,0,0,0,0,63,25,0,0,0,0,0,480,457,937
Region VI,Escalante City,Escalante II,302660,Mabini National High School,National Highway,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,MABINI,Public,DepED Managed,School with no Annexes,JHS with SHS,90,82,85,92,102,119,89,136,0,0,7,23,36,66,6,9,0,0,0,0,94,39,0,0,0,0,0,9,35,81,10,11,0,0,0,0,95,26,0,0,0,0,0,632,710,1342
Region VI,Escalante City,Escalante II,325602,Langub National High School,"Brgy. Langub, Escalante City",NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,LANGUB,Public,DepED Managed,School with no Annexes,JHS with SHS,28,33,28,24,12,27,20,31,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,148,126,274
Region VI,Escalante City,Escalante II,325603,Pinapugasan National High School,Pinapugasan,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,PINAPUGASAN,Public,DepED Managed,School with no Annexes,JHS with SHS,43,21,34,25,35,22,36,32,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,153,169,322
Region VI,Escalante City,Escalante II,325605,Libertad National High School,Libertad,NEGROS OCCIDENTAL,CITY OF ESCALANTE,1st District,LIBERTAD,Public,DepED Managed,School with no Annexes,JHS with SHS,23,23,25,30,18,14,17,18,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,132,93,225
Region VI,Himamaylan City,District 1,302649,Himamaylan NHS,VASQUEZ ST.,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,BARANGAY III (POB.),Public,DepED Managed,Mother school,JHS with SHS,310,327,330,342,298,320,303,383,0,0,29,109,144,189,61,88,0,0,0,0,257,105,19,11,14,23,28,123,114,177,26,39,0,0,0,0,225,103,15,7,12,31,0,2253,2309,4562
Region VI,Himamaylan City,District 1,302650,San Antonio NHS,PUROK 2,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,JHS with SHS,45,36,45,28,38,44,38,23,0,0,0,0,0,0,0,0,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,214,201,415
Region VI,Himamaylan City,District 1,302680,Mahalang National High School,Proper,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,MAHALANG,Public,DepED Managed,School with no Annexes,JHS with SHS,51,65,44,48,42,56,48,62,0,0,0,0,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,287,290,577
Region VI,Himamaylan City,District 1,404052,"Nuestra Señora De Las Nieves, Inc.",RIZAL STREET,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,AGUISAN,Private,Sectarian ,School with no Annexes,JHS with SHS,23,24,21,26,19,37,33,37,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,6,6,0,0,0,0,0,146,165,311
Region VI,Himamaylan City,District 2,302587,Aguisan NHS,"Purok Ubay,Aguisan",NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,AGUISAN,Public,DepED Managed,School with no Annexes,JHS with SHS,120,116,145,126,92,126,132,95,0,0,8,10,92,63,0,0,0,0,0,0,20,30,0,0,0,0,5,32,102,68,0,0,0,0,0,0,21,25,0,0,0,0,0,755,673,1428
Region VI,Himamaylan City,District 2,302610,Carabalan NHS,Pk. 4. Brgy. Carabalan,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,CARABALAN,Public,DepED Managed,School with no Annexes,JHS with SHS,72,68,70,69,78,78,73,77,0,0,0,0,53,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,399,451,850
Region VI,Himamaylan City,District 2,302616,Don Florencio Villafranca Memorial National High School,SITIO TONGO,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,CABADIANGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,24,21,29,31,33,23,21,17,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,146,131,277
Region VI,Himamaylan City,District 2,302679,Raymundo Tongson NHS,RIZAL,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,BUENAVISTA,Public,DepED Managed,School with no Annexes,JHS with SHS,39,43,50,44,52,43,46,44,0,0,0,0,30,22,0,0,0,0,0,0,15,11,0,0,0,0,0,0,24,19,0,0,0,0,0,0,25,11,0,0,0,0,0,270,248,518
Region VI,Himamaylan City,District 2,302681,Raymundo Tongson NHS - Suay Ext.,"Purok RD, Brgy. Su-ay",NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,SU-AY,Public,DepED Managed,School with no Annexes,JHS with SHS,72,88,74,68,63,62,65,56,0,0,0,0,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,0,0,0,0,0,0,0,0,0,0,0,0,0,411,340,751
Region VI,Himamaylan City,District 2,311108,Mambagaton Farm School,"Brgy. Mambagaton, Himamaylan City, Negros Occidental",NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,MAMBAGATON,Public,DepED Managed,School with no Annexes,JHS with SHS,34,37,35,53,30,33,34,36,0,0,0,0,0,0,0,0,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,0,0,0,0,0,0,0,0,240,196,436
Region VI,Himamaylan City,District 2,311111,Libacao National High School,Sitio  Sawangan,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,5th District,LIBACAO,Public,DepED Managed,Mother school,JHS with SHS,28,30,47,48,25,31,32,33,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,205,182,387
Region VI,Sipalay City,District 1,302633,Sipalay City NHS,"BRGY. 5, SIPALAY CITY, NEG. OCC.",NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,SAN JOSE,Public,DepED Managed,School with no Annexes,JHS with SHS,83,93,72,90,86,90,84,81,0,0,0,0,22,31,7,22,0,0,0,0,43,22,0,0,0,0,0,0,41,50,6,11,0,0,0,0,36,37,0,0,0,0,0,493,514,1007
Region VI,Sipalay City,District 1,302635,Gil Montilla NHS - Cabadiangan Ext.,Brgy. Cabadiangan,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,CABADIANGAN,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,39,29,24,34,38,41,28,35,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,177,204,381
Region VI,Sipalay City,District 1,302664,Nabulao NHS,Barangay Nabulao Sipalay City,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,NABULAO,Public,DepED Managed,Mother school,JHS with SHS,51,60,58,53,61,63,65,57,0,0,0,0,11,28,0,0,0,0,0,0,65,28,0,0,0,0,0,0,6,37,0,0,0,0,0,0,35,21,0,0,0,0,0,339,360,699
Region VI,Sipalay City,District 1,302665,Nabulao NHS - Cayhagan Extension,Purok Pangatihan,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,CAYHAGAN,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,29,27,28,36,26,30,22,29,0,0,0,0,0,0,0,0,13,10,0,0,17,18,0,0,0,0,0,0,0,0,0,0,15,21,0,0,21,27,0,0,0,0,0,186,183,369
Region VI,Sipalay City,District 1,302666,Maricalum Farm School,Barangay Maricalum,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,MARICALUM,Public,DepED Managed,School with no Annexes,JHS with SHS,36,32,40,35,34,43,34,51,0,0,0,0,0,0,0,0,0,0,0,0,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,0,0,0,0,0,215,216,431
Region VI,Sipalay City,District 2,302634,Gil Montilla NHS - Binulig Ext.,"Sitio Lumbia, San Jose,Sipalay City,Neg.Occ.",NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,BARANGAY 5 (POB.),Public,DepED Managed,Annex or Extension school(s),JHS with SHS,26,24,25,24,24,27,31,36,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,0,0,0,0,0,163,164,327
Region VI,Sipalay City,District 2,302636,Gil Montilla NHS - Camindangan Ext.,"Brgy. Camindangan,Sipalay City",NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,CAMINDANGAN,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,49,40,44,40,43,44,53,35,0,0,0,0,6,12,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,0,0,0,0,0,259,260,519
Region VI,Sipalay City,District 2,302637,Jacinto Montilla Memorial National High School,PUROK TAR APPLE,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,CANTURAY,Public,DepED Managed,School with no Annexes,JHS with SHS,69,70,66,70,54,52,60,68,0,0,5,19,0,0,0,0,0,0,0,0,46,27,0,0,0,0,2,20,0,0,0,0,0,0,0,0,47,35,0,0,0,0,0,375,335,710
Region VI,Sipalay City,District 2,302638,Mariano Gemora  National High School,Kakahuyan,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,CARTAGENA,Public,DepED Managed,School with no Annexes,JHS with SHS,77,83,80,74,76,77,89,80,0,0,13,30,0,0,0,0,0,0,0,0,76,47,0,0,0,0,13,21,0,0,0,0,0,0,0,0,68,43,0,0,0,0,0,484,463,947
