region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,k_male,k_female,g1_male,g2_male,g3_male,g4_male,g5_male,g6_male,g1_female,g2_female,g3_female,g4_female,g5_female,g6_female,elem_ng_male,elem_ng_female,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region XII,Kidapawan City,Kidapawan City District I,405870,"St. Mary's Academy of Kidapawan, Inc.",Quezon Boulevard,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,6,18,9,11,9,11,12,16,14,9,12,9,14,15,0,0,18,24,18,32,19,35,27,32,0,0,0,0,4,5,18,28,0,0,0,0,0,0,0,0,0,0,3,3,6,8,18,26,0,0,0,0,0,0,0,0,0,0,0,215,274,489
Region XII,Kidapawan City,Kidapawan City District I,470512,"Northwest Hillside School, Inc.","Apo Sandawa Homes, Kidapwan City",NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,7,10,11,13,9,6,10,5,11,7,9,4,3,8,0,0,6,6,6,10,6,6,5,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,97,80,177
Region XII,Kidapawan City,Kidapawan City District I,470523,"Kidapawan Doctors College, Inc.",Ninoy Aquino Avenue,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,POBLACION,Private,Non-Sectarian ,Mother school,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,20,58,0,0,0,0,0,0,0,0,0,0,5,10,10,11,23,64,0,0,0,0,0,0,0,0,0,0,0,61,153,214
Region XII,Kidapawan City,Kidapawan City District III,500305,Marciano Mancera Integrated School,National Highway,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,BALINDOG,Public,DepED Managed,School with no Annexes,All Offering,54,60,56,56,56,59,83,67,48,47,53,55,59,71,0,0,43,45,60,80,39,45,51,51,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,694,610,1304
Region XII,Kidapawan City,Kidapawan City District III,500307,Singao Integrated School,PUROK DURIAN SINGAO KID. CITY,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,SINGAO,Public,DepED Managed,School with no Annexes,All Offering,28,35,39,33,34,39,33,39,41,32,37,30,38,36,0,0,32,41,40,31,30,44,22,32,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,414,407,821
Region XII,Kidapawan City,Kidapawan City District IV,500304,Macebolig Integrated School,Panabang,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,MACABOLIG,Public,DepED Managed,School with no Annexes,All Offering,16,6,14,10,19,12,21,16,8,15,13,11,20,12,0,0,29,19,32,20,22,17,25,12,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,229,188,417
Region XII,Kidapawan City,Kidapawan City District V,500309,Binoligan Integrated School,National Highway,NORTH COTABATO,CITY OF KIDAPAWAN (Capital),2nd District,BENOLIGAN,Public,DepED Managed,School with no Annexes,All Offering,24,14,14,15,25,17,27,29,14,18,15,17,27,21,0,0,21,21,26,19,23,14,22,17,0,0,0,0,9,11,0,0,0,0,0,0,1,4,0,0,0,0,0,0,9,12,0,0,0,0,0,0,11,5,0,0,0,0,0,268,234,502
Region XII,Koronadal City,Koronadal East District I,405878,"Green Valley College Foundation, Inc.","km. 2, Bo. 2",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,SANTO NINO (BO. 2),Private,Non-Sectarian ,School with no Annexes,All Offering,3,7,8,4,3,3,4,3,2,1,3,3,7,5,0,0,17,24,10,16,12,6,11,17,0,0,2,11,19,62,19,44,0,0,0,0,16,9,0,0,0,0,7,11,32,63,19,47,0,0,0,0,17,21,0,0,0,0,0,226,342,568
Region XII,Koronadal City,Koronadal East District I,405881,"Kings College of Marbel, Inc.",Brgy. Morales,SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,MORALES,Private,Non-Sectarian ,School with no Annexes,All Offering,3,8,11,8,6,4,5,7,5,3,7,7,7,2,0,0,28,14,18,8,18,17,15,11,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,134,118,252
Region XII,Koronadal City,Koronadal East District I,405891,"Notre Dame -Siena School of Marbel, Inc.",Alunan Avenue,SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE III (POB.),Private,Sectarian ,School with no Annexes,All Offering,14,9,18,13,19,14,9,21,18,16,23,21,21,22,0,0,27,45,42,35,40,37,29,42,0,0,6,4,7,11,13,18,0,0,0,0,0,0,0,0,0,0,11,2,7,15,28,38,0,0,0,0,0,0,0,0,0,0,0,329,366,695
Region XII,Koronadal City,Koronadal East District I,405893,Notre Dame of Marbel University - IBED,"Purok Masikap, Brgy. Sto. Nino",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,SANTO NINO (BO. 2),Private,Sectarian ,School with no Annexes,All Offering,21,12,48,49,35,54,54,50,67,55,43,56,49,53,0,0,94,113,101,93,93,114,110,105,0,0,15,32,32,33,195,233,0,0,0,0,0,0,0,0,0,0,21,26,36,36,166,227,0,0,0,0,0,0,0,0,0,0,0,1177,1344,2521
Region XII,Koronadal City,Koronadal East District I,471002,"Perezville Kiddie Care and Learning School, Inc.",Lower Paredes St. Corner Balmores St.,SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,CALOOCAN,Private,Non-Sectarian ,School with no Annexes,All Offering,3,6,10,5,6,0,4,3,5,8,3,1,2,4,0,0,3,5,4,2,5,2,1,1,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,4,0,0,0,0,0,0,0,0,0,58,48,106
Region XII,Koronadal City,Koronadal East District I,471015,"ST. ALEXIUS COLLEGE, INC.-INTEGRATED SCHOOL DEPARTMENT",GEN. SAN. DRIVE,SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,ZONE IV (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,12,9,12,10,12,16,20,19,18,15,13,20,9,20,39,14,26,11,22,27,15,7,17,20,0,0,5,2,14,10,18,29,0,0,0,0,0,0,0,0,0,0,5,1,10,0,18,27,0,0,0,0,0,0,0,0,0,0,53,296,246,542
Region XII,Koronadal City,Koronadal East District I,471021,"Korbel Foundation College, Inc.","Prk. Spring 1, Brgy. Morales, Kor. CIty",SOUTH COTABATO,CITY OF KORONADAL (Capital),2nd District,MORALES,Private,Non-Sectarian ,School with no Annexes,All Offering,4,1,17,9,5,9,9,10,10,4,3,6,6,9,0,0,29,30,25,15,24,28,21,20,0,0,8,23,55,58,0,0,0,0,0,0,0,0,0,0,0,0,12,30,58,47,0,0,0,0,0,0,0,0,0,0,0,0,0,295,290,585
Region XII,Tacurong City,Tacurong East,408224,"Rockfort Education Institute, Inc.","National Highway, San Pablo, Tacurong City",SULTAN KUDARAT,CITY OF TACURONG,1st District,SAN PABLO,Private,Non-Sectarian ,School with no Annexes,All Offering,39,35,29,30,29,25,39,27,36,42,55,28,34,34,0,0,20,14,17,16,17,13,10,12,0,0,2,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,6,0,0,0,0,0,0,0,0,0,0,0,310,326,636
Region XII,Tacurong City,Tacurong West,400778,St. John Early Learning Center,"08 Molave St., New Isabela, Tacurong City",SULTAN KUDARAT,CITY OF TACURONG,1st District,NEW ISABELA,Private,Non-Sectarian ,School with no Annexes,All Offering,15,6,18,16,8,11,15,17,17,5,11,7,18,18,0,0,51,59,53,45,35,56,50,52,0,0,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,373,307,680
Region XII,Tacurong City,Tacurong West,400786,"Children's Grace of Mary Tutorial and Learning Center, Inc.","Prk. Saranay, New Carmen, Tacurong City",SULTAN KUDARAT,CITY OF TACURONG,1st District,CARMEN,Private,Sectarian ,School with no Annexes,All Offering,14,13,15,10,10,6,14,11,9,9,6,3,12,13,0,0,10,3,6,6,8,7,8,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,103,221
Region XII,Tacurong City,Tacurong West,405780,Tacurong Siloam ABC Learning Center,"3rd Blk., Sampaguita",SULTAN KUDARAT,CITY OF TACURONG,1st District,NEW ISABELA,Private,Non-Sectarian ,School with no Annexes,All Offering,2,7,4,0,4,3,2,8,3,2,2,1,7,0,0,0,6,7,5,12,8,9,4,8,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,75,77,152
Region XII,Tacurong City,Tacurong West,405789,"Southern Mindanao Institute of Technology, Inc.",National Highway,SULTAN KUDARAT,CITY OF TACURONG,1st District,BUENAFLOR,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,6,4,6,3,7,3,7,4,1,2,10,1,0,0,25,29,24,18,22,22,24,29,0,0,5,13,45,52,0,0,0,0,0,0,51,9,0,0,0,0,3,16,52,60,0,0,0,0,0,0,39,13,0,0,0,0,0,320,285,605
Region XII,Tacurong City,Tacurong West,409477,"Good Shepherd's Vision for Excellent Education, Inc.","Exit Road, Barangay Carmen, Tacurong City",SULTAN KUDARAT,CITY OF TACURONG,1st District,CARMEN,Private,Non-Sectarian ,School with no Annexes,All Offering,2,1,2,0,1,0,3,0,0,0,0,0,1,1,0,0,6,0,3,1,1,0,2,2,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,2,2,0,0,0,0,0,0,0,0,0,32,19,51
Region XII,Tacurong City,Tacurong Central,400779,"VMC Asian College Foundation,Inc.",28 National Highway Tacurong City,SULTAN KUDARAT,CITY OF TACURONG,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,5,10,6,7,4,0,7,7,7,4,4,0,0,42,59,71,75,33,60,62,55,0,0,4,14,20,27,0,0,13,8,0,0,31,2,0,0,0,0,13,14,42,44,0,0,23,20,0,0,34,5,0,0,0,0,0,459,373,832
Region XII,Tacurong City,Tacurong Central,405781,"Notre Dame of Tacurong College, Inc.",Lapu-Lapu Street,SULTAN KUDARAT,CITY OF TACURONG,1st District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,24,30,29,27,42,30,50,48,31,43,30,32,61,38,0,0,113,122,120,105,112,107,96,92,0,0,27,42,136,76,91,129,0,0,0,0,0,0,0,0,0,0,14,23,104,61,94,128,0,0,0,0,0,0,0,0,0,0,0,1176,1131,2307
CARAGA,Agusan del Norte,Carmen,500311,Manoligao Elementary School,"Manoligao,",AGUSAN DEL NORTE,CARMEN,2nd District,MANOLIGAO,Public,DepED Managed,School with no Annexes,All Offering,17,11,21,21,10,13,27,11,23,9,15,13,22,17,0,0,11,23,9,12,19,14,16,14,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,205,210,415
CARAGA,Agusan del Norte,Magallanes,405912,"Father Urios Academy of Magallanes, Inc.","P-5 Buhang, Magallanes, Agusan del Norte",AGUSAN DEL NORTE,MAGALLANES,2nd District,BUHANG,Private,Sectarian ,School with no Annexes,All Offering,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,45,47,30,36,40,49,0,0,0,0,12,10,15,10,0,0,0,0,9,8,0,0,0,0,1,3,1,6,11,3,0,0,0,0,20,7,0,0,0,0,0,254,212,466
CARAGA,Agusan del Norte,Nasipit East,405919,St. Michael College of CARAGA,Atupan Street,AGUSAN DEL NORTE,NASIPIT,2nd District,BARANGAY 4 (POB.),Private,Sectarian ,School with no Annexes,All Offering,5,4,2,7,8,4,3,11,5,5,12,12,8,13,0,0,109,118,112,134,91,133,145,151,0,0,11,54,40,44,65,80,0,0,70,3,19,12,0,0,0,0,7,41,30,55,68,101,6,1,29,1,8,13,0,0,0,0,0,866,984,1850
CARAGA,Agusan del Norte,Buenavista I,405902,Buenavista Institute,C.P. Tan Sr. St.,AGUSAN DEL NORTE,BUENAVISTA,2nd District,POBLACION 3,Private,Non-Sectarian ,School with no Annexes,All Offering,20,16,19,17,27,17,19,12,14,13,17,13,12,9,0,0,27,40,27,40,27,40,46,45,0,0,5,4,22,17,18,17,4,3,0,0,8,7,0,0,0,0,2,12,16,38,11,6,4,7,0,0,8,13,0,0,0,0,0,363,376,739
CARAGA,Agusan del Norte,Buenavista I,405903,St. James High School,Curato,AGUSAN DEL NORTE,BUENAVISTA,2nd District,POBLACION 5,Private,Sectarian ,School with no Annexes,All Offering,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,95,87,85,105,124,113,92,0,0,28,62,40,61,93,104,0,0,28,0,92,26,0,0,0,0,8,34,47,52,74,80,0,0,15,1,55,13,0,0,0,0,0,875,876,1751
CARAGA,Agusan del Norte,Buenavista I,500047,Buenavista SPED Elementary School,Rizal Avenue,AGUSAN DEL NORTE,BUENAVISTA,2nd District,POBLACION 5,Public,DepED Managed,School with no Annexes,All Offering,57,49,53,41,47,40,52,57,40,46,41,45,56,54,6,12,115,105,91,93,82,112,92,97,5,4,0,0,0,0,0,0,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,0,0,0,0,0,0,0,0,27,833,787,1620
CARAGA,Agusan del Norte,Buenavista II,500049,Manapa CES,Purok 2,AGUSAN DEL NORTE,BUENAVISTA,2nd District,MANAPA,Public,DepED Managed,School with no Annexes,All Offering,16,17,23,29,36,21,25,19,23,14,23,26,30,28,0,0,29,39,36,34,32,39,22,24,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,338,308,646
CARAGA,Agusan del Norte,Buenavista II,500313,F.S. Omayana Elementary School,PUROK 4A,AGUSAN DEL NORTE,BUENAVISTA,2nd District,ALUBIJID,Public,DepED Managed,School with no Annexes,All Offering,33,30,37,41,39,51,42,34,31,35,39,32,36,44,0,0,20,21,28,15,10,7,21,17,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,404,332,736
CARAGA,Agusan del Norte,Las Nieves West,500048,Lawan-Lawan Elementary School,"P-5,Lawan-lawan, Las Nieves,A.D.N",AGUSAN DEL NORTE,LAS NIEVES,1st District,CASIKLAN,Public,DepED Managed,Mother school,All Offering,22,13,14,18,12,10,6,10,18,6,5,13,17,11,0,0,11,7,7,8,8,9,11,12,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,144,146,290
CARAGA,Agusan del Norte,Nasipit West,405917,Northwestern Agusan Colleges,Bayview Hill,AGUSAN DEL NORTE,NASIPIT,2nd District,BARANGAY 7 (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,26,14,12,11,7,7,9,3,8,10,5,3,7,6,0,0,32,36,30,48,25,28,29,45,0,0,1,11,10,20,11,8,11,4,0,0,0,0,0,0,0,0,3,13,16,17,13,6,22,10,0,0,0,0,0,0,0,0,0,308,269,577
CARAGA,Agusan del Norte,Nasipit West,500314,Hinandayan Elementary School,Hinandayan,AGUSAN DEL NORTE,NASIPIT,2nd District,CAMAGONG,Public,DepED Managed,Mother school,All Offering,10,15,20,8,16,17,14,13,14,14,14,12,14,13,0,0,16,15,16,20,26,27,24,23,0,0,0,0,0,0,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,207,246,453
CARAGA,Agusan del Sur,Trento I,405951,"Father Saturnino Urios College of Trento,Inc.",Purok 5A,AGUSAN DEL SUR,TRENTO,Lone District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,11,11,12,13,5,11,18,13,8,3,5,4,13,16,0,0,96,114,100,106,100,121,110,104,0,0,17,39,93,112,62,95,0,0,0,0,8,13,0,0,0,0,10,19,103,100,48,102,5,0,0,0,17,7,0,0,0,0,0,862,982,1844
CARAGA,Agusan del Sur,Talacogon West,405949,Delton View Academy,Purok 6,AGUSAN DEL SUR,TALACOGON,Lone District,ZILLOVIA,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,3,1,4,3,8,1,5,2,3,4,3,11,0,0,14,11,13,8,10,10,17,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,72,77,149
CARAGA,Agusan del Sur,Talacogon West,500315,Maharlika ES,"P-2, Maharlika, Talacogon, Agusan del Sur",AGUSAN DEL SUR,TALACOGON,1st District,MAHARLIKA,Public,DepED Managed,School with no Annexes,All Offering,10,14,16,17,9,17,7,13,14,12,15,17,15,6,0,0,12,12,15,19,16,15,19,15,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,160,178,338
CARAGA,Agusan del Sur,San Francisco III,405940,"Mt. Carmel College of San Francisco, Inc.",Barangay 3,AGUSAN DEL SUR,SAN FRANCISCO,Lone District,BARANGAY 3 (POB.),Private,Sectarian ,School with no Annexes,All Offering,3,6,9,4,12,13,6,7,9,8,9,8,10,3,0,0,19,20,24,22,18,19,19,21,0,0,4,4,12,24,42,57,0,0,0,0,0,0,0,0,0,0,3,4,15,17,32,53,0,0,0,0,0,0,0,0,0,0,0,247,289,536
CARAGA,Butuan City,Central Butuan District I,405955,"Agusan Colleges, Inc.","San Jose Street,Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,URDUJA POB. (BGY. 9),Private,Non-Sectarian ,School with no Annexes,All Offering,5,8,7,7,3,3,6,7,4,5,2,4,7,3,0,0,16,12,19,26,18,19,19,22,0,0,4,4,11,3,0,0,8,3,0,0,0,0,0,0,0,0,3,6,12,9,0,0,10,3,0,0,0,0,0,0,0,0,0,159,139,298
CARAGA,Butuan City,Central Butuan District I,405958,"Angelicum Montessori School, Inc.",South Drive Montilla Blvd.,AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,LAPU-LAPU POB. (BGY. 8),Private,Non-Sectarian ,School with no Annexes,All Offering,4,3,3,6,5,5,4,3,5,10,0,6,2,4,0,0,11,14,4,9,5,3,2,3,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,0,128,55,183
CARAGA,Butuan City,Central Butuan District I,405973,Holy Child Colleges of Butuan,"2nd Street Guingona Subd., Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,JOSE RIZAL POB. (BGY. 25),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,1,0,2,2,4,0,2,1,0,1,2,0,0,2,2,3,5,0,0,1,1,0,0,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,29,16,45
CARAGA,Butuan City,Central Butuan District I,405981,St. Joseph Institute of Technology,"T. Calo St., Brgy. Leon Kilat",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,LEON KILAT POB. (BGY. 13),Private,Non-Sectarian ,School with no Annexes,All Offering,7,11,4,10,10,10,8,10,12,7,11,8,9,13,0,0,23,35,35,36,35,42,30,35,0,0,23,40,50,66,75,87,31,26,0,0,0,0,0,0,0,0,27,62,56,86,27,84,29,24,0,0,0,0,0,0,0,0,0,506,688,1194
CARAGA,Butuan City,Central Butuan District I,405985,Timber City Academy,"604 Montilla Blvd, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,DIEGO SILANG POB. (BGY. 6),Private,Non-Sectarian ,School with no Annexes,All Offering,11,12,18,8,13,16,24,24,20,11,25,14,25,21,0,0,72,68,47,80,83,61,73,77,0,0,22,16,19,16,73,85,11,1,0,0,0,0,0,0,0,0,7,6,20,4,45,44,0,0,0,0,0,0,0,0,0,0,0,578,594,1172
CARAGA,Butuan City,Central Butuan District I,405986,Father Saturnino Urios University Archbishop Morelos Campus (Basic Ed),"San Francisco St., Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,LIBERTAD,Private,Sectarian ,School with no Annexes,All Offering,7,13,23,19,34,20,29,22,22,15,17,18,26,34,0,0,52,75,49,89,59,79,86,75,0,0,24,18,47,40,59,103,0,0,0,0,0,0,0,0,0,0,25,19,23,15,64,75,0,0,0,0,0,0,0,0,0,0,0,661,714,1375
CARAGA,Butuan City,Central Butuan District I,472505,Couples For Christ School of the Morning Star,"Brgy. Villa Kananga, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,VILLA KANANGA,Private,Sectarian ,School with no Annexes,All Offering,23,25,26,24,21,28,33,15,24,20,23,19,21,22,0,0,9,13,18,27,19,9,18,21,0,0,7,0,12,5,18,7,0,0,0,0,4,0,0,0,0,0,5,0,7,4,8,14,0,0,0,0,12,1,0,0,0,0,0,310,252,562
CARAGA,Butuan City,Central Butuan District I,501550,Tagkiling Tribal Integrated School,"Tagkiling, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,ANTICALA,Public,DepED Managed,School with no Annexes,All Offering,8,10,10,18,17,9,17,12,8,15,19,8,13,5,0,0,22,18,17,21,21,22,26,19,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,200,195,395
CARAGA,Butuan City,East Butuan District I,501554,Eulogio M. Garcia Integrated School,Purok 7,AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,BUGSUKAN,Public,DepED Managed,School with no Annexes,All Offering,22,15,20,11,22,20,27,14,18,19,24,14,18,16,0,0,21,34,19,21,19,26,25,30,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,260,241,501
CARAGA,Butuan City,Southeast I Butuan District,501553,Alviola Integrated School,"Alviola Village, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,BAAN KM 3,Public,DepED Managed,School with no Annexes,All Offering,40,44,53,47,53,53,42,52,47,44,43,45,55,58,0,0,107,107,91,102,79,101,110,91,0,0,0,0,0,0,0,0,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,0,0,0,0,0,0,0,0,0,831,791,1622
CARAGA,Butuan City,West Butuan District I,501201,La Trinidad Integrated School,"BONBON, BUTUAN CITY",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,BONBON,Public,DepED Managed,School with no Annexes,All Offering,54,48,55,47,43,54,51,52,48,52,53,47,58,62,0,0,50,72,37,44,42,53,62,51,0,0,0,0,0,0,0,0,0,0,0,0,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,629,646,1275
CARAGA,Butuan City,West Butuan District II,501552,Pareja Integrated School,"3rd St, Brgy.27 Bayanihan",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,BAYANIHAN POB. (BGY. 27),Public,DepED Managed,School with no Annexes,All Offering,25,21,28,26,27,22,39,28,31,32,24,26,26,26,0,0,22,24,23,27,19,28,32,35,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,330,330,660
CARAGA,Butuan City,Southeast II Butuan District,501551,Mahay Integrated School,"P-14 Mahay, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,MAHAY,Public,DepED Managed,School with no Annexes,All Offering,54,47,54,55,60,46,70,55,39,38,60,41,46,55,0,0,39,46,51,44,42,31,50,52,0,0,0,0,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,647,556,1203
CARAGA,Siargao,Numancia West,473013,"Mt. Carmel School of Siargao, Inc.",National Highway,SURIGAO DEL NORTE,DEL CARMEN,1st District,DEL CARMEN (POB.),Private,Sectarian ,School with no Annexes,All Offering,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,19,20,12,27,22,15,0,0,0,0,13,4,0,0,9,13,0,0,0,0,0,0,0,0,0,0,5,9,0,0,4,4,0,0,0,0,0,0,0,0,0,119,115,234
CARAGA,Surigao City,Surigao City District I,406007,Saint Paul University Surigao,Km. 3,SURIGAO DEL NORTE,SURIGAO CITY (Capital),2nd District,LUNA,Private,Sectarian ,School with no Annexes,All Offering,17,15,23,27,25,28,28,31,16,24,28,24,34,34,0,0,96,98,99,96,107,113,106,121,0,0,33,37,51,40,92,148,0,0,0,0,24,4,0,0,2,6,29,35,70,41,82,122,0,0,0,0,13,3,0,0,5,8,0,969,1066,2035
CARAGA,Surigao City,Surigao City District I,406012,Surigao Education Center,"Km. 2, National Highway, Surigao City",SURIGAO DEL NORTE,SURIGAO CITY (Capital),2nd District,WASHINGTON (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,8,8,16,22,16,16,11,17,19,16,19,16,15,13,0,0,19,20,16,19,21,10,18,17,0,0,1,5,0,3,15,12,10,3,3,0,1,2,0,0,0,0,1,2,0,2,4,16,1,8,9,0,1,2,0,0,0,0,0,226,227,453
CARAGA,Surigao del Norte,Mainit I,406019,San Nicolas Academy,"Rizal St. Mainit, Surigao del Norte",SURIGAO DEL NORTE,MAINIT,2nd District,QUEZON (POB.),Private,Sectarian ,School with no Annexes,All Offering,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,19,30,19,28,26,24,0,0,0,2,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,116,143,259
CARAGA,Surigao del Sur,Barobo I,406033,Mother of Mercy Academy,"Purok - 6 Poblacion, Barobo, Surigao del Sur",SURIGAO DEL SUR,BAROBO,2nd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,23,31,26,36,25,37,0,0,3,8,32,34,18,33,0,0,0,0,4,0,0,0,0,0,7,5,27,22,22,27,0,0,0,0,4,0,0,0,0,0,0,245,258,503
