region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,k_male,k_female,g1_male,g2_male,g3_male,g4_male,g5_male,g6_male,g1_female,g2_female,g3_female,g4_female,g5_female,g6_female,elem_ng_male,elem_ng_female,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region I,La Union,Pugo,500601,Saytan Integrated School,Ayao,LA UNION,PUGO,2nd District,SAYTAN,Public,DepED Managed,School with no Annexes,All Offering,22,16,19,17,24,32,32,24,23,23,26,20,28,31,10,5,16,25,36,33,31,33,35,37,0,0,0,0,16,7,0,0,0,0,0,0,10,7,0,0,0,0,0,0,12,9,0,0,0,0,0,0,10,5,0,0,0,0,15,338,336,674
Region I,La Union,Rosario,500002,Rosario Integrated School,MC ARTHUR HI-WAY,LA UNION,ROSARIO,2nd District,POBLACION EAST,Public,DepED Managed,School with no Annexes,All Offering,90,111,119,128,129,124,164,157,117,104,132,117,162,171,47,35,271,302,341,334,258,277,347,322,0,0,12,47,153,138,67,122,33,15,0,0,136,89,0,0,0,0,11,63,139,139,61,108,28,22,0,0,143,85,0,0,0,0,82,2989,2981,5970
Region I,La Union,San Gabriel,500356,Lipay Integrated School,CENTRO STREET,LA UNION,SAN GABRIEL,1st District,LIPAY PROPER,Public,DepED Managed,School with no Annexes,All Offering,14,9,9,10,14,14,23,11,10,11,12,13,18,20,0,0,18,27,33,23,30,26,24,23,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,227,228,455
Region I,La Union,San Juan,400112,Lorma Grade School/Lorma Colleges Special Science HS,"Urbiztondo, San Juan, La Union",LA UNION,SAN JUAN,1st District,URBIZTONDO,Private,Non-Sectarian ,School with no Annexes,All Offering,18,17,21,40,17,15,16,25,24,18,28,23,22,27,0,0,32,25,40,26,32,29,41,37,0,0,7,7,0,0,34,53,0,0,0,0,4,0,0,0,0,0,5,12,0,0,39,71,0,0,0,0,0,0,0,0,0,0,0,364,441,805
Region I,La Union,Sto. Tomas,500361,Cabaruan Integrated School,"Cabaruan, Sto. Tomas, La Union",LA UNION,SANTO TOMAS,2nd District,CABARUAN,Public,DepED Managed,School with no Annexes,All Offering,18,15,17,21,23,21,19,22,19,23,21,18,20,20,0,0,21,31,20,29,18,22,19,18,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,271,233,504
Region I,"Pangasinan I, Lingayen",Agno,411545,"Great Heritage School of Sta. Barbara, Inc.","Ventinilla, Sta. Barbara, Pangasinan",PANGASINAN,SANTA BARBARA,3rd District,VENTINILLA (VENTINILLA EAST),Private,Non-Sectarian ,School with no Annexes,All Offering,5,7,2,3,8,7,3,17,7,7,8,8,12,9,0,0,4,12,9,7,12,7,8,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,94,175
Region I,"Pangasinan I, Lingayen",Agno,500604,Abagatanen Integrated School,Sitio Abagatanen,PANGASINAN,AGNO,1st District,MACABOBONI,Public,DepED Managed,School with no Annexes,All Offering,20,18,22,14,12,23,25,11,19,6,19,13,11,18,0,0,18,19,13,16,18,9,17,16,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,219,188,407
Region I,"Pangasinan I, Lingayen",Agno,500613,Gayusan Integrated School,"Gayusan, Agno, Pangasinan",PANGASINAN,AGNO,1st District,GAYUSAN,Public,DepED Managed,School with no Annexes,All Offering,11,16,13,16,16,17,15,18,14,20,12,18,17,23,0,0,30,29,26,27,21,26,29,21,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,255,241,496
Region I,"Pangasinan I, Lingayen",Aguilar,400128,Aguilar Catholic School Inc.,San jose st.,PANGASINAN,AGUILAR,2nd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,11,14,12,11,16,14,12,17,15,12,9,12,13,16,0,0,23,37,50,35,38,35,44,40,0,0,0,0,20,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,9,17,0,0,0,0,0,0,0,0,0,295,296,591
Region I,"Pangasinan I, Lingayen",Aguilar,500366,Tampac Integrated School,"Tampac,Aguilar,Pangasinan",PANGASINAN,AGUILAR,2nd District,TAMPAC,Public,DepED Managed,School with no Annexes,All Offering,27,23,30,28,19,21,28,27,25,18,19,28,21,29,0,0,18,31,25,28,28,20,24,22,0,0,0,0,3,4,0,0,0,0,0,0,6,10,0,0,0,0,0,0,3,1,0,0,0,0,0,0,9,4,0,0,0,0,0,303,276,579
Region I,"Pangasinan I, Lingayen",Aguilar,500373,Mapita Integrated School,Mapita,PANGASINAN,AGUILAR,2nd District,LAOAG,Public,DepED Managed,School with no Annexes,All Offering,6,7,9,10,9,8,9,7,6,8,7,7,12,11,0,0,9,4,8,4,4,10,11,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,95,99,194
Region I,"Pangasinan I, Lingayen",Aguilar,500605,Aguilar Integrated School,Pogomboa,PANGASINAN,AGUILAR,2nd District,POBLACION,Public,DepED Managed,School with no Annexes,All Offering,65,44,69,79,77,72,88,90,49,64,61,76,66,78,23,14,123,126,155,121,105,119,116,132,0,0,4,12,49,79,13,11,0,0,0,0,90,102,0,0,0,0,0,0,55,61,14,16,0,0,0,0,96,29,0,0,0,0,37,1409,1234,2643
Region I,"Pangasinan I, Lingayen",Anda,400139,"Asbury College, Inc.",Luna St.,PANGASINAN,ANDA,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,2,2,4,6,3,5,14,9,7,5,11,7,5,8,0,0,40,40,34,40,41,44,55,35,0,0,0,0,19,27,0,0,27,37,0,0,0,0,0,0,0,0,0,0,20,31,0,0,26,24,0,0,0,0,0,0,0,0,0,289,339,628
Region I,"Pangasinan I, Lingayen",Anda,400140,St. Nicholas Catholic School of Anda,Luna St.,PANGASINAN,ANDA,1st District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,6,13,14,11,8,11,8,11,10,11,8,10,7,15,0,0,32,38,34,33,27,26,47,48,0,0,4,23,7,11,49,32,0,0,0,0,29,5,0,0,0,0,5,22,13,16,37,22,0,0,0,0,22,9,0,0,0,0,0,372,362,734
Region I,"Pangasinan I, Lingayen",Anda,411548,"Seaside Bible Baptist Learning Center of Anda, Pangasinan, Inc.",Purok II,PANGASINAN,ANDA,1st District,TONDOL,Private,Non-Sectarian ,School with no Annexes,All Offering,4,1,9,8,5,8,3,6,3,6,1,4,10,5,0,0,15,7,10,9,7,5,4,7,0,0,0,0,0,5,0,0,0,0,0,0,10,4,0,0,0,0,0,1,3,2,0,0,0,0,0,0,4,1,0,0,0,0,0,101,66,167
Region I,"Pangasinan I, Lingayen",Anda,500372,Siapar Integrated School,Siapar,PANGASINAN,ANDA,1st District,SIAPAR,Public,DepED Managed,School with no Annexes,All Offering,7,10,6,11,17,17,25,20,11,16,16,17,22,9,0,0,12,17,11,20,14,18,10,7,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,189,165,354
Region I,"Pangasinan I, Lingayen",Anda,500606,Anda Integrated School,SANTOS,PANGASINAN,ANDA,1st District,POBLACION,Public,DepED Managed,School with no Annexes,All Offering,21,27,29,30,19,32,32,30,25,41,30,32,29,30,27,24,26,28,46,36,32,40,36,33,0,0,0,0,19,9,0,0,0,0,0,0,24,12,0,0,0,0,0,0,17,8,0,0,0,0,0,0,17,7,0,0,0,0,51,433,415,848
Region I,"Pangasinan I, Lingayen",Bani,500608,BANI EAST INTEGRATED SCHOOL,RIZAL ST.,PANGASINAN,BANI,1st District,POBLACION,Public,DepED Managed,School with no Annexes,All Offering,31,24,45,38,42,36,54,47,39,40,33,39,49,54,18,14,59,89,74,78,69,60,89,84,0,0,7,19,27,26,5,16,0,0,0,0,43,22,0,0,0,0,6,5,17,22,14,22,0,0,0,0,26,21,0,0,0,0,32,756,747,1503
Region I,"Pangasinan I, Lingayen",Basista,400142,Mary Help of Christians Catholic School,CP Garcia Street,PANGASINAN,BASISTA,2nd District,NAVATAT,Private,Sectarian ,School with no Annexes,All Offering,7,8,12,13,14,7,17,7,5,6,15,6,13,6,6,4,20,31,20,15,22,30,26,21,0,0,1,7,10,4,5,11,0,0,0,0,3,5,0,0,0,0,3,5,8,6,7,8,0,0,0,0,9,2,0,0,0,0,10,215,210,425
Region I,"Pangasinan I, Lingayen",Basista,411528,BFF (Bancolita-Frias Family) Learning Academy,Quirino Avenue Dumpay,PANGASINAN,BASISTA,2nd District,DUMPAY,Private,Sectarian ,School with no Annexes,All Offering,4,6,3,11,3,4,8,4,8,5,3,5,5,8,0,0,5,3,7,11,5,4,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,67,65,132
Region I,"Pangasinan I, Lingayen",Bayambang I,400143,Marianne College of Science and Technology,Zone V,PANGASINAN,BAYAMBANG,3rd District,ZONE V (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,1,3,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
Region I,"Pangasinan I, Lingayen",Bayambang I,400145,"ST. VINCENT'S CATHOLIC SCHOOL OF BAYAMBANG, INC.",Quezon Boulevard,PANGASINAN,BAYAMBANG,3rd District,POBLACION SUR,Private,Non-Sectarian ,School with no Annexes,All Offering,13,24,26,17,26,22,21,26,28,23,22,23,29,22,0,0,58,44,50,66,54,65,36,49,0,0,7,14,46,53,64,68,0,0,0,0,0,0,0,0,0,0,4,12,56,55,51,55,0,0,0,0,0,0,0,0,0,0,0,597,632,1229
Region I,"Pangasinan I, Lingayen",Bayambang I,600007,Pangasinan State University Bayambang,"Quezon Blvd.ZONE VI Bayambang, Pangasinan",PANGASINAN,BAYAMBANG,1st District,ZONE VI (POB.),SUCsLUCs,SUC Managed,School with no Annexes,All Offering,12,12,10,9,8,22,15,14,10,18,13,13,19,17,0,0,14,13,18,23,24,18,28,24,0,0,0,0,13,23,24,42,0,0,0,0,0,0,0,0,0,0,0,0,9,24,15,50,0,0,0,0,0,0,0,0,0,0,0,219,335,554
Region I,"Pangasinan I, Lingayen",Bayambang II,500374,Ambayat Integrated School,"Ambayat 2nd Bayambang, Pangasinan",PANGASINAN,BAYAMBANG,3rd District,AMBAYAT II,Public,DepED Managed,School with no Annexes,All Offering,6,10,13,16,21,8,16,15,10,21,21,15,18,12,0,0,22,29,24,27,13,17,16,21,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,218,202,420
Region I,"Pangasinan I, Lingayen",Bayambang II,500603,A.P. Guevara Integrated School,-,PANGASINAN,BAYAMBANG,3rd District,MANAMBONG NORTE,Public,DepED Managed,School with no Annexes,All Offering,6,9,12,14,16,15,8,13,14,14,7,8,13,17,0,0,41,46,56,58,32,58,34,37,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0,0,0,0,0,0,0,0,0,338,279,617
Region I,"Pangasinan I, Lingayen",Binmaley I,400146,"Binmaley Catholic School, Inc.",Poblacion,PANGASINAN,BINMALEY,2nd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,21,19,31,24,16,21,29,29,21,24,29,25,41,25,0,0,109,141,131,140,133,141,145,151,0,0,7,28,82,73,45,53,0,0,0,0,47,12,0,0,0,0,6,18,41,49,52,60,65,32,0,0,31,12,0,0,0,0,0,1068,1091,2159
Region I,"Pangasinan I, Lingayen",Binmaley I,411551,"Jesus the Nazarene Academy of Binmaley, Inc.","Brgy. Dulag, Binmaley, Pangasinan",PANGASINAN,BINMALEY,2nd District,DULAG,Private,Sectarian ,School with no Annexes,All Offering,6,3,6,4,1,1,5,7,9,6,2,2,4,2,0,0,12,14,15,12,9,10,14,13,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,78,170
Region I,"Pangasinan I, Lingayen",Bolinao,400151,"Señor Santiago Learning Center of Bolinao Pangasinan, Inc.",Germinal Street,PANGASINAN,BOLINAO,1st District,GERMINAL (POB.),Private,Sectarian ,School with no Annexes,All Offering,10,12,15,18,8,10,12,9,11,6,9,6,11,9,0,0,16,12,4,10,25,8,13,10,0,0,2,3,4,6,7,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,144,145,289
Region I,"Pangasinan I, Lingayen",Bolinao,500370,Bolinao Integrated School,GERMINAL (POB.),PANGASINAN,BOLINAO,1st District,GERMINAL (POB.),Public,DepED Managed,School with no Annexes,All Offering,83,62,103,95,78,100,105,113,89,77,85,103,111,104,59,36,166,149,153,165,162,159,146,187,0,0,14,24,16,38,41,51,0,0,0,0,167,109,0,0,0,0,5,23,25,38,26,51,0,0,0,0,124,132,0,0,0,0,95,1787,1787,3574
Region I,"Pangasinan I, Lingayen",Bolinao,500611,Catubig Integrated School,"Catubig,Tara, Bolinao, Pangasinan",PANGASINAN,BOLINAO,1st District,TARA,Public,DepED Managed,School with no Annexes,All Offering,26,14,26,31,19,27,27,23,22,24,19,24,32,24,0,0,19,27,23,22,27,25,22,36,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,302,325,627
Region I,"Pangasinan I, Lingayen",Bolinao,500615,Liwa-Liwa Integrated School,"-Liwa-Liwa, Bolinao, Pangasinan",PANGASINAN,BOLINAO,1st District,LIWA-LIWA,Public,DepED Managed,School with no Annexes,All Offering,24,15,30,28,39,35,32,28,20,37,24,19,25,32,0,0,28,19,17,29,25,24,26,23,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,348,301,649
Region I,"Pangasinan I, Lingayen",Bolinao,500621,Tupa Integrated School,-Tupa,PANGASINAN,BOLINAO,1st District,TUPA,Public,DepED Managed,School with no Annexes,All Offering,16,25,22,34,24,21,37,28,29,22,30,25,13,17,0,0,21,22,30,23,15,11,17,33,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,322,284,606
Region I,"Pangasinan I, Lingayen",Bugallon I,500610,BUGALLON INTEGRATED SCHOOL,"ESPINO St. Poblacion Bugallon,Pangasinan",PANGASINAN,BUGALLON,2nd District,POBLACION,Public,DepED Managed,School with no Annexes,All Offering,33,50,55,43,49,52,60,74,37,48,59,48,74,78,26,22,247,246,299,278,229,258,250,267,0,0,0,0,45,44,37,49,0,0,0,0,176,78,0,0,0,0,0,0,53,67,23,30,0,0,0,0,138,104,0,0,0,0,48,1934,1792,3726
Region I,"Pangasinan I, Lingayen",Bugallon II,500619,Portic Integrated School,Portic Bugallon Pangasinan,PANGASINAN,BUGALLON,2nd District,PORTIC,Public,DepED Managed,School with no Annexes,All Offering,18,21,17,20,28,28,20,25,17,17,21,12,19,25,0,0,15,23,21,20,10,17,17,17,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,249,213,462
Region I,"Pangasinan I, Lingayen",Burgos,411564,St. Adelaide School - Philippines,Brgy. Don Matias,PANGASINAN,BURGOS,1st District,DON MATIAS,Private,Non-Sectarian ,School with no Annexes,All Offering,10,5,14,12,18,15,18,16,20,14,21,20,18,18,0,0,69,66,64,40,81,69,62,57,0,0,6,24,35,41,61,51,0,0,0,0,0,0,0,0,0,0,9,13,25,33,60,48,0,0,0,0,0,0,0,0,0,0,0,538,595,1133
Region I,"Pangasinan I, Lingayen",Burgos,500620,Sapa Grande Integrated School,-n/a,PANGASINAN,BURGOS,1st District,SAPA GRANDE,Public,DepED Managed,School with no Annexes,All Offering,8,3,13,6,13,12,7,11,6,10,16,7,16,8,0,0,5,8,9,17,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,119,95,214
Region I,"Pangasinan I, Lingayen",Calasiao I,411517,"Señor Tesoro Academy, Inc.","Diversion Road, San Miguel, Calasiao, Pangasinan",PANGASINAN,CALASIAO,3rd District,SAN MIGUEL,Private,Non-Sectarian ,School with no Annexes,All Offering,8,8,13,17,4,8,7,13,9,12,13,14,13,11,0,0,8,15,15,13,14,16,18,16,0,0,8,27,29,51,59,58,0,0,0,0,0,0,0,0,0,0,2,20,9,10,22,32,0,0,0,0,0,0,0,0,0,0,0,250,342,592
Region I,"Pangasinan I, Lingayen",Calasiao I,411520,"Sir Melan Learning Center, Inc.",939 Macabito Calasiao Pangasinan,PANGASINAN,CALASIAO,3rd District,MACABITO,Private,Non-Sectarian ,Mother school,All Offering,10,7,12,4,6,9,4,3,7,9,8,6,9,4,0,0,8,8,8,6,3,4,4,5,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,115,79,194
Region I,"Pangasinan I, Lingayen",Calasiao I,411541,"Mother of Good Counsel Academy, Inc.",Ambonao,PANGASINAN,CALASIAO,3rd District,AMBONAO,Private,Non-Sectarian ,School with no Annexes,All Offering,5,5,3,3,2,4,5,8,2,8,4,6,10,5,0,0,4,6,11,2,5,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,60,113
Region I,"Pangasinan I, Lingayen",Calasiao I,411555,"Carthel Science Educational Foundation, Inc.",Sitio Calit-Banaoang,PANGASINAN,CALASIAO,2nd District,BANAOANG,Private,Sectarian ,School with no Annexes,All Offering,5,5,4,7,3,1,1,3,5,1,4,6,7,6,0,0,30,31,29,30,22,30,39,22,0,0,0,0,0,0,0,0,45,28,0,0,30,31,0,0,0,0,0,0,0,0,0,0,25,22,0,0,8,8,0,0,0,0,0,252,236,488
Region I,"Pangasinan I, Lingayen",Dasol,400156,"Dasol Catholic School,Inc","Artacho St., Poblacion",PANGASINAN,DASOL,1st District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,0,1,10,4,7,3,7,5,9,9,3,1,9,2,0,0,11,12,25,27,17,13,25,21,0,0,0,10,5,11,12,7,0,0,0,0,0,0,0,0,0,0,2,5,7,7,16,9,0,0,0,0,0,0,0,0,0,0,0,153,159,312
Region I,"Pangasinan I, Lingayen",Dasol,500441,Dasol Integrated School,Casolming Street,PANGASINAN,DASOL,1st District,POBLACION,Public,DepED Managed,School with no Annexes,All Offering,56,32,50,47,44,42,53,70,44,56,49,59,70,58,41,20,77,91,50,85,73,65,70,93,0,0,0,0,43,36,18,19,0,0,0,0,0,0,0,0,0,0,0,0,35,28,15,16,0,0,0,0,0,0,0,0,0,0,61,817,788,1605
Region I,"Pangasinan I, Lingayen",Infanta,500614,Infanta Integrated School,-,PANGASINAN,INFANTA,1st District,POBLACION,Public,DepED Managed,School with no Annexes,All Offering,74,53,70,76,72,63,66,69,50,54,82,66,86,74,26,10,80,75,103,110,87,83,108,105,0,0,0,0,44,57,0,0,0,0,0,0,70,49,0,0,0,0,0,0,47,55,0,0,0,0,0,0,59,44,0,0,0,0,36,1104,1063,2167
Region I,"Pangasinan I, Lingayen",Infanta,500907,Pita Integrated School,"-Pita,Infanta,Pangasinan",PANGASINAN,INFANTA,1st District,PITA,Public,DepED Managed,School with no Annexes,All Offering,6,10,11,9,12,13,7,13,13,5,11,7,15,10,0,0,8,18,12,13,15,9,9,9,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,122,254
Region I,"Pangasinan I, Lingayen",Labrador,400159,St. Columban's School Inc.,Labrador,PANGASINAN,LABRADOR,2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,13,16,15,7,12,7,18,20,17,12,9,9,14,9,0,0,40,57,40,52,54,31,41,51,0,0,0,0,12,8,12,7,0,0,0,0,5,4,0,0,0,0,0,0,14,7,13,3,0,0,0,0,10,3,0,0,0,0,0,347,295,642
Region I,"Pangasinan I, Lingayen",Labrador,500369,Ramon Magsaysay Integrated School,-MAGSAYSAY,PANGASINAN,LABRADOR,2nd District,MAGSAYSAY,Public,DepED Managed,School with no Annexes,All Offering,23,17,24,19,29,22,33,35,26,19,17,20,32,29,0,0,17,18,20,20,16,17,17,24,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,284,261,545
Region I,"Pangasinan I, Lingayen",Lingayen I,400160,The Adelphi College,New Street East,PANGASINAN,LINGAYEN (Capital),2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,9,8,5,3,7,8,11,9,2,5,3,3,3,6,0,0,13,11,11,9,7,15,6,10,0,0,0,0,10,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,6,0,0,0,0,0,0,0,0,0,118,92,210
Region I,"Pangasinan I, Lingayen",Lingayen I,400168,Saint Columban's College,Avenida Rizal,PANGASINAN,LINGAYEN (Capital),2nd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,18,15,28,26,19,22,24,30,20,20,19,22,36,24,0,0,77,62,53,72,60,67,85,74,0,0,21,42,75,91,78,92,0,0,0,0,29,8,0,0,0,0,16,34,49,34,44,37,0,0,0,0,16,4,0,0,0,0,0,759,784,1543
Region I,"Pangasinan I, Lingayen",Lingayen I,400169,"St. Columban's Institute o9f Domalandan, Inc.","Domalandan, Lingayen",PANGASINAN,LINGAYEN (Capital),2nd District,DOMALANDAN CENTER,Private,Sectarian ,School with no Annexes,All Offering,7,4,7,10,9,9,10,8,9,5,12,8,9,10,0,0,31,25,19,20,18,26,30,22,0,0,1,4,10,7,0,0,9,9,0,0,0,0,0,0,0,0,4,12,14,10,0,0,10,7,0,0,0,0,0,0,0,0,0,203,202,405
Region I,"Pangasinan I, Lingayen",Lingayen I,411543,"Heritage Christian School of Lingayen, Inc.","Torres Bugallon St. Lingayen, Pangasinan",PANGASINAN,LINGAYEN (Capital),2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,1,3,5,5,2,4,1,5,5,5,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,53
Region I,"Pangasinan I, Lingayen",Lingayen II,500367,Domalandan Center Integrated School,Domalandan Center,PANGASINAN,LINGAYEN (Capital),2nd District,DOMALANDAN CENTER,Public,DepED Managed,School with no Annexes,All Offering,23,27,22,24,40,31,59,46,25,33,30,30,53,46,0,0,64,68,110,112,73,61,92,94,0,0,0,0,28,40,0,0,0,0,0,0,36,11,0,0,0,0,0,0,9,15,0,0,0,0,0,0,31,11,0,0,0,0,0,703,641,1344
Region I,"Pangasinan I, Lingayen",Lingayen III,500616,Malawa Integrated School,Malawa,PANGASINAN,LINGAYEN (Capital),2nd District,MALAWA,Public,DepED Managed,School with no Annexes,All Offering,42,25,34,32,35,18,32,36,36,23,33,21,45,28,0,0,26,23,22,30,23,40,30,32,0,0,0,0,10,11,0,0,0,0,0,0,8,7,0,0,0,0,0,0,8,13,0,0,0,0,0,0,7,11,0,0,0,0,0,363,378,741
Region I,"Pangasinan I, Lingayen",Mabini,500607,Bacnit Integrated School,CENTRO,PANGASINAN,MABINI,1st District,BACNIT,Public,DepED Managed,School with no Annexes,All Offering,20,13,7,10,22,11,18,17,17,10,15,11,20,6,0,0,31,16,24,31,15,28,21,20,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,247,207,454
Region I,"Pangasinan I, Lingayen",Mabini,500609,Barlo Integrated School,PUROK 3,PANGASINAN,MABINI,1st District,BARLO,Public,DepED Managed,School with no Annexes,All Offering,10,14,14,7,11,11,18,10,10,13,10,11,11,12,0,0,19,22,16,17,21,22,13,33,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,191,206,397
Region I,"Pangasinan I, Lingayen",Malasiqui I,400173,"Malasiqui Agno Valley College, Inc.","Bonifacio st., Malasiqui, Pagasinan",PANGASINAN,MALASIQUI,3rd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,3,6,6,3,3,7,7,10,2,3,7,6,5,14,0,0,68,65,63,66,90,77,81,89,0,0,19,38,71,45,21,28,15,16,0,0,21,6,0,0,0,0,8,39,49,68,17,25,22,22,0,0,9,3,0,0,0,0,0,553,670,1223
Region I,"Pangasinan I, Lingayen",Malasiqui I,400174,Malasiqui Catholic School,"Bonifacio St., Malsiqui, Pangasinan",PANGASINAN,MALASIQUI,3rd District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,24,31,30,28,28,20,27,26,15,28,30,27,32,33,0,0,92,91,78,77,119,109,106,107,0,0,11,34,83,49,78,79,0,0,0,0,20,22,0,0,0,0,7,34,74,46,75,73,0,0,0,0,14,21,0,0,0,0,0,883,995,1878
Region I,"Pangasinan I, Lingayen",Malasiqui I,400175,Perpetual Help College of Pangasinan,"Montemayor Street, Malasiqui, Pangasinan",PANGASINAN,MALASIQUI,3rd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,6,4,9,13,9,6,11,14,3,10,11,8,13,10,0,0,31,29,35,38,35,40,40,28,0,0,11,19,31,12,46,70,0,0,0,0,14,10,0,0,0,0,13,39,34,28,51,86,0,0,0,0,30,15,0,0,0,0,0,431,481,912
Region I,"Pangasinan I, Lingayen",Malasiqui I,410126,KINGSVILLE ADVANCED SCHOOL OF MALASIQUI INC.,"Bonifacio St. Poblacion Malasiqui, Pangasinan",PANGASINAN,MALASIQUI,3rd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,21,11,13,8,9,6,8,4,17,10,11,7,2,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,88,194
