Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G1 Male,G2 Male,G3 Male,G4 Male,G5 Male,G6 Male,G1 Female,G2 Female,G3 Female,G4 Female,G5 Female,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region I,"Pangasinan II, Binalonan",Pozorrubio I,412042,"Divine Grace Montessori and HS of Pozorrubio, Pangasinan, Inc.",caballero st. cablong,PANGASINAN,POZORRUBIO,5th District,CABLONG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,2,4,4,2,3,1,3,3,3,5,7,0,0,4,0,0,0,2,1,0,0,0,0,0,28,28,56
Region I,"Pangasinan II, Binalonan",Rosales I,400220,The Little Shoe Integrated School,"km. 171 McArthur Highway, Carmen West, Rosales, Pangasinan",PANGASINAN,ROSALES,6th District,CARMEN WEST,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,1,1,5,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
Region I,"Pangasinan II, Binalonan",Rosales I,400221,Livingstone Christian Academy,"Tomana West, Rosales, Pangasinan",PANGASINAN,ROSALES,6th District,TOMANA WEST,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,3,5,1,3,2,2,4,1,2,3,1,0,0,2,5,0,2,1,2,5,4,0,0,0,27,27,54
Region I,"Pangasinan II, Binalonan",Rosales I,412015,I.F.I Christian Home & Institute of Learning & Dev't. (Child),San Antonio St.,PANGASINAN,ROSALES,6th District,ZONE V (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,8,3,11,5,8,6,6,5,11,4,14,6,0,0,5,4,4,5,2,3,8,5,0,0,0,67,72,139
Region I,"Pangasinan II, Binalonan",Rosales I,502586,Pangaoan Integrated School,Purok 1,PANGASINAN,ROSALES,6th District,PANGAOAN,Public,DepED Managed,School with no Annexes,ES and JHS,9,7,21,16,12,14,8,19,19,13,11,18,0,0,8,0,0,0,7,0,0,0,0,0,0,95,106,201
Region I,"Pangasinan II, Binalonan",San Fabian I,400229,St. Blaise Christian School Inc.,Cayanga,PANGASINAN,SAN FABIAN,4th District,CAYANGA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,15,6,4,5,14,10,13,12,8,14,4,0,0,10,8,13,7,13,11,14,6,0,0,0,104,112,216
Region I,"Pangasinan II, Binalonan",San Jacinto,412011,"Sunrisers Merryland School, Inc.",42 Salcedo Street,PANGASINAN,SAN JACINTO,4th District,CAPAOAY (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,4,7,6,4,10,14,10,6,5,3,4,0,0,2,4,5,1,5,2,6,4,0,0,0,62,71,133
Region I,"Pangasinan II, Binalonan",San Manuel,502585,San Roque Integrated School,07 Roxas st.Guiset Norte San Manuel.Pangasinan,PANGASINAN,SAN MANUEL,6th District,SAN ROQUE,Public,DepED Managed,School with no Annexes,ES and JHS,18,4,14,21,18,15,17,19,15,9,21,12,0,0,15,0,0,0,18,0,0,0,0,0,0,120,128,248
Region I,"Pangasinan II, Binalonan",San Quintin,412017,"Perpuse Learning Center, Inc.","calomboyan, san quintin",PANGASINAN,SAN QUINTIN,6th District,CALOMBOYAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,10,6,7,4,7,10,5,4,5,5,5,0,0,2,7,8,5,3,3,6,2,0,0,0,72,56,128
Region I,"Pangasinan II, Binalonan",Sison,501950,SAGUITLANG INTEGRATED SCHOOL,Sitio Saguitlang,PANGASINAN,SISON,5th District,LABAYUG,Public,DepED Managed,School with no Annexes,ES and JHS,3,3,2,4,0,2,1,3,4,1,0,2,0,0,2,0,2,2,1,5,1,2,0,0,0,23,22,45
Region I,"Pangasinan II, Binalonan",Umingan II,501898,San Vicente Integrated School,-San Vicente,PANGASINAN,UMINGAN,6th District,SAN VICENTE,Public,DepED Managed,School with no Annexes,ES and JHS,10,10,7,7,14,10,7,9,11,10,7,10,0,0,18,23,21,23,19,24,20,23,0,0,0,150,146,296
Region I,Dagupan City,Dagupan City District I,400269,Pangasinan Universal Institute,#07 Rizal Street,PANGASINAN,DAGUPAN CITY,4th District,BARANGAY II (NUEVA),Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,13,9,12,10,17,12,8,4,10,8,14,0,0,8,9,12,15,8,9,9,14,0,0,0,125,102,227
Region I,Dagupan City,Dagupan City District I,400274,"Wonderland School of Dagupan, Inc.",Herrero Street,PANGASINAN,DAGUPAN CITY,4th District,HERRERO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,10,20,10,14,10,17,9,10,13,11,11,0,0,14,8,9,11,11,6,7,15,0,0,0,132,121,253
Region I,Dagupan City,Dagupan City District I,412511,"JCCMI-Christian Academy, Inc.",Don Basiilo Solano,PANGASINAN,DAGUPAN CITY,4th District,LUCAO,Private,Sectarian ,School with no Annexes,ES and JHS,2,3,4,3,3,4,1,3,3,2,0,0,0,0,5,3,2,1,1,1,2,6,0,0,0,32,19,51
Region I,Dagupan City,Dagupan City District I,412514,"Northfield Academy, Inc.","Lucao Dist., Dagupan City",PANGASINAN,DAGUPAN CITY,4th District,LUCAO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,26,16,23,26,23,17,20,20,19,27,22,16,0,0,28,19,27,25,19,27,21,18,0,0,0,254,228,482
Region I,Dagupan City,Dagupan City District II,412509,Oakridge International School of Young Leaders,A.B Fernandez Ave. East,PANGASINAN,DAGUPAN CITY,4th District,PANTAL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,14,11,11,7,18,11,16,17,11,19,12,0,0,13,7,18,5,4,14,7,6,0,0,0,118,134,252
Region I,Dagupan City,Dagupan City District III,400264,"Living Lights Academy Foundation, Inc.","Bartolome Ceralde St., Bonuan Gueset, Dagupan City",PANGASINAN,DAGUPAN CITY,4th District,BONUAN GUESET,Private,Sectarian ,School with no Annexes,ES and JHS,10,3,6,6,4,8,9,13,5,3,6,5,0,0,0,0,1,0,1,0,0,0,0,0,0,47,50,97
Region I,Laoag City,Laoag City District I,400286,"Northside Bible Baptist Academy, Inc.",77 Don S. Hernando Avenue,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 7-A, NSTRA. SRA. DE NATIVIDAD (",Private,Sectarian ,School with no Annexes,ES and JHS,1,6,2,3,6,4,2,5,5,2,6,3,0,0,4,2,3,3,4,1,1,0,0,0,0,39,31,70
Region I,Laoag City,Laoag City District I,413004,"Bible Believing Baptist Church Educational Ministries Foundation, Inc.",200 Juan Luna Street,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 20, SAN MIGUEL (POB.)",Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,4,8
Region I,Laoag City,Laoag City District I,413010,"Maranatha Christian Academy of Laoag City, Inc.",BRGY. 49-B RARABURAN LAOAG CITY,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 49-B, RARABURAN",Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,13,12,8,9,7,9,8,7,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,112
Region I,Laoag City,Laoag City District I,502262,Buttong Integrated School,Airport Avenue,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 50, BUTTONG",Public,DepED Managed,School with no Annexes,ES and JHS,41,48,47,42,45,48,43,42,42,41,35,53,0,0,44,24,0,0,22,14,0,0,0,0,0,376,324,700
Region I,San Carlos City,San Carlos City District I,400298,Ednas School of San Carlos,"Roxas Blvd. San Carlos City, Pangasinan",PANGASINAN,SAN CARLOS CITY,3rd District,ROXAS BOULEVARD (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,17,14,12,9,12,10,20,10,8,17,16,19,0,0,9,12,16,13,13,10,10,9,0,0,0,134,153,287
Region I,San Carlos City,San Carlos City District I,400303,Mother Goose Special School System,Bonifacio St.,PANGASINAN,SAN CARLOS CITY,3rd District,BONIFACIO (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,10,10,13,6,5,10,13,8,6,16,8,0,0,4,4,8,1,5,7,5,2,0,0,0,81,88,169
Region I,San Carlos City,San Carlos City District I,413507,"Colegio Anunciata,INC",Talang,PANGASINAN,SAN CARLOS CITY,3rd District,TALANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,6,9,9,5,13,6,8,5,8,4,5,0,0,4,5,6,5,1,3,4,8,0,0,0,74,57,131
Region I,Urdaneta City,Urdaneta City District I,400321,"Mother Goose Special School System, Inc.",30,PANGASINAN,CITY OF URDANETA,5th District,BAYAOAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,8,14,9,13,9,9,15,21,15,10,16,0,0,14,7,16,8,10,14,13,12,0,0,0,119,143,262
Region I,Urdaneta City,Urdaneta City District I,414002,"Maranatha Christian Academy of  Urdaneta,INC.","2nd Street, Gracia Village,Nancayasan Urdaneta City",PANGASINAN,CITY OF URDANETA,5th District,NANCAYASAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,13,15,12,11,18,12,9,12,8,7,10,0,0,6,4,11,7,9,8,6,5,0,0,0,123,97,220
Region I,Urdaneta City,Urdaneta City District I,414012,"MAV School of Multiple Intelligence, Inc.",PUROK 3,PANGASINAN,CITY OF URDANETA,5th District,NANCAYASAN,Private,Non-Sectarian ,Mother school,ES and JHS,16,6,12,6,7,8,5,11,8,7,10,4,1,1,6,0,6,5,7,2,4,4,0,0,2,92,74,166
Region I,Urdaneta City,Urdaneta City District II,502626,Nancalobasaan Riverside Integrated School,"Purok 7, Nancalobasaan, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,NANCALOBASAAN,Public,DepED Managed,School with no Annexes,ES and JHS,8,7,10,16,9,10,3,11,10,10,6,11,0,0,3,0,0,0,4,0,0,0,0,0,0,71,64,135
Region I,Urdaneta City,Urdaneta City District II,502627,Tulong Integrated School,"Tulong West, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,TULONG,Public,DepED Managed,School with no Annexes,ES and JHS,15,7,11,7,16,10,14,9,11,9,13,12,0,0,8,0,0,0,9,0,0,0,0,0,0,85,87,172
Region I,Candon City,District I,496009,St. Cecilia Early Learning Center Inc.,SAN NICOLAS,ILOCOS SUR,CITY OF CANDON,2nd District,SAN NICOLAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,11,7,1,8,7,8,7,2,5,6,5,0,0,6,4,5,3,2,2,3,0,0,0,0,70,47,117
Region I,Candon City,District I,496011,Maranatha Christian Academy of Fourthwatch Inc.,National Highway,ILOCOS SUR,CITY OF CANDON,2nd District,TABLAC,Private,Sectarian ,School with no Annexes,ES and JHS,9,8,8,6,7,1,6,2,7,2,7,4,0,0,7,3,5,3,4,4,2,4,0,0,0,64,48,112
Region I,Alaminos City,District I,496503,Ednas School of Alaminos,"Magsaysay Drive, Alaminos City, Pangasinan",PANGASINAN,CITY OF ALAMINOS,1st District,LUCAP,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,6,9,11,8,10,8,1,5,12,9,7,0,0,1,4,9,8,4,6,4,3,0,0,0,72,63,135
Region I,Vigan City,District I,400059,"Calvary Baptist Academy, Inc.","R.I.C. Road, Ayusan Norte",ILOCOS SUR,CITY OF VIGAN (Capital),1st District,AYUSAN NORTE,Private,Sectarian ,School with no Annexes,ES and JHS,1,5,2,0,1,1,3,3,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,14,12,26
Region I,Vigan City,District II,502583,Pantay Integrated School,Pantay Fatima,ILOCOS SUR,CITY OF VIGAN (Capital),1st District,PANTAY FATIMA,Public,DepED Managed,School with no Annexes,ES and JHS,21,27,23,15,31,28,15,19,24,11,30,26,0,0,8,0,0,0,3,0,0,0,0,0,0,169,143,312
Region I,San Fernando City,San Fernando I,400109,La Union Bible Baptist Academy,"PUSUAC, CABAROAN",LA UNION,CITY OF SAN FERNANDO (Capital),1st District,CABAROAN (NEGRO),Private,Sectarian ,School with no Annexes,ES and JHS,1,1,2,3,2,1,3,0,0,1,2,3,0,0,1,0,0,1,3,0,0,1,0,0,0,14,13,27
Region I,San Fernando City,San Fernando I,400120,Vineyard Christian Academy,National Highway,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,PAGDARAOAN,Private,Sectarian ,School with no Annexes,ES and JHS,9,6,11,10,7,9,6,6,7,7,15,8,0,0,9,7,1,3,8,4,2,5,0,0,0,77,72,149
Region I,San Fernando City,San Fernando I,408216,"Make Kids Smile Inc., Doing Business Under the Name and Style of Champions Academy",Francisco Ortega Highway,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,SANTIAGO NORTE,Private,Sectarian ,School with no Annexes,ES and JHS,12,10,15,8,11,9,16,12,9,12,8,13,0,0,6,2,0,0,1,5,1,0,0,0,0,87,102,189
Region I,San Fernando City,San Fernando I,411039,"La Union Bright Beginning Learning Center, Inc.",97 Gapuz Zigzag Rd. San Fernando City La Union,LA UNION,CITY OF SAN FERNANDO (Capital),1st District,BARANGAY II (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,13,14,15,14,15,14,12,11,16,9,12,0,0,5,2,3,6,6,8,8,6,0,0,0,114,127,241
Region I,Batac City,Batac I,410005,"Graceland Saviour's Institution, Inc.","#35 Bil-loca, Batac City",ILOCOS NORTE,CITY OF BATAC,2nd District,BIL-LOCA,Private,Sectarian ,School with no Annexes,ES and JHS,16,9,15,14,18,23,11,7,14,6,16,13,0,0,5,8,15,9,10,14,18,17,0,0,0,151,146,297
Region II,Batanes,Basco,501736,Valugan Integrated School,National Road,BATANES,BASCO (Capital),Lone District,SAN JOAQUIN,Public,DepED Managed,School with no Annexes,ES and JHS,9,9,6,7,8,7,3,5,8,3,7,12,0,0,6,8,5,3,3,4,8,5,0,0,0,73,65,138
Region II,Cagayan,Allacapan North,502081,PACAC Integrated School,-N/A,CAGAYAN,ALLACAPAN,2nd District,PACAC,Public,DepED Managed,School with no Annexes,ES and JHS,11,16,10,6,19,9,13,5,7,4,11,10,0,0,13,10,15,0,8,5,10,0,0,0,0,117,82,199
Region II,Cagayan,Amulung East,502525,Gabut Integrated School,Gabut,CAGAYAN,AMULUNG,3rd District,GABUT,Public,DepED Managed,School with no Annexes,ES and JHS,11,8,12,8,15,19,8,8,7,7,9,17,0,0,9,0,0,0,16,0,0,0,0,0,0,95,83,178
Region II,Cagayan,Amulung West,502548,Nangalasauan Integrated School,-,CAGAYAN,AMULUNG,3rd District,NANGALASAUAN,Public,DepED Managed,School with no Annexes,ES and JHS,13,4,10,17,16,17,10,17,20,12,19,15,0,0,14,0,0,0,11,0,0,0,0,0,0,107,117,224
Region II,Cagayan,Baggao West,501171,Taguing Integrated School,"Zone 2 Taguing, Baggao, Cagayan",CAGAYAN,BAGGAO,1st District,TAGUING,Public,DepED Managed,School with no Annexes,ES and JHS,13,18,10,9,7,16,8,16,18,11,17,11,0,0,15,19,16,13,5,13,16,16,0,0,0,149,137,286
Region II,Cagayan,Baggao West,502646,Asassi Integrated School,"Asassi Baggao, Cagayan",CAGAYAN,BAGGAO,1st District,ASASSI,Public,DepED Managed,School with no Annexes,ES and JHS,17,25,20,23,24,23,12,14,18,20,16,21,0,0,13,0,0,0,19,0,0,0,0,0,0,167,135,302
Region II,Cagayan,Calayan West,502310,Banua-Pilid Integrated School,-none,CAGAYAN,CALAYAN,2nd District,DIBAY,Public,DepED Managed,School with no Annexes,ES and JHS,9,11,9,9,9,6,8,6,5,4,9,4,0,0,4,5,0,0,4,3,0,0,0,0,0,74,50,124
Region II,Cagayan,Camalaniugan,502546,Joaquin Dela Cruz Integrated School,-None,CAGAYAN,CAMALANIUGAN,1st District,DAMMANG NORTE (JOAQUIN DE LA CRUZ*),Public,DepED Managed,School with no Annexes,ES and JHS,6,11,4,5,9,6,8,7,7,10,11,7,0,0,11,0,0,0,5,0,0,0,0,0,0,69,62,131
Region II,Cagayan,Claveria East,502065,Pata Integrated School,Maharlika Hi-Way,CAGAYAN,CLAVERIA,2nd District,PATA EAST,Public,DepED Managed,School with no Annexes,ES and JHS,12,15,15,9,18,16,15,17,15,14,14,22,0,0,24,19,20,0,12,14,25,0,0,0,0,167,166,333
Region II,Cagayan,Iguig,415008,"St. James Academy of Iguig, Inc.",No. 11 Maharlika Highway,CAGAYAN,IGUIG,3rd District,NATTANZAN (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,7,8,4,2,4,1,2,3,4,4,3,0,0,3,5,7,6,1,4,2,3,0,0,0,59,32,91
Region II,Cagayan,Penablanca East,502068,Lagum Integrated School,-NONE,CAGAYAN,PEÑABLANCA,3rd District,NABBABALAYAN,Public,DepED Managed,School with no Annexes,ES and JHS,3,5,3,4,7,5,3,5,6,5,7,5,0,0,11,18,10,0,13,13,15,0,0,0,0,70,72,142
Region II,Cagayan,Penablanca East,502226,QUIBAL INTEGRATED SCHOOL,-None,CAGAYAN,PEÑABLANCA,3rd District,QUIBAL,Public,DepED Managed,School with no Annexes,ES and JHS,23,19,21,23,22,25,18,18,28,28,15,20,0,0,20,23,0,0,22,30,0,0,0,0,0,194,198,392
Region II,Cagayan,Penablanca West,400382,SCHOOL OF SAINTS PHILIP AND JAMES,"Tuliao Street, Centro, Penablanca, Cagayan",CAGAYAN,PEÑABLANCA,3rd District,CENTRO (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,6,10,10,19,11,17,11,10,5,9,14,0,0,17,12,12,16,9,13,16,13,0,0,0,145,129,274
Region II,Cagayan,Piat,502078,Minanga Integrated School,Purok 6,CAGAYAN,PIAT,2nd District,MINANGA,Public,DepED Managed,School with no Annexes,ES and JHS,15,11,19,16,22,16,15,17,13,19,17,22,0,0,22,14,18,0,14,19,16,0,0,0,0,166,167,333
Region II,Cagayan,Sanchez Mira,415048,Sanchez Mira Institute for Lifelong Education,Maharlika Highway,CAGAYAN,SANCHEZ-MIRA,2nd District,CENTRO  II (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,5,6,6,4,5,4,4,6,3,8,5,0,0,8,7,6,1,5,6,4,3,0,0,0,63,55,118
Region II,Cagayan,Solana North,410329,Cagayan Valley Dynamic Christian Global School Inc.,Lannig,CAGAYAN,SOLANA,3rd District,LANNIG,Private,Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,4,6,4,4,0,0,0,18,23,41
Region II,Cagayan,Solana North,502307,Bangag Integrated School,Provincial Road,CAGAYAN,SOLANA,3rd District,BANGAG,Public,DepED Managed,School with no Annexes,ES and JHS,39,61,59,49,53,56,33,54,57,28,56,31,0,0,26,35,0,0,24,31,0,0,0,0,0,412,357,769
Region II,Cagayan,Solana South,415021,Solana Academy,"National Highway Lingu, Solana, Cagayan",CAGAYAN,SOLANA,3rd District,LINGU,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,9,7,9,13,5,12,4,7,5,6,7,0,0,3,5,6,8,2,3,5,1,0,0,0,79,62,141
Region II,Cagayan,Sta. Ana,409676,Top Achievers Private School Inc.,"Sta. Cruz, Sta. Cagayan",CAGAYAN,SANTA ANA,1st District,SANTA CRUZ,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,9,5,5,8,7,4,4,5,7,10,0,0,0,7,4,6,4,1,6,5,5,0,0,0,62,49,111
Region II,Cagayan,Sta. Ana,410094,RJ Dama Christian Academy Inc,Centro,CAGAYAN,SANTA ANA,1st District,CENTRO (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,9,7,4,12,7,5,13,10,5,8,5,0,0,6,2,0,0,11,4,0,0,0,0,0,64,68,132
Region II,Cagayan,Sta. Ana,502079,Palaui Integrated School,Palaui,CAGAYAN,SANTA ANA,1st District,SAN VICENTE (FORT),Public,DepED Managed,School with no Annexes,ES and JHS,7,13,9,8,15,10,7,6,13,7,14,6,0,0,6,3,13,0,11,2,10,0,0,0,0,91,83,174
Region II,Cagayan,Sta. Ana,502308,Marede Integrated School,Marede,CAGAYAN,SANTA ANA,1st District,MAREDE,Public,DepED Managed,School with no Annexes,ES and JHS,16,16,24,12,31,16,19,15,13,7,28,21,0,0,25,34,0,0,18,23,0,0,0,0,0,188,163,351
Region II,Cagayan,Sta. Ana,502545,Patunungan Integrated School,Patunungan,CAGAYAN,SANTA ANA,1st District,PATUNUNGAN,Public,DepED Managed,School with no Annexes,ES and JHS,5,4,8,3,3,2,6,2,3,3,8,1,0,0,4,0,0,0,4,0,0,0,0,0,0,30,27,57
Region II,Cagayan,Sto. Nino,501534,Lipatan Integrated School,Lipatan,CAGAYAN,SANTO NIÑO (FAIRE),2nd District,LIPATAN,Public,DepED Managed,School with no Annexes,ES and JHS,3,5,8,3,5,4,5,5,4,2,5,5,0,0,21,8,12,6,11,9,16,13,0,0,0,80,78,158
Region II,Cagayan,Tuao East,502672,Taribubu Integrated School,"Purok 5, Taribubu, Tuao, Cagayan",CAGAYAN,TUAO,3rd District,TARIBUBU,Public,DepED Managed,School with no Annexes,ES and JHS,12,17,18,13,28,19,17,16,21,10,15,20,0,0,24,0,0,0,23,0,0,0,0,0,0,147,131,278
Region II,Cagayan,Baggao East,500919,San Isidro Integrated School,barangay road,CAGAYAN,BAGGAO,1st District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,ES and JHS,12,15,15,15,17,15,13,9,13,12,14,12,0,0,34,58,42,37,33,43,42,42,0,0,0,276,247,523
Region II,Cagayan,Baggao East,502600,Awallan Integrared School,-n/a,CAGAYAN,BAGGAO,1st District,AWALLAN,Public,DepED Managed,School with no Annexes,ES and JHS,30,26,28,32,26,24,17,36,22,18,26,18,0,0,31,0,0,0,31,0,0,0,0,0,0,222,178,400
Region II,Cagayan,Aparri South Educational Zone,502080,Fuga Island Integrated School,-naguillan,CAGAYAN,APARRI,1st District,FUGA ISLAND,Public,DepED Managed,School with no Annexes,ES and JHS,7,13,2,14,9,8,4,10,4,6,5,4,0,0,15,21,29,0,8,10,21,0,0,0,0,123,75,198
Region II,Cagayan,Allacapan South,500065,Mapurao Integ. Learning School,------,CAGAYAN,ALLACAPAN,2nd District,MAPURAO,Public,DepED Managed,School with no Annexes,ES and JHS,17,19,7,16,15,16,17,12,15,17,15,13,0,0,14,15,16,8,18,15,16,10,0,0,0,155,161,316
Region II,Isabela,Angadanan East,500021,Rang- Ayan Integrated School,"Purok 3, Rang-ayan, Angdanan, Isabela",ISABELA,ANGADANAN,3rd District,RANG-AYAN,Public,DepED Managed,School with no Annexes,ES and JHS,13,11,27,22,26,24,7,8,15,19,22,21,0,0,8,9,14,14,10,17,11,20,0,0,0,175,160,335
Region II,Isabela,Angadanan East,500084,Macaniao Integrated School,"Macaniao, Angadanan, Isabela",ISABELA,ANGADANAN,3rd District,MACANIAO,Public,DepED Managed,School with no Annexes,ES and JHS,8,3,7,9,14,13,5,6,8,8,14,10,0,0,13,14,17,13,9,11,16,12,0,0,0,117,107,224
Region II,Isabela,Angadanan East,501947,Duroc Integrated School,"Purok Uno, Duroc, Angadanan, Isabela",ISABELA,ANGADANAN,3rd District,DUROC,Public,DepED Managed,School with no Annexes,ES and JHS,5,3,7,6,8,17,6,7,2,5,12,12,0,0,15,10,24,12,12,12,21,14,0,0,0,111,108,219
Region II,Isabela,Angadanan West,500012,Cumu Integrated School,"Cumu, Angadanan, Isabela",ISABELA,ANGADANAN,3rd District,CUMU,Public,DepED Managed,School with no Annexes,ES and JHS,7,12,14,12,12,6,7,8,20,6,9,13,0,0,15,15,14,16,12,11,13,10,0,0,0,130,117,247
Region II,Isabela,Angadanan West,500017,Fugaru Integrated School,"A. Lappay St., Purok 2, Fugaru, Angadanan, Isabela",ISABELA,ANGADANAN,3rd District,FUGARU,Public,DepED Managed,School with no Annexes,ES and JHS,12,14,26,14,19,19,16,29,19,21,16,20,0,0,16,16,23,29,11,17,17,11,0,0,0,210,195,405
Region II,Isabela,Angadanan West,500020,Lomboy Integrated School,"Provincial road, Lomboy, Angadanan, Isabela",ISABELA,ANGADANAN,3rd District,LOMBOY,Public,DepED Managed,School with no Annexes,ES and JHS,8,10,5,4,7,11,5,5,11,5,9,6,0,0,22,30,26,44,18,16,21,25,0,0,0,173,125,298
Region II,Isabela,Angadanan West,500089,Ingud-Ramona Integrated School,"Purok 7, Ingud Norte, Angadanan, Isabela",ISABELA,ANGADANAN,3rd District,INGUD NORTE,Public,DepED Managed,School with no Annexes,ES and JHS,8,11,14,17,17,12,11,8,18,5,26,10,0,0,12,11,14,17,13,9,16,15,0,0,0,145,143,288
Region II,Isabela,Aurora,501447,Bagnos Integrated School,"Bagnos, Aurora, Isabela",ISABELA,AURORA,2nd District,BAGNOS,Public,DepED Managed,School with no Annexes,ES and JHS,9,13,13,10,16,16,12,12,10,11,9,14,0,0,18,17,15,19,9,14,8,19,0,0,0,154,123,277
Region II,Isabela,Aurora,501665,Villa Fugu Integrated School,Purok 1 Villa Fugu,ISABELA,AURORA,2nd District,VILLA FUGU,Public,DepED Managed,School with no Annexes,ES and JHS,17,12,13,13,19,13,9,8,11,4,15,20,0,0,6,9,6,9,10,7,4,2,0,0,0,127,95,222
Region II,Isabela,Benito Soliven,400411,St. Clare College of Region 02- Benito Soliven,"National Highway, District II, Benito Soliven, Isabela",ISABELA,BENITO SOLIVEN,2nd District,DISTRICT II (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,1,5,2,5,2,3,3,2,1,1,1,1,0,0,3,3,3,3,1,0,1,1,0,0,0,33,16,49
Region II,Isabela,Benito Soliven,500019,Yeban Integrated School,KAINYOGAN,ISABELA,BENITO SOLIVEN,2nd District,YEBAN NORTE,Public,DepED Managed,School with no Annexes,ES and JHS,10,16,17,13,17,22,12,17,16,18,14,20,0,0,19,36,31,16,17,20,14,13,0,0,0,208,166,374
Region II,Isabela,Benito Soliven,500072,Villaluz Integrated School,5,ISABELA,BENITO SOLIVEN,2nd District,VILLALUZ,Public,DepED Managed,School with no Annexes,ES and JHS,17,19,20,22,9,23,13,11,23,20,19,20,0,0,24,24,27,22,17,36,30,25,0,0,0,224,227,451
Region II,Isabela,Benito Soliven,500079,Maluno Integrated School,"Namnama, Maluno Sur, Benito Soliven, Isabela",ISABELA,BENITO SOLIVEN,2nd District,MALUNO SUR,Public,DepED Managed,Mother school,ES and JHS,11,18,11,10,12,15,9,13,10,10,19,12,0,0,17,17,23,15,13,22,23,19,0,0,0,155,152,307
Region II,Isabela,Benito Soliven,500732,New Magsaysay Integrated School,"Purok 2, New Magsaysay, Benito Soliven, Isabela",ISABELA,BENITO SOLIVEN,2nd District,NEW MAGSAYSAY,Public,DepED Managed,School with no Annexes,ES and JHS,15,8,12,12,15,11,6,10,11,13,16,8,0,0,9,13,12,6,12,5,3,10,0,0,0,128,106,234
