Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G1 Male,G2 Male,G3 Male,G4 Male,G5 Male,G6 Male,G1 Female,G2 Female,G3 Female,G4 Female,G5 Female,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region VII,Cebu,Ginatilan,500894,Ginatilan Integrated School,"Nat'l. Highway, San Roque, Ginatilan",CEBU,GINATILAN,2nd District,SAN ROQUE,Public,DepED Managed,School with no Annexes,ES and JHS,52,68,45,65,50,60,47,48,38,48,55,52,7,6,46,53,46,54,48,41,49,46,0,0,13,587,511,1098
Region VII,Cebu,Liloan,404332,Adonai Asian Academy,"Bagong Dan, Yati, Liloan, Cebu",CEBU,LILOAN,5th District,YATI,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,2,6,2,5,3,3,1,1,2,4,3,0,0,2,3,3,3,1,2,0,0,0,0,0,33,17,50
Region VII,Cebu,Liloan,404359,Sta. Cruz Learning Center,"Catarman,Liloan,Cebu",CEBU,LILOAN,5th District,CATARMAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,11,2,4,5,7,6,14,6,10,8,6,0,0,14,9,7,10,12,12,12,10,0,0,0,91,110,201
Region VII,Cebu,Liloan,408610,"Rock Hill School of Leadership, Inc.","Purok Kamunggay, Sitio Dapdap, Catarman, Lilo-an, Cebu",CEBU,LILOAN,5th District,JUBAY,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,2,4,1,2,3,2,6,2,1,2,2,0,0,2,1,0,0,3,1,4,1,0,0,0,22,30,52
Region VII,Cebu,Liloan,447045,Bright Minds in Action Learning Village (Liloan Campus),"G. Pepito St., Tayud, Liloan, Cebu",CEBU,LILOAN,5th District,TAYUD,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,16,14,7,12,18,14,14,18,10,9,10,0,0,8,4,10,9,5,5,15,8,0,0,0,125,124,249
Region VII,Cebu,Liloan,447052,Tender Minds Learning Center Corp.,"Curva, San , Liloan Cebu",CEBU,LILOAN,5th District,YATI,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,2,4,4,2,4,4,1,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45
Region VII,Cebu,Liloan,447131,"San Antonio Institute of Learning, Inc.","Curva, Yati Liloan",CEBU,LILOAN,5th District,YATI,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,2,2,1,3,0,2,1,1,1,5,1,0,0,7,1,1,2,0,0,0,2,0,0,0,22,14,36
Region VII,Cebu,Liloan,501916,Catarman Integrated School,"Catarman, Liloan, Cebu",CEBU,LILOAN,5th District,CATARMAN,Public,DepED Managed,School with no Annexes,ES and JHS,151,170,127,138,150,171,148,132,144,115,161,160,0,0,113,132,126,139,84,104,140,112,0,0,0,1552,1428,2980
Region VII,Cebu,Madridejos,500658,Bunakan IS,"Bunakan, Madridejos,Cebu",CEBU,MADRIDEJOS,4th District,BUNAKAN,Public,DepED Managed,School with no Annexes,ES and JHS,35,32,42,35,41,27,34,29,42,41,43,38,0,0,41,36,43,34,42,42,40,40,0,0,0,401,425,826
Region VII,Cebu,Madridejos,500659,Kodia Integrated School,"KODIA, MADRIDEJOS, CEBU",CEBU,MADRIDEJOS,4th District,KODIA,Public,DepED Managed,School with no Annexes,ES and JHS,38,22,42,35,34,35,35,33,34,37,23,23,0,0,21,27,27,16,21,32,32,14,0,0,0,334,315,649
Region VII,Cebu,Malabuyoc,502119,Looc Integrated School,"Looc, Malabuyoc",CEBU,MALABUYOC,2nd District,LOOC,Public,DepED Managed,School with no Annexes,ES and JHS,13,9,23,22,16,20,19,14,19,16,17,13,0,0,10,12,14,0,6,11,7,0,0,0,0,153,134,287
Region VII,Cebu,Malabuyoc,502120,Calatagan Integrated School,"Tolosa (Calatagan), Malabuyoc, Cebu",CEBU,MALABUYOC,2nd District,TOLOSA (CALATAGAN),Public,DepED Managed,School with no Annexes,ES and JHS,25,13,17,13,15,11,8,15,17,15,9,18,0,0,10,15,15,0,7,9,16,0,0,0,0,150,131,281
Region VII,Cebu,Medellin,404363,Araneta Learning Center for Child Development Inc. (Medellin),"Poblacion, Medellin",CEBU,MEDELLIN,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,6,4,1,1,1,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,38
Region VII,Cebu,Medellin,408793,"Doxa Academy of Cebu, Inc","Antipolo, Medelin, Cebu",CEBU,MEDELLIN,4th District,ANTIPOLO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,2,1,1,4,2,3,1,0,2,2,1,0,0,0,2,1,1,3,3,2,3,0,0,0,17,22,39
Region VII,Cebu,Medellin,500694,Caputatan Norte Integrated School,"Caputatan Norte, Medellin, Cebu",CEBU,MEDELLIN,4th District,CAPUTATAN NORTE,Public,DepED Managed,School with no Annexes,ES and JHS,19,30,19,11,30,17,27,24,18,15,15,18,0,0,12,15,15,17,14,17,13,13,0,0,0,206,196,402
Region VII,Cebu,Medellin,500768,Antipolo Integrated School,"Antipolo, Medellin",CEBU,MEDELLIN,4th District,ANTIPOLO,Public,DepED Managed,School with no Annexes,ES and JHS,72,50,71,52,36,52,48,46,61,56,45,51,0,0,31,41,44,29,22,39,27,32,0,0,0,536,473,1009
Region VII,Cebu,Medellin,501217,Canhabagat Integrated School,-Canhabagat Medellin Cebu,CEBU,MEDELLIN,4th District,CANHABAGAT,Public,DepED Managed,School with no Annexes,ES and JHS,25,27,38,18,27,33,27,20,23,19,34,35,0,0,31,26,17,22,16,25,19,17,0,0,0,286,250,536
Region VII,Cebu,Medellin,501361,Tindog Integrated School,"Tindog, Medellin, Cebu",CEBU,MEDELLIN,4th District,TINDOG,Public,DepED Managed,School with no Annexes,ES and JHS,38,49,53,32,39,48,36,41,34,51,43,41,0,0,28,36,45,36,20,30,29,36,0,0,0,448,402,850
Region VII,Cebu,Minglanilla I,404371,University of the Visayas - Minglanilla Campus,"Tiber Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,POBLACION WARD I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,4,5,0,6,7,1,4,4,4,3,6,0,0,29,29,23,18,13,12,26,18,0,0,0,127,95,222
Region VII,Cebu,Minglanilla I,409866,Tutelage Inc. (Minglanilla Branch),"Tungkil, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,TUNGKIL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,0,4
Region VII,Cebu,Minglanilla I,447017,Webville Children's Learning Center,"Danawan, Pakigne, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,PAKIGNE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,7,3,2,4,4,9,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,46
Region VII,Cebu,Minglanilla I,447122,"Campbell Academy Foundation, Inc.","Lower Calajo-an, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,POBLACION WARD I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,17,12,7,6,15,9,17,11,9,15,8,12,0,0,9,6,8,4,7,5,5,6,0,0,0,108,108,216
Region VII,Cebu,Minglanilla I,447124,"Our Lady of Fatima Learning Academy of Minglanilla, Inc.","Tungkop, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,TUNGKOP,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,8,7,3,8,9,3,3,3,4,6,7,0,0,5,4,0,5,1,1,0,2,0,0,0,60,38,98
Region VII,Cebu,Minglanilla I,502122,Cadulawan Integrated School,"Cadulawan, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,CADULAWAN,Public,DepED Managed,School with no Annexes,ES and JHS,59,64,53,46,48,55,39,63,53,41,48,40,0,0,19,30,36,0,21,42,39,0,0,0,0,464,434,898
Region VII,Cebu,Minglanilla II,447085,"Three H Redwood Academy, Inc.","Phase 3 Deca Homes, Tungkil, Minglanilla",CEBU,MINGLANILLA,1st District,TUNGKIL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Region VII,Cebu,Minglanilla II,501915,Calbasaan Integrated School,"Calbasaan, Camp 7,Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,CAMP 7,Public,DepED Managed,School with no Annexes,ES and JHS,26,22,18,27,23,15,24,21,13,15,16,18,0,0,19,5,7,9,13,14,15,8,0,0,0,188,178,366
Region VII,Cebu,Moalboal,447100,"Moalboal Christian School, Inc.","Tunga,Moalboal,6032,Cebu",CEBU,MOALBOAL,3rd District,TUNGA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,1,0,3,0,3,3,2,3,3,2,1,0,0,2,6,0,5,0,0,0,0,0,0,0,25,20,45
Region VII,Cebu,Moalboal,501352,Bugho Integrated School,"Bugho, Moalboal",CEBU,MOALBOAL,2nd District,BUGHO,Public,DepED Managed,School with no Annexes,ES and JHS,26,27,33,24,22,31,18,20,26,19,18,29,0,0,32,33,38,26,17,29,37,26,0,0,0,312,270,582
Region VII,Cebu,Oslob,501297,Tumalog Integrated School,"Tumalog, Oslob, Cebu",CEBU,OSLOB,2nd District,TUMALOG,Public,DepED Managed,School with no Annexes,ES and JHS,11,13,18,16,10,15,16,10,17,19,17,16,0,0,7,5,11,10,13,8,10,7,0,0,0,129,141,270
Region VII,Cebu,Pinamungajan 1,404376,Sta. Monica Academy,"Poblacion, Pinamungajan, Cebu",CEBU,PINAMUNGAHAN,3rd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,34,34,35,37,49,38,0,0,0,146,164,310
Region VII,Cebu,Poro,501353,Sta. Rita Integrated School,"Sta. Rita, Poro, Cebu",CEBU,PORO,5th District,SANTA RITA,Public,DepED Managed,School with no Annexes,ES and JHS,8,12,11,8,13,15,11,11,6,7,12,6,0,0,13,12,13,12,10,14,13,11,0,0,0,130,107,237
Region VII,Cebu,Ronda,404379,"Academia de Nuestra Senora, Inc.","J.P. Rizal Street, Ronda",CEBU,RONDA,2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,4,3,2,3,6,5,6,2,4,6,3,0,0,13,7,11,18,10,8,10,20,0,0,0,78,79,157
Region VII,Cebu,San Fernando,404381,"Christian Temple Learning Center, Inc.","Sangat, San Fernando",CEBU,SAN FERNANDO,1st District,SANGAT,Private,Sectarian ,School with no Annexes,ES and JHS,3,3,5,5,3,3,3,4,4,4,3,0,0,0,1,0,1,1,2,2,2,1,0,0,0,32,27,59
Region VII,Cebu,San Fernando,501267,Tonggo Integrated School,"Tonggo, San Fernando, Cebu",CEBU,SAN FERNANDO,1st District,TONGGO,Public,DepED Managed,School with no Annexes,ES and JHS,38,11,17,31,23,22,34,20,24,20,27,25,0,0,17,18,11,17,8,19,12,19,0,0,0,223,225,448
Region VII,Cebu,San Fernando,501268,Ilaya Integrated School,"-Ilaya, San Fernando",CEBU,SAN FERNANDO,1st District,ILAYA,Public,DepED Managed,School with no Annexes,ES and JHS,17,30,20,19,29,21,21,20,25,16,11,18,0,0,20,23,22,9,13,10,6,19,0,0,0,229,187,416
Region VII,Cebu,San Fernando,501269,Pablo B. Villamera Integrated School,"-Cabatbatan, San Fernando, Cebu",CEBU,SAN FERNANDO,1st District,CABATBATAN,Public,DepED Managed,School with no Annexes,ES and JHS,21,27,22,36,23,19,25,23,12,11,24,16,8,2,19,11,23,22,7,17,13,17,0,0,10,249,183,432
Region VII,Cebu,San Fernando,501574,Bugho Integrated School,"Bugho, San Fernando",CEBU,SAN FERNANDO,1st District,BUGHO,Public,DepED Managed,School with no Annexes,ES and JHS,19,20,29,24,24,24,15,17,20,23,24,18,0,0,15,18,22,27,12,14,23,17,0,0,0,241,199,440
Region VII,Cebu,San Fernando,501575,Panadtaran Integrated School,"Panadtaran, San Fernando",CEBU,SAN FERNANDO,1st District,PANADTARAN,Public,DepED Managed,School with no Annexes,ES and JHS,41,52,38,42,45,38,44,48,42,46,49,45,0,0,15,17,27,16,11,14,13,14,0,0,0,367,370,737
Region VII,Cebu,San Fernando,501576,Tabionan Integrated School,"Tabionan,San Fernando,Cebu",CEBU,SAN FERNANDO,1st District,TABIONAN,Public,DepED Managed,School with no Annexes,ES and JHS,16,18,25,10,18,17,19,22,17,16,14,13,0,0,11,14,17,17,9,11,9,9,0,0,0,174,149,323
Region VII,Cebu,San Fernando,501732,Ciriaco V. Paradela Integrated School,"Tinubdan, San Fernando, Cebu",CEBU,SAN FERNANDO,1st District,TINUBDAN,Public,DepED Managed,School with no Annexes,ES and JHS,18,28,21,17,24,17,22,20,17,16,24,21,0,0,20,26,29,24,15,19,12,17,0,0,0,249,199,448
Region VII,Cebu,San Francisco,500664,Tulang Integrated School,"Tulang Diot, Esperanza, San Francisco, Cebu",CEBU,SAN FRANCISCO,5th District,ESPERANZA,Public,DepED Managed,School with no Annexes,ES and JHS,4,7,11,14,7,7,10,7,10,7,7,10,0,0,23,29,47,34,20,26,34,37,0,0,0,189,173,362
Region VII,Cebu,San Francisco,501130,Lucio O. Arquillano Integrated School,"Northern Pob., San Francisco",CEBU,SAN FRANCISCO,5th District,NORTHERN POBLACION,Public,DepED Managed,School with no Annexes,ES and JHS,32,34,26,50,47,37,30,44,41,32,29,35,0,0,20,18,24,16,24,17,24,13,0,0,0,331,315,646
Region VII,Cebu,San Francisco,502121,Campo IS,-Campo,CEBU,SAN FRANCISCO,5th District,CAMPO,Public,DepED Managed,School with no Annexes,ES and JHS,51,53,35,39,37,37,33,41,38,29,47,41,0,0,16,32,19,0,12,23,15,0,0,0,0,357,313,670
Region VII,Cebu,San Remegio I,447129,"LHBC Christian Academy, Inc.","Poblacion, San Remigio, Cebu",CEBU,SAN REMIGIO,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,13,15,11,11,9,10,15,9,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,161
Region VII,Cebu,San Remegio I,501669,Hagnaya IS,"National Road, Hagnaya, San Remigio",CEBU,SAN REMIGIO,4th District,HAGNAYA,Public,DepED Managed,School with no Annexes,ES and JHS,47,34,44,45,49,34,37,38,39,38,32,41,0,0,34,37,53,66,29,34,36,46,0,0,0,475,415,890
Region VII,Cebu,San Remegio I,501670,Maño IS,"Maño, San Remigio, Cebu",CEBU,SAN REMIGIO,4th District,MANO,Public,DepED Managed,School with no Annexes,ES and JHS,56,48,59,45,56,50,71,42,49,38,51,48,0,0,46,34,60,42,31,48,44,48,0,0,0,546,501,1047
Region VII,Cebu,San Remegio II,500486,Batad Integrated School,"Batad, San Remigio",CEBU,SAN REMIGIO,4th District,BATAD,Public,DepED Managed,School with no Annexes,ES and JHS,20,23,23,19,21,25,18,9,20,15,16,19,0,0,15,17,23,21,17,18,13,19,0,0,0,227,183,410
Region VII,Cebu,San Remegio II,502665,Bagtik Integrated School,"Bagtik, San Remigio, CEbu",CEBU,SAN REMIGIO,4th District,BAGTIC,Public,DepED Managed,School with no Annexes,ES and JHS,0,10,7,0,0,0,0,14,11,0,2,0,0,0,9,9,0,0,9,12,0,0,0,0,0,35,48,83
Region VII,Cebu,Santander,447073,Lyceum of Cebu,Looc,CEBU,SANTANDER,2nd District,LOOC,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,7,5,9,9,10,8,3,3,4,8,6,0,0,9,12,14,18,13,17,11,8,0,0,0,113,85,198
Region VII,Cebu,Sibonga,447036,Golden Brains Development School,"Villa Illuminada, Gahad, Pob.,Sibonga, Cebu",CEBU,SIBONGA,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,10,7,7,10,7,8,14,5,5,6,7,0,0,4,4,8,4,4,5,4,5,0,0,0,80,67,147
Region VII,Cebu,Sogod,500498,Pansoy IS,-n/a,CEBU,SOGOD,5th District,PANSOY,Public,DepED Managed,School with no Annexes,ES and JHS,17,10,17,16,13,11,12,18,15,18,12,18,0,0,13,28,11,16,14,17,18,15,0,0,0,168,174,342
Region VII,Cebu,Sogod,501354,Lubo Integrated School,"Lubo, Sogod",CEBU,SOGOD,5th District,LUBO,Public,DepED Managed,School with no Annexes,ES and JHS,14,15,15,13,18,14,12,10,11,11,14,15,0,0,9,13,20,14,12,13,10,11,0,0,0,156,124,280
Region VII,Cebu,Tabuelan,500725,Kabalawan Integrated School,"Kabalawan, Bongon,Tabuelan,Cebu",CEBU,TABUELAN,4th District,BONGON,Public,DepED Managed,School with no Annexes,ES and JHS,9,9,14,9,11,5,6,10,10,7,9,8,0,0,10,16,13,20,10,15,11,11,0,0,0,127,112,239
Region VII,Cebu,Tabuelan,501355,Kanluma Integrated School,"Kanluma, Bongon, Tabuelan, Cebu",CEBU,TABUELAN,4th District,BONGON,Public,DepED Managed,School with no Annexes,ES and JHS,19,19,10,12,22,25,12,15,18,19,19,16,0,0,9,18,7,17,6,11,10,11,0,0,0,165,142,307
Region VII,Cebu,Tabuelan,501624,Kantubaon Integrated School,"Kantubaon, Tabuelan, Cebu",CEBU,TABUELAN,4th District,KANTUBAON,Public,DepED Managed,School with no Annexes,ES and JHS,12,8,9,11,15,12,4,5,9,6,5,8,0,0,9,21,19,16,11,9,8,5,0,0,0,142,75,217
Region VII,Cebu,Tabuelan,502000,Dalid Integrated School,Cebu,CEBU,TABUELAN,4th District,DALID,Public,DepED Managed,School with no Annexes,ES and JHS,11,16,17,15,19,28,18,18,17,15,22,20,0,0,8,15,6,7,7,6,11,5,0,0,0,159,156,315
Region VII,Cebu,Tuburan II,501625,Paulo Gallarde Sr. Integrated School,"Alegria, Tuburan, Cebu",CEBU,TUBURAN,3rd District,ALEGRIA,Public,DepED Managed,School with no Annexes,ES and JHS,9,12,13,3,10,7,7,11,6,7,19,14,0,0,13,15,9,10,12,8,12,6,0,0,0,109,109,218
Region VII,Cebu,Tuburan II,501626,Sumon Integrated School,"Brgy. 8, Sumon, Tuburan, Cebu",CEBU,TUBURAN,3rd District,SUMON,Public,DepED Managed,School with no Annexes,ES and JHS,12,11,26,22,18,17,13,20,10,13,14,12,0,0,11,13,14,12,8,10,17,9,0,0,0,172,137,309
Region VII,Cebu City,North District 3,404484,"CCCC Child's Center, Inc.",271 Capitol Hills,CEBU,CEBU CITY (Capital),1st District,CAPITOL SITE (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,11,16,13,7,8,10,10,8,8,5,10,10,0,0,3,4,0,0,2,5,0,0,0,0,0,85,71,156
Region VII,Cebu City,North District 3,447525,"Blessed Trinity Achiever's Academy, Inc. (Fun and Learn Achiever' Academy, Inc.)","M. Gotianuy St., Gen. Maxilom Ave., Brgy. Capitol Site, Cebu",CEBU,CEBU CITY (Capital),1st District,CAPITOL SITE (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,3,0,3,2,8,2,1,0,0,4,1,0,0,3,3,0,3,3,1,3,1,0,0,0,31,20,51
Region VII,Cebu City,North District 3,447563,Sage Prep Schoolhouse,Nivel Hills,CEBU,CEBU CITY (Capital),1st District,LAHUG (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,4,6,5,4,2,1,4,5,4,2,3,0,0,1,0,0,1,3,2,2,1,0,0,0,29,28,57
Region VII,Cebu City,North District 3,500230,Malubog Integrated School,"-Malubog, Cebu City",CEBU,CEBU CITY (Capital),1st District,MALUBOG,Public,DepED Managed,School with no Annexes,ES and JHS,39,40,27,43,35,41,25,38,31,17,33,40,0,0,24,35,32,30,24,35,38,35,0,0,0,366,343,709
Region VII,Cebu City,North District 4,407796,THE ABBA'S ORCHARD SCHOOL,#32 Pres. Magsaysay St.,CEBU,CEBU CITY (Capital),1st District,KASAMBAGAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,8,8,6,4,0,9,4,4,7,2,1,0,0,4,11,6,5,2,9,4,6,0,1,1,64,57,121
Region VII,Cebu City,North District 5,404434,Colegio del Santo Nino,Magallanes St. Cebu City,CEBU,CEBU CITY (Capital),1st District,SEÑOR SANTO NIÑO (CENTRAL POB.),Private,Sectarian ,School with no Annexes,ES and JHS,44,34,51,33,45,26,49,33,22,46,42,56,0,0,18,17,19,0,19,21,16,0,0,0,0,321,346,667
Region VII,Cebu City,North District 6,404494,Gualandl Effata Catholic School for the Hearing Impaired,"5 Emerald Street Saint Michael Village Banilad, Cebu City",CEBU,CEBU CITY (Capital),1st District,BANILAD,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,0,0,2,1,5,2,2,0,0,4,7,0,0,3,2,2,2,7,3,1,2,0,0,0,18,30,48
Region VII,Cebu City,North District 6,407821,University of San Carlos Montessori Academy,"F. Sotto Drive, Cebu City",CEBU,CEBU CITY (Capital),1st District,CAMPUTHAW (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,58,41,44,44,44,50,24,26,28,31,36,35,19,9,27,30,26,27,17,26,22,12,24,5,57,503,313,816
Region VII,Cebu City,North District 6,447529,Kiddiehaus of Learning,1-B SIKATUNA ST.,CEBU,CEBU CITY (Capital),1st District,DAY-AS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,17,9,9,8,6,6,13,9,11,10,9,0,0,2,7,6,6,3,2,5,6,0,0,0,88,80,168
Region VII,Cebu City,North District 8,404469,Talamban Christian School,Minoza St. Talamban,CEBU,CEBU CITY (Capital),1st District,TALAMBAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,0,2,1,0,1,1,4,0,2,4,0,0,0,0,1,3,1,3,2,1,2,0,0,0,16,23,39
Region VII,Cebu City,North District 8,447517,"Gopher Wood Learning Center, Inc.","Bacayan, Cebu City",CEBU,CEBU CITY (Capital),1st District,BACAYAN,Private,Non-Sectarian ,Mother school,ES and JHS,6,5,10,9,7,4,6,6,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47,97
Region VII,Cebu City,North District 8,447555,Golden Gate Children's House,"Sugarlandia, Bacayan, Cebu City, Philipines",CEBU,CEBU CITY (Capital),1st District,BACAYAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,9,6,5,9,3,10,10,5,9,7,4,0,0,2,1,2,1,4,1,6,2,0,0,0,68,67,135
Region VII,Cebu City,North District 8,500228,Budla-an ES,"Proper Budla-an, Cebu City",CEBU,CEBU CITY (Capital),1st District,BUDLA-AN (POB.),Public,DepED Managed,School with no Annexes,ES and JHS,48,49,43,55,48,38,36,45,47,50,52,40,0,0,31,41,36,44,33,30,28,36,0,0,0,463,428,891
Region VII,Cebu City,South District 2,447560,Newbery Interactive School,"069 E. Sabellano St., Quiot, Cebu City",CEBU,CEBU CITY (Capital),2nd District,QUIOT PARDO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,8,10,5,7,4,7,4,9,5,3,3,0,0,0,2,7,5,0,8,3,1,0,0,0,69,46,115
Region VII,Cebu City,South District 4,447531,Cebu South Hills International School,#132 Salvador Extension,CEBU,CEBU CITY (Capital),2nd District,LABANGON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,3,2,7,5,4,0,8,8,3,6,8,0,0,3,4,1,3,3,6,1,2,0,0,0,38,49,87
Region VII,Cebu City,South District 5,404498,Little Angels Montessori School of Cebu,"Punta Princesa, Labangon, Cebu City",CEBU,CEBU CITY (Capital),2nd District,PUNTA PRINCESA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,17,15,5,12,8,9,7,8,4,8,8,0,0,6,10,5,4,9,4,7,7,0,0,0,97,83,180
Region VII,Cebu City,South District 5,447506,Rainbow Connection Child Learning Center,"E. Sabellano St., Punta Princesa, Labangon",CEBU,CEBU CITY (Capital),2nd District,PUNTA PRINCESA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,14,11,12,9,11,17,10,8,5,11,11,9,3,9,6,7,4,2,4,3,4,2,0,14,144,100,244
Region VII,Cebu City,South District 6,409237,"East Crest Learning Academy, Inc.",16 Emilio Osemena Bacayo Street,CEBU,CEBU CITY (Capital),2nd District,GUADALUPE,Private,Non-Sectarian ,Mother school,ES and JHS,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,3,4,7
Region VII,Cebu City,South District 6,447539,"Nehemiah School of Opportunities, Inc.",Quijada St.,CEBU,CEBU CITY (Capital),2nd District,GUADALUPE,Private,Sectarian ,School with no Annexes,ES and JHS,5,3,5,1,5,4,8,8,3,2,4,3,0,0,3,1,3,1,5,1,5,0,0,0,0,31,39,70
Region VII,Cebu City,South District 7,447537,Saint Thomas AquinasSchool of Bulacao - Montessori,"Bulacao, Cebu City",CEBU,CEBU CITY (Capital),2nd District,BULACAO,Private,Sectarian ,School with no Annexes,ES and JHS,19,25,16,19,28,18,18,25,21,18,18,20,0,0,17,15,14,16,6,8,15,12,0,0,0,205,182,387
Region VII,Cebu City,South District 7,447549,Community Nazarene Christian School,Upper Inayawan Cebu City,CEBU,CEBU CITY (Capital),2nd District,INAYAWAN,Private,Sectarian ,School with no Annexes,ES and JHS,8,15,9,5,10,8,11,4,5,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72,50,122
Region VII,Cebu City,North District 1,404429,Cebu International School,"Pit-os, Cebu City",CEBU,CEBU CITY (Capital),1st District,PIT-OS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VII,Cebu City,North District 1,447523,SCI TECH Integrated Academy Inc.,"212 PIT-OS, CEBU CITY",CEBU,CEBU CITY (Capital),1st District,PIT-OS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,13,9,14,17,10,20,11,11,8,22,14,0,0,8,14,1,7,9,6,2,1,0,0,0,117,111,228
Region VII,Cebu City,North District 1,600037,Cebu Normal University-Integrated Laboratory School,Osmena Boulevard,CEBU,CEBU CITY (Capital),1st District,SAN ANTONIO (POB.),SUCsLUCs,SUC Managed,School with no Annexes,ES and JHS,12,29,21,16,19,25,23,19,22,26,22,27,0,0,17,22,26,10,26,19,18,32,0,0,0,218,259,477
Region VII,Dumaguete City,Dumaguete City North District,404521,Colegio de Sta. Catalina de Alejandria,"Bishop Epifianio B. Surban St., Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 3 (BARANGAY 3),Private,Sectarian ,School with no Annexes,ES and JHS,20,5,13,7,7,9,17,16,7,10,8,10,0,0,23,32,27,25,30,31,33,28,0,0,0,190,200,390
Region VII,Dumaguete City,Dumaguete City North District,404523,Dumaguete Mission School,colon extension,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,TACLOBO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,3,15,12,8,5,6,4,2,5,8,7,0,0,5,2,5,6,4,3,2,3,0,0,0,82,54,136
Region VII,Dumaguete City,Dumaguete City North District,404524,Dumaguete Missionary Baptist Academy,"Baptist Rd. Banilad, Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,BANILAD,Private,Sectarian ,School with no Annexes,ES and JHS,0,2,0,0,1,1,2,4,1,2,1,2,0,0,1,0,2,1,3,0,1,0,0,0,0,9,17,26
